Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	namePublishedInID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	modified	bibliographicCitation	references	license	rightsHolder	datasetName	institutionCode	datasetID.x	identifier	title	format	datasetID.y	subject	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI
ABRALIOPSIS FELIS	R07506;R08382;R09668;R14366	341849	urn:lsid:marinespecies.org:taxname:341849	urn:lsid:marinespecies.org:taxname:341849	urn:lsid:marinespecies.org:taxname:341849	urn:lsid:marinespecies.org:taxname:137931	NA	Abraliopsis felis	Abraliopsis felis	Abraliopsis	NA	NA	Animalia	Mollusca	Cephalopoda	Oegopsida	Enoploteuthidae	Abraliopsis	NA	felis	NA	Species	McGowan & Okutani, 1968	ICZN	accepted	NA	2021-12-18	MolluscaBase eds. (2024). MolluscaBase. Abraliopsis felis McGowan & Okutani, 1968. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=341849	https://www.marinespecies.org/aphia.php?p=taxdetails&id=341849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	341849	137931	Abraliopsis felis	NCBI:txid34547	NA
ABRANDA MODESTINA	R02872	596134	urn:lsid:marinespecies.org:taxname:596134	urn:lsid:marinespecies.org:taxname:596134	urn:lsid:marinespecies.org:taxname:596134	urn:lsid:marinespecies.org:taxname:596133	NA	Abranda modestina	Abranda modestina	Abranda	NA	NA	Animalia	Mollusca	Bivalvia	Cardiida	Tellinidae	Abranda	NA	modestina	NA	Species	(Tate, 1891)	ICZN	accepted	NA	2024-02-21	MolluscaBase eds. (2024). MolluscaBase. Abranda modestina (Tate, 1891). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=596134	https://www.marinespecies.org/aphia.php?p=taxdetails&id=596134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	596134	596133	Abranda modestina	NA	NA
ABRELIOPSIS FELIS	R18984	341849	urn:lsid:marinespecies.org:taxname:341849	urn:lsid:marinespecies.org:taxname:341849	urn:lsid:marinespecies.org:taxname:341849	urn:lsid:marinespecies.org:taxname:137931	NA	Abraliopsis felis	Abraliopsis felis	Abraliopsis	NA	NA	Animalia	Mollusca	Cephalopoda	Oegopsida	Enoploteuthidae	Abraliopsis	NA	felis	NA	Species	McGowan & Okutani, 1968	ICZN	accepted	NA	2021-12-18	MolluscaBase eds. (2024). MolluscaBase. Abraliopsis felis McGowan & Okutani, 1968. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=341849	https://www.marinespecies.org/aphia.php?p=taxdetails&id=341849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	341849	137931	Abraliopsis felis	NCBI:txid34547	NA
ABRONICA ABRONIA	R14610	890610	urn:lsid:marinespecies.org:taxname:890610	urn:lsid:marinespecies.org:taxname:890610	urn:lsid:marinespecies.org:taxname:890610	urn:lsid:marinespecies.org:taxname:890561	NA	Abronica abronia	Abronica abronia	Abronica	NA	NA	Animalia	Mollusca	Gastropoda	Nudibranchia	Abronicidae	Abronica	NA	abronia	NA	Species	(MacFarland, 1966)	ICZN	accepted	NA	2016-12-17	MolluscaBase eds. (2024). MolluscaBase. Abronica abronia (MacFarland, 1966). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=890610	https://www.marinespecies.org/aphia.php?p=taxdetails&id=890610	NA	NA	NA	NA	NA	NCBI:txid1154713	To GenBank (19 nucleotides; 12 proteins)	NA	ncbi	NA	890610	890561	Abronica abronia	NCBI:txid1930165	NCBI:txid1154713
ABYSSOCUCUMIS ABYSSORUM	R18047	124597	urn:lsid:marinespecies.org:taxname:124597	urn:lsid:marinespecies.org:taxname:124597	urn:lsid:marinespecies.org:taxname:124597	urn:lsid:marinespecies.org:taxname:123475	NA	Abyssocucumis abyssorum	Abyssocucumis abyssorum	Abyssocucumis	NA	NA	Animalia	Echinodermata	Holothuroidea	Dendrochirotida	Cucumariidae	Abyssocucumis	NA	abyssorum	NA	Species	(Théel, 1886)	ICZN	accepted	NA	2014-09-30	WoRMS (2024). Abyssocucumis abyssorum (Théel, 1886). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=124597	https://www.marinespecies.org/aphia.php?p=taxdetails&id=124597	NA	NA	NA	NA	NA	NCBI:txid1633609	To GenBank (41 nucleotides; 6 proteins)	NA	ncbi	NA	124597	123475	Abyssocucumis abyssorum	NCBI:txid1633608	NCBI:txid1633609
ABYSSONINOE HIBERNICA	R03219	146469	urn:lsid:marinespecies.org:taxname:146469	urn:lsid:marinespecies.org:taxname:146469	urn:lsid:marinespecies.org:taxname:146469	urn:lsid:marinespecies.org:taxname:129331	NA	Abyssoninoe hibernica	Abyssoninoe hibernica	Abyssoninoe	NA	NA	Animalia	Annelida	Polychaeta	Eunicida	Lumbrineridae	Abyssoninoe	NA	hibernica	NA	Species	(McIntosh, 1903)	ICZN	accepted	NA	2015-06-30	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Abyssoninoe hibernica (McIntosh, 1903). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=146469	https://www.marinespecies.org/aphia.php?p=taxdetails&id=146469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	146469	129331	Abyssoninoe hibernica	NCBI:txid2912921	NA
ABYSSONINOE SCOPA	R03220	130223	urn:lsid:marinespecies.org:taxname:130223	urn:lsid:marinespecies.org:taxname:130223	urn:lsid:marinespecies.org:taxname:130223	urn:lsid:marinespecies.org:taxname:129331	NA	Abyssoninoe scopa	Abyssoninoe scopa	Abyssoninoe	NA	NA	Animalia	Annelida	Polychaeta	Eunicida	Lumbrineridae	Abyssoninoe	NA	scopa	NA	Species	(Fauchald, 1974)	ICZN	accepted	NA	2015-06-30	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Abyssoninoe scopa (Fauchald, 1974). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=130223	https://www.marinespecies.org/aphia.php?p=taxdetails&id=130223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	130223	129331	Abyssoninoe scopa	NCBI:txid2912921	NA
ACANTHAMUNNOPSIS MILLERI	R16299	258647	urn:lsid:marinespecies.org:taxname:258647	urn:lsid:marinespecies.org:taxname:258647	urn:lsid:marinespecies.org:taxname:258647	urn:lsid:marinespecies.org:taxname:248361	https://doi.org/10.1139/z82-422	Acanthamunnopsis milleri	Acanthamunnopsis milleri	Acanthamunnopsis	Wilson, G. D. F. (1982). Two new natatory asellote isopods (Crustacea) from the San Juan Archipelago, <i>Baeonectes improvisus</i> n. gen., n. sp. and <i>Acanthomunnopsis milleri</i> n. sp., with a revised description of <i>A</i>. <i>hystrix</i>. <em>Canadian Journal of Zoology.</em> 60(12): 3332-3343.	1982	Animalia	Arthropoda	Malacostraca	Isopoda	Munnopsidae	Acanthamunnopsis	NA	milleri	NA	Species	Wilson, 1982	ICZN	accepted	NA	2008-01-03	Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2024). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Acanthamunnopsis milleri Wilson, 1982. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=258647	https://www.marinespecies.org/aphia.php?p=taxdetails&id=258647	NA	NA	NA	NA	NA	NCBI:txid471300	To GenBank (4 nucleotides; 2 proteins)	NA	ncbi	NA	258647	248361	Acanthamunnopsis milleri	NCBI:txid471299	NCBI:txid471300
ACANTHANCORA CYANOCRYPTA	R11011;R12106;R13739	169126	urn:lsid:marinespecies.org:taxname:169126	urn:lsid:marinespecies.org:taxname:169126	urn:lsid:marinespecies.org:taxname:169126	urn:lsid:marinespecies.org:taxname:131944	NA	Acanthancora cyanocrypta	Acanthancora cyanocrypta	Acanthancora	NA	NA	Animalia	Porifera	Demospongiae	Poecilosclerida	Hymedesmiidae	Acanthancora	NA	cyanocrypta	NA	Species	(de Laubenfels, 1930)	ICZN	accepted	NA	2023-08-22	de Voogd, N.J.; Alvarez, B.; Boury-Esnault, N.; Cárdenas, P.; Díaz, M.-C.; Dohrmann, M.; Downey, R.; Goodwin, C.; Hajdu, E.; Hooper, J.N.A.; Kelly, M.; Klautau, M.; Lim, S.C.; Manconi, R.; Morrow, C.; Pinheiro, U.; Pisera, A.B.; Ríos, P.; Rützler, K.; Schönberg, C.; Turner, T.; Vacelet, J.; van Soest, R.W.M.; Xavier, J. (2024). World Porifera Database. Acanthancora cyanocrypta (de Laubenfels, 1930). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=169126	https://www.marinespecies.org/aphia.php?p=taxdetails&id=169126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	169126	131944	Acanthancora cyanocrypta	NCBI:txid1336898	NA
ACANTHASCUS PLATEI	R13836	189809	urn:lsid:marinespecies.org:taxname:189809	urn:lsid:marinespecies.org:taxname:189809	urn:lsid:marinespecies.org:taxname:171971	urn:lsid:marinespecies.org:taxname:171966	NA	Acanthascus platei	Acanthascus (Acanthascus) platei	Acanthascus	Schulze, F.E. (1899). Amerikanische Hexactinelliden, nach dem Materiale der Albatross-Expedition. (Fischer: Jena): 1-126, pls I-XIX. 	1899	Animalia	Porifera	Hexactinellida	Lyssacinosida	Rossellidae	Acanthascus	NA	platei	NA	Species	Schulze, 1899	ICZN	alternative representation	alternativum	2023-04-04	de Voogd, N.J.; Alvarez, B.; Boury-Esnault, N.; Cárdenas, P.; Díaz, M.-C.; Dohrmann, M.; Downey, R.; Goodwin, C.; Hajdu, E.; Hooper, J.N.A.; Kelly, M.; Klautau, M.; Lim, S.C.; Manconi, R.; Morrow, C.; Pinheiro, U.; Pisera, A.B.; Ríos, P.; Rützler, K.; Schönberg, C.; Turner, T.; Vacelet, J.; van Soest, R.W.M.; Xavier, J. (2024). World Porifera Database. Acanthascus platei Schulze, 1899. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=189809	https://www.marinespecies.org/aphia.php?p=taxdetails&id=189809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	171971	171966	Acanthascus platei	NCBI:txid472152	NA
ACANTHEPHYRA CURTIROSTRIS	R15976	107579	urn:lsid:marinespecies.org:taxname:107579	urn:lsid:marinespecies.org:taxname:107579	urn:lsid:marinespecies.org:taxname:107579	urn:lsid:marinespecies.org:taxname:107018	NA	Acanthephyra curtirostris	Acanthephyra curtirostris	Acanthephyra	Wood-Mason, J.; Alcock, A. (1891). Natural history notes from H.M. Indian marine survey steamer 'Investigator', Commander R.F. Hoskyn, R.N., commanding. No. 21. Note on the results of the last season's deep-sea dredging. <em>Annals and Magazine of Natural History, ser. 6.</em> 7(37): 1-19; 7(38): 186-202; 7(39): 258-272.	1891	Animalia	Arthropoda	Malacostraca	Decapoda	Acanthephyridae	Acanthephyra	NA	curtirostris	NA	Species	Wood-Mason <i>in</i> Wood-Mason & Alcock, 1891	ICZN	accepted	NA	2022-10-02	DecaNet eds. (2024). DecaNet. Acanthephyra curtirostris Wood-Mason in Wood-Mason & Alcock, 1891. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=107579	https://www.marinespecies.org/aphia.php?p=taxdetails&id=107579	NA	NA	NA	NA	NA	NCBI:txid576169	To GenBank (54 nucleotides; 23 proteins)	NA	ncbi	NA	107579	107018	Acanthephyra curtirostris	NCBI:txid342631	NCBI:txid576169
ACANTHEPHYRA EXIMIA	R15977	564909	urn:lsid:marinespecies.org:taxname:564909	urn:lsid:marinespecies.org:taxname:564909	urn:lsid:marinespecies.org:taxname:564909	urn:lsid:marinespecies.org:taxname:107018	NA	Acanthephyra eximia	Acanthephyra eximia	Acanthephyra	Smith, S.I. (1884). Report on the decapod Crustacea of the Albatross dredgings off the east coast of the United States in 1883. In: Report of the Commissioner for 1882. Part X. United States Commission of Fish and Fisheries, Washington D.C., pp. 345-426, pls. 1-10. 	1884	Animalia	Arthropoda	Malacostraca	Decapoda	Acanthephyridae	Acanthephyra	NA	eximia	NA	Species	Smith, 1884	ICZN	accepted	NA	2022-09-16	DecaNet eds. (2024). DecaNet. Acanthephyra eximia Smith, 1884. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=564909	https://www.marinespecies.org/aphia.php?p=taxdetails&id=564909	NA	NA	NA	NA	NA	NCBI:txid727941	To GenBank (35 nucleotides; 14 proteins)	NA	ncbi	NA	564909	107018	Acanthephyra eximia	NCBI:txid342631	NCBI:txid727941
ACANTHINA	R00643	377980	urn:lsid:marinespecies.org:taxname:377980	urn:lsid:marinespecies.org:taxname:377980	urn:lsid:marinespecies.org:taxname:377980	urn:lsid:marinespecies.org:taxname:225324	NA	Acanthina	Acanthina	Ocenebrinae	Fischer von Waldheim, G. (1807). <i>Museum Demidoff, ou, Catalogue systématique et raisonné des curiosités de la nature et de l'art: données à l'Université Impériale de Moscou par son excellence Monsieur Paul de Demidoff. Tome III. Végétaux et Animaux</i>. Moscow: Imprimerie de Université Impériale de Moscou. 300 pp, 6 pls. 	1807	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Acanthina	NA	NA	NA	Genus	Fischer von Waldheim, 1807	ICZN	accepted	NA	2017-05-16	MolluscaBase eds. (2024). MolluscaBase. Acanthina Fischer von Waldheim, 1807. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=377980	https://www.marinespecies.org/aphia.php?p=taxdetails&id=377980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	377980	225324	NA	NA	NA
ACANTHINUCELLA	R11068;R11482	403857	urn:lsid:marinespecies.org:taxname:403857	urn:lsid:marinespecies.org:taxname:403857	urn:lsid:marinespecies.org:taxname:403857	urn:lsid:marinespecies.org:taxname:225324	NA	Acanthinucella	Acanthinucella	Ocenebrinae	NA	NA	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Acanthinucella	NA	NA	NA	Genus	A. H. Cooke, 1918	ICZN	accepted	NA	2018-12-01	MolluscaBase eds. (2024). MolluscaBase. Acanthinucella A. H. Cooke, 1918. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=403857	https://www.marinespecies.org/aphia.php?p=taxdetails&id=403857	NA	NA	NA	NA	NA	NCBI:txid150334	To Genbank	NA	ncbi	NA	403857	225324	NA	NA	NCBI:txid150334
ACANTHINUCELLA PAUCILIRATA	R11581	404468	urn:lsid:marinespecies.org:taxname:404468	urn:lsid:marinespecies.org:taxname:404468	urn:lsid:marinespecies.org:taxname:404468	urn:lsid:marinespecies.org:taxname:403857	NA	Acanthinucella paucilirata	Acanthinucella paucilirata	Acanthinucella	NA	NA	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Acanthinucella	NA	paucilirata	NA	Species	(Stearns, 1871)	ICZN	accepted	NA	2009-06-20	MolluscaBase eds. (2024). MolluscaBase. Acanthinucella paucilirata (Stearns, 1871). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=404468	https://www.marinespecies.org/aphia.php?p=taxdetails&id=404468	NA	NA	NA	NA	NA	NCBI:txid150335	To GenBank (3 nucleotides; 2 proteins)	NA	ncbi	NA	404468	403857	Acanthinucella paucilirata	NCBI:txid150334	NCBI:txid150335
ACANTHINUCELLA PUNCTULATA	R12107;R14528	404474	urn:lsid:marinespecies.org:taxname:404474	urn:lsid:marinespecies.org:taxname:404474	urn:lsid:marinespecies.org:taxname:404474	urn:lsid:marinespecies.org:taxname:403857	NA	Acanthinucella punctulata	Acanthinucella punctulata	Acanthinucella	NA	NA	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Acanthinucella	NA	punctulata	NA	Species	(J. E. Gray, 1835)	ICZN	accepted	NA	2022-08-25	MolluscaBase eds. (2024). MolluscaBase. Acanthinucella punctulata (J. E. Gray, 1835). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=404474	https://www.marinespecies.org/aphia.php?p=taxdetails&id=404474	NA	NA	NA	NA	NA	NCBI:txid150343	To GenBank (3 nucleotides; 2 proteins)	NA	ncbi	NA	404474	403857	Acanthinucella punctulata	NCBI:txid150334	NCBI:txid150343
ACANTHINUCELLA SPIRATA	R00644;R12108;R14529	404477	urn:lsid:marinespecies.org:taxname:404477	urn:lsid:marinespecies.org:taxname:404477	urn:lsid:marinespecies.org:taxname:404477	urn:lsid:marinespecies.org:taxname:403857	NA	Acanthinucella spirata	Acanthinucella spirata	Acanthinucella	NA	NA	Animalia	Mollusca	Gastropoda	Neogastropoda	Muricidae	Acanthinucella	NA	spirata	NA	Species	(Blainville, 1832)	ICZN	accepted	NA	2009-06-20	MolluscaBase eds. (2024). MolluscaBase. Acanthinucella spirata (Blainville, 1832). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=404477	https://www.marinespecies.org/aphia.php?p=taxdetails&id=404477	NA	NA	NA	NA	NA	NCBI:txid150342	To GenBank (60 nucleotides; 54 proteins)	NA	ncbi	NA	404477	403857	Acanthinucella spirata	NCBI:txid150334	NCBI:txid150342
ACANTHOCARDIA	R03221	137732	urn:lsid:marinespecies.org:taxname:137732	urn:lsid:marinespecies.org:taxname:137732	urn:lsid:marinespecies.org:taxname:137732	urn:lsid:marinespecies.org:taxname:1497475	NA	Acanthocardia	Acanthocardia	Acanthocardiini	NA	NA	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Acanthocardia	NA	NA	NA	Genus	J. E. Gray, 1851	ICZN	accepted	NA	2023-10-29	MolluscaBase eds. (2024). MolluscaBase. Acanthocardia J. E. Gray, 1851. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137732	https://www.marinespecies.org/aphia.php?p=taxdetails&id=137732	NA	NA	NA	NA	NA	NCBI:txid241153	To Genbank	NA	ncbi	NA	137732	1497475	NA	NA	NCBI:txid241153
ACANTHOCARDIA ACULEATA	R03222	138990	urn:lsid:marinespecies.org:taxname:138990	urn:lsid:marinespecies.org:taxname:138990	urn:lsid:marinespecies.org:taxname:138990	urn:lsid:marinespecies.org:taxname:137732	NA	Acanthocardia aculeata	Acanthocardia aculeata	Acanthocardia	NA	NA	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Acanthocardia	NA	aculeata	NA	Species	(Linnaeus, 1758)	ICZN	accepted	NA	2014-11-11	MolluscaBase eds. (2024). MolluscaBase. Acanthocardia aculeata (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138990	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138990	NA	NA	NA	NA	NA	NCBI:txid1699427	To GenBank (4 nucleotides; 2 proteins)	NA	ncbi	NA	138990	137732	Acanthocardia aculeata	NCBI:txid241153	NCBI:txid1699427
ACANTHOCARDIA ECHINATA	R03223	138992	urn:lsid:marinespecies.org:taxname:138992	urn:lsid:marinespecies.org:taxname:138992	urn:lsid:marinespecies.org:taxname:138992	urn:lsid:marinespecies.org:taxname:137732	NA	Acanthocardia echinata	Acanthocardia echinata	Acanthocardia	NA	NA	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Acanthocardia	NA	echinata	NA	Species	(Linnaeus, 1758)	ICZN	accepted	NA	2012-11-30	MolluscaBase eds. (2024). MolluscaBase. Acanthocardia echinata (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=138992	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138992	NA	NA	NA	NA	NA	NCBI:txid241154	To GenBank (20 nucleotides; 12 proteins)	NA	ncbi	NA	138992	137732	Acanthocardia echinata	NCBI:txid241153	NCBI:txid241154
ACANTHOCARDIA PAUCICOSTATA	R03224	138993	urn:lsid:marinespecies.org:taxname:138993	urn:lsid:marinespecies.org:taxname:138993	urn:lsid:marinespecies.org:taxname:138993	urn:lsid:marinespecies.org:taxname:137732	NA	Acanthocardia paucicostata	Acanthocardia paucicostata	Acanthocardia	NA	NA	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Acanthocardia	NA	paucicostata	NA	Species	(G. B. Sowerby II, 1834)	ICZN	accepted	NA	2014-11-10	MolluscaBase eds. (2024). MolluscaBase. Acanthocardia paucicostata (G. B. Sowerby II, 1834). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138993	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138993	NA	NA	NA	NA	NA	NCBI:txid1699428	To GenBank (4 nucleotides; 3 proteins)	NA	ncbi	NA	138993	137732	Acanthocardia paucicostata	NCBI:txid241153	NCBI:txid1699428
ACANTHOCARDIA TUBERCULATA	R03225	381057	urn:lsid:marinespecies.org:taxname:381057	urn:lsid:marinespecies.org:taxname:381057	urn:lsid:marinespecies.org:taxname:381057	urn:lsid:marinespecies.org:taxname:137732	NA	Acanthocardia tuberculata	Acanthocardia tuberculata	Acanthocardia	NA	NA	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Acanthocardia	NA	tuberculata	NA	Species	(Linnaeus, 1758)	ICZN	accepted	NA	2022-08-25	MolluscaBase eds. (2024). MolluscaBase. Acanthocardia tuberculata (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=381057	https://www.marinespecies.org/aphia.php?p=taxdetails&id=381057	NA	NA	NA	NA	NA	NCBI:txid385555	To GenBank (11 nucleotides; 13 proteins)	NA	ncbi	NA	381057	137732	Acanthocardia tuberculata	NCBI:txid241153	NCBI:txid385555
ACANTHOCHITONA ACHATES	R14839	386463	urn:lsid:marinespecies.org:taxname:386463	urn:lsid:marinespecies.org:taxname:386463	urn:lsid:marinespecies.org:taxname:386463	urn:lsid:marinespecies.org:taxname:137613	NA	Acanthochitona achates	Acanthochitona achates	Acanthochitona	NA	NA	Animalia	Mollusca	Polyplacophora	Chitonida	Acanthochitonidae	Acanthochitona	NA	achates	NA	Species	(A. Gould, 1859)	ICZN	accepted	NA	2022-11-05	MolluscaBase eds. (2024). MolluscaBase. Acanthochitona achates (A. Gould, 1859). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=386463	https://www.marinespecies.org/aphia.php?p=taxdetails&id=386463	NA	NA	NA	NA	NA	NCBI:txid499953	To GenBank (30 nucleotides; 14 proteins)	NA	ncbi	NA	386463	137613	Acanthochitona achates	NCBI:txid55703	NCBI:txid499953
ACANTHOCHITONA AVICULA	R12109	386470	urn:lsid:marinespecies.org:taxname:386470	urn:lsid:marinespecies.org:taxname:386470	urn:lsid:marinespecies.org:taxname:386470	urn:lsid:marinespecies.org:taxname:137613	NA	Acanthochitona avicula	Acanthochitona avicula	Acanthochitona	NA	NA	Animalia	Mollusca	Polyplacophora	Chitonida	Acanthochitonidae	Acanthochitona	NA	avicula	NA	Species	(P. P. Carpenter, 1864)	ICZN	accepted	NA	2022-12-23	MolluscaBase eds. (2024). MolluscaBase. Acanthochitona avicula (P. P. Carpenter, 1864). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=386470	https://www.marinespecies.org/aphia.php?p=taxdetails&id=386470	NA	NA	NA	NA	NA	NCBI:txid1503212	To GenBank (5 nucleotides; 28 proteins)	NA	ncbi	NA	386470	137613	Acanthochitona avicula	NCBI:txid55703	NCBI:txid1503212
