Project Requested,scientific_name,Point of Contact for Submission,Email,Common Name,Survey Type,locality
GOM Species List,Thysanopoda tricuspida,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Stylocheiron carinatum,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Thysanopoda tricuspida,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Thysanopoda egregia,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Thysanopoda egregia,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Euphausia mutica,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Stylocheiron affine,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Thysanopoda monacantha,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Euphausia tenera,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Thysanopoda tricuspida,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Livoneca redmanii,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Cerapus tubularis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Peponocephala electra,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Megabalanus tintinnabulum,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Megabalanus coccopoma,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Megabalanus tintinnabulum,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Conchoecia convexa,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Ceratoconcha floridana,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Conchoecia convexa,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Malacobdella grossa,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Megabalanus tintinnabulum,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Argulus yucatanus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Megabalanus tintinnabulum,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Argulus yucatanus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Ceratoconcha floridana,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Ceratoconcha floridana,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Ceratoconcha floridana,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Ceratoconcha domingensis,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Megabalanus tintinnabulum,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Balanus trigonus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Ceratoconcha domingensis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Megabalanus stultus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Megabalanus coccopoma,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Alacia valdiviae,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Rutiderma gyre,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Argulus bicolor,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Tetrastemma candidum,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Tubulanus sp.,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Cadulus parvus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Gadila arctus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Zygonemertes virescens,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Mnemiopsis leidyi,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Bathoxiphus ensiculus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Carinoma tremaphoros,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Bathoxiphus ensiculus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Episiphon didymus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Episiphon didymus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Antalis circumcincta,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Episiphon didymus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Antalis circumcincta,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Gadila mayori,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Gadila amianta,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Calliodentalium callipeplum,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Gadila agassizii,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Gadila agassizii,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Graptacme perlonga,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Gadila agassizii,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Gadila watsoni,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Graptacme calamus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Polyschides carolinensis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Graptacme calamus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Gadila amianta,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Gadila amianta,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Cadulus parvus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Gadila aequalis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Cadulus parvus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Magnapinna sp.,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Octopus cf.,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Rosacea cymbiformis,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Rosacea cymbiformis,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Leachia lemur,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Rosacea cymbiformis,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Octopus cf.,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Octopus briareus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Haliphron atlanticus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Rosacea cymbiformis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Abra aequalis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Gleba cordata,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Rosacea cymbiformis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Haliphron atlanticus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Octopus cf.,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Phylliroe bucephala,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Rosacea cymbiformis,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Stenella clymene,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Trichocerca taurocephala,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Octopus cf.,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Rosacea cymbiformis,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Octopus cf.,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Praya dubia,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Praya dubia,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Rosacea cymbiformis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Rosacea cymbiformis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Rosacea cymbiformis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Carcinonemertes carcinophila,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Carcinonemertes carcinophila,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Maresearsia praeclara,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Nectadamas diomedeae,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Amphicaryon peltifera,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Maresearsia praeclara,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Amphicaryon ernesti,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Amphicaryon ernesti,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Amphicaryon ernesti,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Amphiporus cruentatus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Gorgonorhynchus bermudensis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Zygeupolia rubens,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Cerebratulus leucopsis,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Lensia meteori,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Heteroenopleus enigmaticus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Heteroenopleus enigmaticus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Lensia meteori,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Fragilonemertes rosea,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Amphicaryon acaule,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Amphicaryon acaule,Katherine Silliman,ks567@msstate.edu ,,Inventory,WSW  Gulf of Mexico
GOM Species List,Tubulanus pellucidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Beroe mitrata,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Notholca salina,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Tubulanus pellucidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Tubulanus pellucidus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Beroe cucumis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Beroe forskalii,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Cestum veneris,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Lensia hotspur,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Encentrum striatum,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Lensia hotspur,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Lecane luna,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Notholca bipalium,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Notholca bipalium,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Brachionus plicatilis,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Beroe ovata,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Beroe cucumis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Vogtia glabra,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Lensia exeter,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Vogtia glabra,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Vogtia glabra,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Lensia cossack,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Vogtia glabra,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Vogtia glabra,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Hippopodius hippopus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Hippopodius hippopus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Sulculeolaria turgida,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Sulculeolaria turgida,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Sulculeolaria turgida,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Sulculeolaria monoica,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Hanleya tropicalis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Muggiaea kochi,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Muggiaea kochi,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Muggiaea kochi,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Muggiaea kochi,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Lensia subtilis,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Lensia subtilis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Amphicaryon acaule,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Beroe forskalii,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Eurhaphaea vexilligera,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Eurhaphaea vexilligera,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Ocyropsis crystallina crystallina,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Hebella venusta,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Orcinus orca,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Stenella coeruleoalba,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Aphanipathes salix,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Rhabdonella spiralis,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Kogia simus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Metopus rotundus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Stenella longirostris,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Steno bredanensis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Steno bredanensis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Steno bredanensis,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Eutintinnus similis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNW  Gulf of Mexico
GOM Species List,Eutintinnus latus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Eutintinnus latus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ESE  Gulf of Mexico
GOM Species List,Tursiops truncatus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Eutintinnus latus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Tursiops truncatus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Eutintinnus angustatus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Zalophus californianus,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Zalophus californianus,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Zalophus californianus,Katherine Silliman,ks567@msstate.edu ,,Inventory,ENE Gulf of Mexico
GOM Species List,Coleps spiralis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Favella taraikaensis,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Favella campanula,Katherine Silliman,ks567@msstate.edu ,,Inventory,NNE Gulf of Mexico
GOM Species List,Dictyocysta muelleri,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSE  Gulf of Mexico
GOM Species List,Codonellopsis schabi,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Codonellopsis schabi,Katherine Silliman,ks567@msstate.edu ,,Inventory,WNW  Gulf of Mexico
GOM Species List,Dolichonyx oryzivorus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
GOM Species List,Dolichonyx oryzivorus,Katherine Silliman,ks567@msstate.edu ,,Inventory,SSW  Gulf of Mexico
