Project.Request	Scientific.Name	Point.of.Contact.for.Submission	Email	Common.Name	Survey.Type
ACCESS Zooplankton	MESOCALANUS TENUICORNIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	METRIDIA PACIFICA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	METRIDIA PSEUDOPACIFICA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	MICROSETELLA ROSEA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	NEOCALANUS CRISTATUS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	NEOCALANUS PLUMCHRUS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	NEOCALANUS ROBUSTIOR	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	OITHONA ATLANTICA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	OITHONA SIMILIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	ONCAEA CONIFERA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	ONCAEA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	ONCAEA VENUSTA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PARACALANUS INDICUS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PARACALANUS PARVUS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PARACALANUS QUASIMODO	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PARAEUCHAETA ELONGATA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PAREUCALANUS PARKI	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PARVOCALANUS CRASSIROSTRIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PLEUROMAMMA ABDOMINALIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PLEUROMAMMA BOREALIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PLEUROMAMMA GRACILIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PLEUROMAMMA QUADRUNGULATA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PLEUROMAMMA ROBUSTA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PLEUROMAMMA SCUTULLATA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PLEUROMAMMA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PLEUROMAMMA XIPHIAS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PONTELOPSIS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PSEUDOCALANUS MIMUS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PSEUDOCALANUS MINUTUS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PSEUDOCALANUS MOULTONI	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PSEUDOCALANUS NEWMANI	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PSEUDOCALANUS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	RACOVITZANUS ANTARCTICUS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	RHINCALANUS NASUTUS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SAPPHIRINA ANGUSTA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SAPPHIRINA IRIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SAPPHIRINA NIGROMACULATA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SAPPHIRINA SCARLATA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SAPPHIRINA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SCAPHOCALANUS ECHINATUS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SCOLECITHRICELLA BRADYI	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SCOLECITHRICELLA GLOBULOSA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SCOLECITHRICELLA MINOR	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SCOLECITHRICELLA OVATA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SCOLECITHRICELLA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SCOLECITHRIX BRADYI	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SCOLECITHRIX DANAE	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SCOLECITHRIX SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SCOTTOCALANUS PERSECANS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SUBEUCALANUS CRASSUS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SUBEUCALANUS MONACHUS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SUBEUCALANUS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SUBEUCALANUS SUBCRASSUS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	TEMORA DISCAUDATA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	TORTANUS DISCAUDATUS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	TRICONIA CONIFERA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	UNDEUCHAETA BISPINOSA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	UNDEUCHAETA INTERMEDIA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	UNDEUCHAETA PLUMOSA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	UNDEUCHAETA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	BEROE CUCUMIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	BEROE FORSKALII	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	BEROE SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	HORMIPHORA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PLEUROBRACHIA BACHEI	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PLEUROBRACHIA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	THALASSOCALYCE INCONSTANS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	BLEPHARIPODA OCCIDENTALIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	BLEPHARIPODA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	BRACHYURA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CALLIANASSIDAE	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CANCER ANTENNARIUS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CANCER GRACILIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CANCER MAGISTER	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CANCER OREGONENSIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CANCER PRODUCTUS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CANCER SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CARCINUS MAENAS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CHIONOECETES BAIRDI	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CRANGON SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	EMERITA ANALOGA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	FABIA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	FABIA SUBQUADRATA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	HAPALOGASTER SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	HEMIGRAPSUS OREGONENSIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	LOPHOPANOPEUS BELLUS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	LOPHOPANOPEUS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	LYSMATA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	MUNIDA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	NEOTRYPAEA CALIFORNIENSIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	NEOTRYPAEA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	OREGONIA GRACILIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	OREGONIA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PACHYCHELES RUDIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PACHYGRAPSUS CRASSIPES	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PACHYGRAPSUS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PAGURISTES TURGIDUS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PAGURUS GRANOSIMANUS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PAGURUS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PANDALUS JORDANI	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PANDALUS PLATYCEROS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PANDALUS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PANDALUS STENOLEPIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PANDALUS TRIDENS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PANULIRUS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PASIPHAEA PACIFICA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PINNIXA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PUGETTIA GRACILIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PUGETTIA PRODUCTA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PUGETTIA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SERGESTES SIMILIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SERGESTES SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SPIRONTOCARIS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	TELMESSUS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	UPOGEBIA PUGETTENSIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	EUPHAUSIA GIBBOIDES	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	EUPHAUSIA GROUP 1A	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	EUPHAUSIA PACIFICA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	EUPHAUSIA RECURVA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	EUPHAUSIA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	NEMATOBRACHION FLEXIPES	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	NEMATOSCELIS DIFFICILIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	NYCTIPHANES SIMPLEX	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	STYLOCHEIRON ABBREVIATUM	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	STYLOCHEIRON AFFINE	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	STYLOCHEIRON ELONGATUM	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	STYLOCHEIRON LONGICORNE	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	STYLOCHEIRON SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	TESSARABRACHION OCULATUM	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	THYSANOESSA GREGARIA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	THYSANOESSA INSPINATA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	THYSANOESSA LONGIPES	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	THYSANOESSA SPINIFERA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	AEGINA CITREA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	AEQUOREA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	AGALMA ELEGANS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	AGLANTHA DIGITALE	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	AGLAURA HEMISTOMA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	AGLAUROPSIS AEORA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	AMPHICARYON ERNESTI	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	AMPHICARYON GRACILIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	AMPHINEMA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	BARGMANNIA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	BOUGAINVILLIA MULTITENTACULATA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CHELOPHYES APPENDICULATA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CHUNIPHYES MULTIDENTATA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CLYTIA GREGARIA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CROSSOTA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CUNINA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	DIPHYES BOJANI	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	DIPHYES DISPAR	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	EPERETMUS TYPUS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	EUDOXOIDES MITRA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	EUDOXOIDES SPIRALIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	EUPHYSA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	EUPHYSA TENTACULATA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	EUTONINA INDICANS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	GONIONEMUS VERTENS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	HALITHOLUS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	LENSIA ACHILLES	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	LENSIA CONOIDEA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	LENSIA HAVOCK	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	LENSIA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	LENSIA SUBTILOIDES	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	LEUCKARTIARA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	LIRIOPE TETRAPHYLLA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	MITROCOMA CELLULARIA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	MITROCOMA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	MUGGIAEA ATLANTICA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	NANOMIA BIJUGA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	OBELIA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PANTACHOGON SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PHIALIDIUM GREGARIUM	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PHIALIDIUM SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	POLYORCHIS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PROBOSCIDACTYLA FLAVICIRRATA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	PROBOSCIDACTYLA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SARSIA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SOLMARIS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SOLMISSUS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SPHAERONECTES GRACILIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SPHAERONECTES SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	STOMOTOCA ATRA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	SULCULEOLARIA BILOBA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	VELELLA VELELLA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	VOGTIA GLABRA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	VOGTIA PENTACANTHA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	IDOTEA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	MUNNA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	FRITILLARIA BOREALIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	FRITILLARIA PELLUCIDA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	FRITILLARIA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	OIKOPLEURA DIOICA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	OIKOPLEURA LABRADORIENSIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	OIKOPLEURA LONGICAUDA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	OIKOPLEURA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	ABRALIOPSIS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	ATLANTA CALIFORNIENSIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	ATLANTA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	BERRYTEUTHIS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CARINARIA JAPONICA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CAVOLINIA TRIDENTATA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CHIROTEUTHIS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CHIROTEUTHIS VERANYI	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CLIO PYRAMIDATA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CLIO RECURVA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CLIO SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CLIONE LIMACINA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	CLIOPSIS KROHNII	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	COROLLA PSEUDCONCH	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	COROLLA SPECTABILIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	DESMOPTERUS PAPILIO	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	DESMOPTERUS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	FIROLOIDA DESMARESTI	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	GALITEUTHIS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	GASTROPTERON PACIFICUM	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	GASTROPTERON SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	GONATUS ONYX	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	GONATUS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	LIMACINA HELICINA	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	LOLIGO SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	OCTOPODOTEUTHOPSIS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	OCTOPUS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	ONYCHOTEUTHIS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	TEUTHOWENIA MEGALOPS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	TEUTHOWENIA SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	ALIENACANTHOMYSIS MACROPSIS	Meredith Elliott	melliott@pointblue.org	NA	Encountered
ACCESS Zooplankton	ALIENACANTHOMYSIS SPP.	Meredith Elliott	melliott@pointblue.org	NA	Encountered
