Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	namePublishedInID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	modified	bibliographicCitation	references	license	rightsHolder	datasetName	institutionCode	datasetID.x	identifier	title	format	datasetID.y	subject	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI
Alopias superciliosus	R000027	105835	urn:lsid:marinespecies.org:taxname:105835	urn:lsid:marinespecies.org:taxname:105835	urn:lsid:marinespecies.org:taxname:105835	urn:lsid:marinespecies.org:taxname:105740	NA	Alopias superciliosus	Alopias superciliosus	Alopias	Lowe, R. T. (1841). Certain new species of Madeiran fishes . <em>Proceedings of the Zoological Society of London 1840.</em> (pt. 8, no. 89): 36-39.	1841	Animalia	Chordata	Elasmobranchii	Lamniformes	Alopiidae	Alopias	NA	superciliosus	NA	Species	Lowe, 1841	ICZN	accepted	NA	2010-05-06	Froese, R. and D. Pauly. Editors. (2024). FishBase. Alopias superciliosus Lowe, 1841. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105835	https://www.marinespecies.org/aphia.php?p=taxdetails&id=105835	NA	NA	NA	NA	NA	NCBI:txid57980	To GenBank (223 nucleotides; 213 proteins)	NA	ncbi	NA	105835	105740	Alopias superciliosus	NCBI:txid7851	NCBI:txid57980
Alopias vulpinus	R000028	105836	urn:lsid:marinespecies.org:taxname:105836	urn:lsid:marinespecies.org:taxname:105836	urn:lsid:marinespecies.org:taxname:105836	urn:lsid:marinespecies.org:taxname:105740	NA	Alopias vulpinus	Alopias vulpinus	Alopias	NA	NA	Animalia	Chordata	Elasmobranchii	Lamniformes	Alopiidae	Alopias	NA	vulpinus	NA	Species	(Bonnaterre, 1788)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Alopias vulpinus (Bonnaterre, 1788). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105836	https://www.marinespecies.org/aphia.php?p=taxdetails&id=105836	NA	NA	NA	NA	NA	NCBI:txid7852	To GenBank (108 nucleotides; 154 proteins)	NA	ncbi	NA	105836	105740	Alopias vulpinus	NCBI:txid7851	NCBI:txid7852
Alosa sapidissima	R000029	158670	urn:lsid:marinespecies.org:taxname:158670	urn:lsid:marinespecies.org:taxname:158670	urn:lsid:marinespecies.org:taxname:158670	urn:lsid:marinespecies.org:taxname:125715	NA	Alosa sapidissima	Alosa sapidissima	Alosa	NA	NA	Animalia	Chordata	Teleostei	Clupeiformes	Alosidae	Alosa	NA	sapidissima	NA	Species	(Wilson, 1811)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Alosa sapidissima (Wilson, 1811). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158670	https://www.marinespecies.org/aphia.php?p=taxdetails&id=158670	NA	NA	NA	NA	NA	NCBI:txid34773	To GenBank (76503 nucleotides; 56222 proteins)	NA	ncbi	NA	158670	125715	Alosa sapidissima	NCBI:txid34772	NCBI:txid34773
Alphestes immaculatus	R000030	279568	urn:lsid:marinespecies.org:taxname:279568	urn:lsid:marinespecies.org:taxname:279568	urn:lsid:marinespecies.org:taxname:279568	urn:lsid:marinespecies.org:taxname:268269	NA	Alphestes immaculatus	Alphestes immaculatus	Alphestes	Breder, C.M.Jr. (1936). Scientific results of the second oceanographic expedition of the "Pawnee" 1926. Heterosomata to Pediculati from Panama to Lower California. <em>Bulletin of the Bingham Oceanographic Collection Yale University.</em> 2 (art. 3): 1-56.	1936	Animalia	Chordata	Teleostei	Perciformes	Serranidae	Alphestes	NA	immaculatus	NA	Species	Breder, 1936	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Alphestes immaculatus Breder, 1936. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279568	https://www.marinespecies.org/aphia.php?p=taxdetails&id=279568	NA	NA	NA	NA	NA	NCBI:txid160542	To GenBank (10 nucleotides; 7 proteins)	NA	ncbi	NA	279568	268269	Alphestes immaculatus	NCBI:txid160541	NCBI:txid160542
Amblyraja hyperborea	R000031	105863	urn:lsid:marinespecies.org:taxname:105863	urn:lsid:marinespecies.org:taxname:105863	urn:lsid:marinespecies.org:taxname:105863	urn:lsid:marinespecies.org:taxname:105760	NA	Amblyraja hyperborea	Amblyraja hyperborea	Amblyraja	NA	NA	Animalia	Chordata	Elasmobranchii	Rajiformes	Rajidae	Amblyraja	NA	hyperborea	NA	Species	(Collett, 1879)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Amblyraja hyperborea (Collett, 1879). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105863	https://www.marinespecies.org/aphia.php?p=taxdetails&id=105863	NA	NA	NA	NA	NA	NCBI:txid315322	To GenBank (74 nucleotides; 91 proteins)	NA	ncbi	NA	105863	105760	Amblyraja hyperborea	NCBI:txid117853	NCBI:txid315322
Ammodytes personatus	R000032	272967	urn:lsid:marinespecies.org:taxname:272967	urn:lsid:marinespecies.org:taxname:272967	urn:lsid:marinespecies.org:taxname:272967	urn:lsid:marinespecies.org:taxname:125909	NA	Ammodytes personatus	Ammodytes personatus	Ammodytes	Girard, C. F. (1856). Contributions to the ichthyology of the western coast of the United States, from specimens in the museum of the Smithsonian Institution. <em>Proceedings of the Academy of Natural Sciences of Philadelphia.</em> v. 8: 131-137.	1856	Animalia	Chordata	Teleostei	Perciformes	Ammodytidae	Ammodytes	NA	personatus	NA	Species	Girard, 1856	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Ammodytes personatus Girard, 1856. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272967	https://www.marinespecies.org/aphia.php?p=taxdetails&id=272967	NA	NA	NA	NA	NA	NCBI:txid215382	To GenBank (1002 nucleotides; 539 proteins)	NA	ncbi	NA	272967	125909	Ammodytes personatus	NCBI:txid84620	NCBI:txid215382
Amphistichus argenteus	R000033	279594	urn:lsid:marinespecies.org:taxname:279594	urn:lsid:marinespecies.org:taxname:279594	urn:lsid:marinespecies.org:taxname:279594	urn:lsid:marinespecies.org:taxname:268297	NA	Amphistichus argenteus	Amphistichus argenteus	Amphistichus	Agassiz, L. (1854). Additional notes on the Holconoti. [Appendix to ref. 69.]. <em>American Journal of Science and Arts (Series 2).</em> v. 17: 365-369.	1854	Animalia	Chordata	Teleostei	Ovalentaria incertae sedis	Embiotocidae	Amphistichus	NA	argenteus	NA	Species	Agassiz, 1854	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Amphistichus argenteus Agassiz, 1854. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279594	https://www.marinespecies.org/aphia.php?p=taxdetails&id=279594	NA	NA	NA	NA	NA	NCBI:txid100186	To GenBank (30 nucleotides; 22 proteins)	NA	ncbi	NA	279594	268297	Amphistichus argenteus	NCBI:txid51787	NCBI:txid100186
Amphistichus koelzi	R000034	279595	urn:lsid:marinespecies.org:taxname:279595	urn:lsid:marinespecies.org:taxname:279595	urn:lsid:marinespecies.org:taxname:279595	urn:lsid:marinespecies.org:taxname:268297	NA	Amphistichus koelzi	Amphistichus koelzi	Amphistichus	NA	NA	Animalia	Chordata	Teleostei	Ovalentaria incertae sedis	Embiotocidae	Amphistichus	NA	koelzi	NA	Species	(Hubbs, 1933)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Amphistichus koelzi (Hubbs, 1933). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279595	https://www.marinespecies.org/aphia.php?p=taxdetails&id=279595	NA	NA	NA	NA	NA	NCBI:txid1045555	To GenBank (8 nucleotides; 4 proteins)	NA	ncbi	NA	279595	268297	Amphistichus koelzi	NCBI:txid51787	NCBI:txid1045555
Amphistichus rhodoterus	R000035	279596	urn:lsid:marinespecies.org:taxname:279596	urn:lsid:marinespecies.org:taxname:279596	urn:lsid:marinespecies.org:taxname:279596	urn:lsid:marinespecies.org:taxname:268297	NA	Amphistichus rhodoterus	Amphistichus rhodoterus	Amphistichus	NA	NA	Animalia	Chordata	Teleostei	Ovalentaria incertae sedis	Embiotocidae	Amphistichus	NA	rhodoterus	NA	Species	(Agassiz, 1854)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Amphistichus rhodoterus (Agassiz, 1854). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279596	https://www.marinespecies.org/aphia.php?p=taxdetails&id=279596	NA	NA	NA	NA	NA	NCBI:txid72546	To GenBank (21 nucleotides; 15 proteins)	NA	ncbi	NA	279596	268297	Amphistichus rhodoterus	NCBI:txid51787	NCBI:txid72546
Anarrhichthys ocellatus	R000036	279605	urn:lsid:marinespecies.org:taxname:279605	urn:lsid:marinespecies.org:taxname:279605	urn:lsid:marinespecies.org:taxname:279605	urn:lsid:marinespecies.org:taxname:268306	NA	Anarrhichthys ocellatus	Anarrhichthys ocellatus	Anarrhichthys	Ayres, W. O. (1855). [Description of new fishes from California.]. <em>(Minutes of Academy meetings were printed in "The Pacific" (a newspaper) shortly after each meeting. New species date to publication in The Pacific. Dates of publication are given in each species account). The Pacific [newspaper].</em> v. 4 (nos 7-22). [Also appeared in Proc. Calif. Acad. Nat. Sci. v. 1.].	1855	Animalia	Chordata	Teleostei	Perciformes	Anarhichadidae	Anarrhichthys	NA	ocellatus	NA	Species	Ayres, 1855	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Anarrhichthys ocellatus Ayres, 1855. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279605	https://www.marinespecies.org/aphia.php?p=taxdetails&id=279605	NA	NA	NA	NA	NA	NCBI:txid433405	To GenBank (57108 nucleotides; 41918 proteins)	NA	ncbi	NA	279605	268306	Anarrhichthys ocellatus	NCBI:txid433404	NCBI:txid433405
Anchoa argentivittata	R000037	275507	urn:lsid:marinespecies.org:taxname:275507	urn:lsid:marinespecies.org:taxname:275507	urn:lsid:marinespecies.org:taxname:275507	urn:lsid:marinespecies.org:taxname:158697	NA	Anchoa argentivittata	Anchoa argentivittata	Anchoa	NA	NA	Animalia	Chordata	Teleostei	Clupeiformes	Engraulidae	Anchoa	NA	argentivittata	NA	Species	(Regan, 1904)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Anchoa argentivittata (Regan, 1904). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275507	https://www.marinespecies.org/aphia.php?p=taxdetails&id=275507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	275507	158697	Anchoa argentivittata	NCBI:txid224717	NA
Anchoa compressa	R000038	275512	urn:lsid:marinespecies.org:taxname:275512	urn:lsid:marinespecies.org:taxname:275512	urn:lsid:marinespecies.org:taxname:275512	urn:lsid:marinespecies.org:taxname:158697	NA	Anchoa compressa	Anchoa compressa	Anchoa	NA	NA	Animalia	Chordata	Teleostei	Clupeiformes	Engraulidae	Anchoa	NA	compressa	NA	Species	(Girard, 1858)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Anchoa compressa (Girard, 1858). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275512	https://www.marinespecies.org/aphia.php?p=taxdetails&id=275512	NA	NA	NA	NA	NA	NCBI:txid307589	To GenBank (292 nucleotides; 3 proteins)	NA	ncbi	NA	275512	158697	Anchoa compressa	NCBI:txid224717	NCBI:txid307589
Anchoa delicatissima	R000039	275515	urn:lsid:marinespecies.org:taxname:275515	urn:lsid:marinespecies.org:taxname:275515	urn:lsid:marinespecies.org:taxname:275515	urn:lsid:marinespecies.org:taxname:158697	NA	Anchoa delicatissima	Anchoa delicatissima	Anchoa	NA	NA	Animalia	Chordata	Teleostei	Clupeiformes	Engraulidae	Anchoa	NA	delicatissima	NA	Species	(Girard, 1854)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Anchoa delicatissima (Girard, 1854). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275515	https://www.marinespecies.org/aphia.php?p=taxdetails&id=275515	NA	NA	NA	NA	NA	NCBI:txid332922	To GenBank (15 nucleotides; 10 proteins)	NA	ncbi	NA	275515	158697	Anchoa delicatissima	NCBI:txid224717	NCBI:txid332922
Anchoa exigua	R000040	275517	urn:lsid:marinespecies.org:taxname:275517	urn:lsid:marinespecies.org:taxname:275517	urn:lsid:marinespecies.org:taxname:275517	urn:lsid:marinespecies.org:taxname:158697	NA	Anchoa exigua	Anchoa exigua	Anchoa	NA	NA	Animalia	Chordata	Teleostei	Clupeiformes	Engraulidae	Anchoa	NA	exigua	NA	Species	(Jordan & Gilbert, 1882)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Anchoa exigua (Jordan & Gilbert, 1882). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=275517	https://www.marinespecies.org/aphia.php?p=taxdetails&id=275517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	275517	158697	Anchoa exigua	NCBI:txid224717	NA
Anisotremus davidsonii	R000041	279617	urn:lsid:marinespecies.org:taxname:279617	urn:lsid:marinespecies.org:taxname:279617	urn:lsid:marinespecies.org:taxname:279617	urn:lsid:marinespecies.org:taxname:268319	NA	Anisotremus davidsonii	Anisotremus davidsonii	Anisotremus	NA	NA	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Haemulidae	Anisotremus	NA	davidsonii	NA	Species	(Steindachner, 1876)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Anisotremus davidsonii (Steindachner, 1876). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279617	https://www.marinespecies.org/aphia.php?p=taxdetails&id=279617	NA	NA	NA	NA	NA	NCBI:txid314002	To GenBank (44 nucleotides; 27 proteins)	NA	ncbi	NA	279617	268319	Anisotremus davidsonii	NCBI:txid314001	NCBI:txid314002
Anisotremus interruptus	R000042	279619	urn:lsid:marinespecies.org:taxname:279619	urn:lsid:marinespecies.org:taxname:279619	urn:lsid:marinespecies.org:taxname:279619	urn:lsid:marinespecies.org:taxname:268319	NA	Anisotremus interruptus	Anisotremus interruptus	Anisotremus	NA	NA	Animalia	Chordata	Teleostei	Eupercaria incertae sedis	Haemulidae	Anisotremus	NA	interruptus	NA	Species	(Gill, 1862)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Anisotremus interruptus (Gill, 1862). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279619	https://www.marinespecies.org/aphia.php?p=taxdetails&id=279619	NA	NA	NA	NA	NA	NCBI:txid531320	To GenBank (512 nucleotides; 406 proteins)	NA	ncbi	NA	279619	268319	Anisotremus interruptus	NCBI:txid314001	NCBI:txid531320
Anoplagonus inermis	R000043	279630	urn:lsid:marinespecies.org:taxname:279630	urn:lsid:marinespecies.org:taxname:279630	urn:lsid:marinespecies.org:taxname:279630	urn:lsid:marinespecies.org:taxname:268326	NA	Anoplagonus inermis	Anoplagonus inermis	Anoplagonus	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Agonidae	Anoplagonus	NA	inermis	NA	Species	(Günther, 1860)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Anoplagonus inermis (Günther, 1860). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279630	https://www.marinespecies.org/aphia.php?p=taxdetails&id=279630	NA	NA	NA	NA	NA	NCBI:txid1154603	To GenBank (6 nucleotides; 3 proteins)	NA	ncbi	NA	279630	268326	Anoplagonus inermis	NCBI:txid1154602	NCBI:txid1154603
Anoplarchus insignis	R000044	279632	urn:lsid:marinespecies.org:taxname:279632	urn:lsid:marinespecies.org:taxname:279632	urn:lsid:marinespecies.org:taxname:279632	urn:lsid:marinespecies.org:taxname:268327	NA	Anoplarchus insignis	Anoplarchus insignis	Anoplarchus	Gilbert, C. H.; Burke, C. V. (1912). Fishes from Bering Sea and Kamchatka. <em>Bulletin of the Bureau of Fisheries.</em> v. 30 (Doc. 754) (for 1910): 31-96.	1912	Animalia	Chordata	Teleostei	Perciformes	Stichaeidae	Anoplarchus	NA	insignis	NA	Species	Gilbert & Burke, 1912	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Anoplarchus insignis Gilbert & Burke, 1912. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279632	https://www.marinespecies.org/aphia.php?p=taxdetails&id=279632	NA	NA	NA	NA	NA	NCBI:txid1225888	To GenBank (18 nucleotides; 11 proteins)	NA	ncbi	NA	279632	268327	Anoplarchus insignis	NCBI:txid320622	NCBI:txid1225888
Anoplarchus purpurescens	R000045	279633	urn:lsid:marinespecies.org:taxname:279633	urn:lsid:marinespecies.org:taxname:279633	urn:lsid:marinespecies.org:taxname:279633	urn:lsid:marinespecies.org:taxname:268327	NA	Anoplarchus purpurescens	Anoplarchus purpurescens	Anoplarchus	Gill, T. N. (1861). Description of a new generic type of blennioids. <em>Proceedings of the Academy of Natural Sciences of Philadelphia.</em> v. 13: 261-263.	1861	Animalia	Chordata	Teleostei	Perciformes	Stichaeidae	Anoplarchus	NA	purpurescens	NA	Species	Gill, 1861	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Anoplarchus purpurescens Gill, 1861. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=279633	https://www.marinespecies.org/aphia.php?p=taxdetails&id=279633	NA	NA	NA	NA	NA	NCBI:txid320623	To GenBank (24 nucleotides; 15 proteins)	NA	ncbi	NA	279633	268327	Anoplarchus purpurescens	NCBI:txid320622	NCBI:txid320623
Anoplogaster cornuta	R000046	126393	urn:lsid:marinespecies.org:taxname:126393	urn:lsid:marinespecies.org:taxname:126393	urn:lsid:marinespecies.org:taxname:126393	urn:lsid:marinespecies.org:taxname:125699	NA	Anoplogaster cornuta	Anoplogaster cornuta	Anoplogaster	NA	NA	Animalia	Chordata	Teleostei	Trachichthyiformes	Anoplogastridae	Anoplogaster	NA	cornuta	NA	Species	(Valenciennes, 1833)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Anoplogaster cornuta (Valenciennes, 1833). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126393	https://www.marinespecies.org/aphia.php?p=taxdetails&id=126393	NA	NA	NA	NA	NA	NCBI:txid88656	To GenBank (108725 nucleotides; 108 proteins)	NA	ncbi	NA	126393	125699	Anoplogaster cornuta	NCBI:txid88655	NCBI:txid88656
Anoplopoma fimbria	R000047	159463	urn:lsid:marinespecies.org:taxname:159463	urn:lsid:marinespecies.org:taxname:159463	urn:lsid:marinespecies.org:taxname:159463	urn:lsid:marinespecies.org:taxname:159462	NA	Anoplopoma fimbria	Anoplopoma fimbria	Anoplopoma	NA	NA	Animalia	Chordata	Teleostei	Perciformes	Anoplopomatidae	Anoplopoma	NA	fimbria	NA	Species	(Pallas, 1814)	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Anoplopoma fimbria (Pallas, 1814). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159463	https://www.marinespecies.org/aphia.php?p=taxdetails&id=159463	NA	NA	NA	NA	NA	NCBI:txid229290	To GenBank (194714 nucleotides; 33241 proteins)	NA	ncbi	NA	159463	159462	Anoplopoma fimbria	NCBI:txid229289	NCBI:txid229290
Anotopterus nikparini	R000048	272040	urn:lsid:marinespecies.org:taxname:272040	urn:lsid:marinespecies.org:taxname:272040	urn:lsid:marinespecies.org:taxname:272040	urn:lsid:marinespecies.org:taxname:125662	NA	Anotopterus nikparini	Anotopterus nikparini	Anotopterus	Kukuev, E.I. (1998). Systematics and distribution in the world ocean of daggertooth fishes of the genus <i>Anotopterus</i> (Anotopteridae, Aulopiformes). <em>Voprosy Ikhtiologii.</em> 38 (6): 745-759. [In Russian. English translation in Journal of Ichthyology v. 38 (9):716-729.].	1998	Animalia	Chordata	Teleostei	Aulopiformes	Anotopteridae	Anotopterus	NA	nikparini	NA	Species	Kukuev, 1998	ICZN	accepted	NA	2008-01-15	Froese, R. and D. Pauly. Editors. (2024). FishBase. Anotopterus nikparini Kukuev, 1998. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272040	https://www.marinespecies.org/aphia.php?p=taxdetails&id=272040	NA	NA	NA	NA	NA	NCBI:txid557333	To GenBank (3 nucleotides; 3 proteins)	NA	ncbi	NA	272040	125662	Anotopterus nikparini	NCBI:txid172141	NCBI:txid557333
