EU552681.1	NA;Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea pallasii
KP129047.1	NA;Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon littoralis
KP129048.1	NA;Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon littoralis
KP129049.1	NA;Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon littoralis
KP129050.1	NA;Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon littoralis
KP129051.1	NA;Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon littoralis
KP129052.1	NA;Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon littoralis
KP129053.1	NA;Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon littoralis
KP129054.1	NA;Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon littoralis
KP129055.1	NA;Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon littoralis
KP129056.1	NA;Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon littoralis
KP129057.1	NA;Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon littoralis
KP129058.1	NA;Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon littoralis
KP129059.1	NA;Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon littoralis
KP129060.1	NA;Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon littoralis
KP129061.1	NA;Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon littoralis
KP129062.1	NA;Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon littoralis
KP129063.1	NA;Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon littoralis
KP129064.1	NA;Chordata;Mammalia;Carnivora;Canidae;Urocyon;Urocyon littoralis
GQ279523.1	NA;Chordata;Lepidosauria;Squamata;Phrynosomatidae;Phrynosoma;Phrynosoma coronatum
GQ279530.1	NA;Chordata;Lepidosauria;Squamata;Phrynosomatidae;Phrynosoma;Phrynosoma cerroense
GQ279539.1	NA;Chordata;Lepidosauria;Squamata;Phrynosomatidae;Phrynosoma;Phrynosoma cerroense
KJ192705.1	NA;Chordata;Mammalia;Primates;Cercopithecidae;Cercocebus;Cercocebus atys
KJ192706.1	NA;Chordata;Mammalia;Carnivora;Viverridae;Genetta;Genetta pardina
KJ192708.1	NA;Chordata;Mammalia;Primates;Cercopithecidae;Cercocebus;Cercocebus atys
AY254493.1	NA;Chordata;Mammalia;Primates;Lepilemuridae;Lepilemur;Lepilemur mitsinjoensis
AF474214.1	NA;Chordata;Mammalia;Primates;Lepilemuridae;Lepilemur;Lepilemur ruficaudatus
OK184065.1	NA;Chordata;Mammalia;Primates;Cercopithecidae;Cercopithecus;Cercopithecus sp. Y36
OK184066.1	NA;Chordata;Mammalia;Primates;Cercopithecidae;Cercopithecus;Cercopithecus sp. T2648
OP931500.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus csikii
OP931502.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus csikii
OP931512.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus csikii
OP931517.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus csikii
OP931518.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus csikii
OP931521.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus csikii
OP931522.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus csikii
OP931524.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus csikii
OP931528.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus csikii
OP931542.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus septimaniae
OP931543.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus septimaniae
OP931545.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus septimaniae
OP931546.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus septimaniae
OP931549.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus septimaniae
OP931550.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus septimaniae
OP931551.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus septimaniae
OP931552.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus septimaniae
KC852255.1	NA;Arthropoda;Insecta;Orthoptera;Tettigoniidae;Eupholidoptera;Eupholidoptera megastyla
KC852256.1	NA;Arthropoda;Insecta;Orthoptera;Tettigoniidae;Eupholidoptera;Eupholidoptera smyrnensis
KC852231.1	NA;Arthropoda;Insecta;Orthoptera;Tettigoniidae;Eupholidoptera;Eupholidoptera bimucronata
KC852240.1	NA;Arthropoda;Insecta;Orthoptera;Tettigoniidae;Eupholidoptera;Eupholidoptera danconai
HM594550.1	NA;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;Diestramima;Diestramima sp. BUT1
HM594551.1	NA;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;Diestramima;Diestramima sp. BUT2
KC852218.1	NA;Arthropoda;Insecta;Orthoptera;Tettigoniidae;Eupholidoptera;Eupholidoptera schmidti
KC852219.1	NA;Arthropoda;Insecta;Orthoptera;Tettigoniidae;Eupholidoptera;Eupholidoptera schmidti
KC852220.1	NA;Arthropoda;Insecta;Orthoptera;Tettigoniidae;Eupholidoptera;Eupholidoptera chabrieri
KC852221.1	NA;Arthropoda;Insecta;Orthoptera;Tettigoniidae;Eupholidoptera;Eupholidoptera chabrieri
EF623283.1	NA;Arthropoda;Insecta;Plecoptera;Capniidae;Capnura;Capnura wanica
EF623286.1	NA;Arthropoda;Insecta;Plecoptera;Capniidae;Utacapnia;Utacapnia logana
EF623321.1	NA;Arthropoda;Insecta;Plecoptera;Gripopterygidae;Antarctoperla;Antarctoperla sp. BYU_PL142
EF623326.1	NA;Arthropoda;Insecta;Plecoptera;Gripopterygidae;Pelurgoperla;Pelurgoperla personata
OM808866.1	NA;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;Diestramima;Diestramima brevis
OM808867.1	NA;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;Diestramima;Diestramima brevis
OM808868.1	NA;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;Diestramima;Diestramima brevis
OM808869.1	NA;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;Diestramima;Diestramima acutiapicis
OM808871.1	NA;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;Diestramima;Diestramima acutiapicis
OM808857.1	NA;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;Diestramima;Diestramima intermedia
OM808858.1	NA;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;Diestramima;Diestramima intermedia
OM808859.1	NA;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;Diestramima;Diestramima intermedia
OM808861.1	NA;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;Diestramima;Diestramima intermedia
OM808862.1	NA;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;Diestramima;Diestramima intermedia
OM808863.1	NA;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;Diestramima;Diestramima subrectis
OM808864.1	NA;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;Diestramima;Diestramima subrectis
OM808865.1	NA;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;Diestramima;Diestramima subrectis
OM808854.1	NA;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;Diestramima;Diestramima intermedia
OM808856.1	NA;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;Diestramima;Diestramima intermedia
OM808878.1	NA;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;Diestramima;Diestramima beybienkoi
OM808881.1	NA;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;Diestramima;Diestramima beybienkoi
OM808883.1	NA;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;Diestramima;Diestramima beybienkoi
KP661471.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium nodosum
KP661472.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium nodosum
KP661473.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium nodosum
KP661474.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium nodosum
KP661476.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium nodosum
KP661477.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium nodosum
KP661478.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium nodosum
KP661479.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium nodosum
KP661480.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium nodosum
KP661481.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium shirakii
KP661482.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium shirakii
KP661483.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium shirakii
KP661484.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium shirakii
KP661485.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium shirakii
KP661486.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium nodosum
KP661487.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium nodosum
KP661488.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium nodosum
KP661489.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium nodosum
KP661490.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium nodosum
KM410233.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium lurauense
KM410234.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium lurauense
KM410235.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium sofiani
KM410236.1	NA;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium sofiani
JX127694.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;Cambarellus;Cambarellus ninae
JX127695.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;Cambarellus;Cambarellus texanus
JX127661.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop53_1
JX127662.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop53_2
JX127631.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop54_1
JX127664.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop54_2
JX127604.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop54
KP712905.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;Cambarellus;Cambarellus zacapuensis
KP712906.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;Cambarellus;Cambarellus zacapuensis
KP712907.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;Cambarellus;Cambarellus zacapuensis
KP712908.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;Cambarellus;Cambarellus zacapuensis
KP712909.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;Cambarellus;Cambarellus zacapuensis
JX127601.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop57_1
JX127642.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop41_3
JX127666.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop41_4
JX127671.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop41_5
JX127600.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop36_1
JX127603.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;Cambarellus;Cambarellus prolixus
JX127607.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;Cambarellus;Cambarellus chapalanus
JX127608.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;Cambarellus;Cambarellus chapalanus
JX127611.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;Cambarellus;Cambarellus chapalanus
JX127619.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop24_1
JX127620.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop24_2
JX127635.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;Cambarellus;Cambarellus prolixus
JX127636.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;Cambarellus;Cambarellus prolixus
JX127654.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop51
JX127657.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop40
JX127670.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;Cambarellus;Cambarellus chapalanus
JX127674.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;Cambarellus;Cambarellus chapalanus
JX127675.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;Cambarellus;Cambarellus chapalanus
JX127680.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;Cambarellus;Cambarellus prolixus
JX127681.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;Cambarellus;Cambarellus prolixus
JX127682.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;Cambarellus;Cambarellus prolixus
JX127693.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;Cambarellus;Cambarellus chapalanus
JX127672.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop30_1
JX127673.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop30_2
JX127629.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop26_2
JX127639.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop26_3
JX127665.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop26_4
JX127627.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop25_2
JX127668.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop25_3
JX127622.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop41_1
JX127623.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop41_2
JX127621.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop22_1
JX127633.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop22_2
JX127646.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop22_3
JX127647.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop22_4
JX127612.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop35
JX127626.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop35_2
JX127610.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop29_1
JX127628.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop29_2
JX127663.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop29_3
JX127679.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop29_4
JX127599.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop21_1
JX127644.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop21_2
JX127645.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop28_1
JX127660.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop24
JX127667.1	NA;Arthropoda;Malacostraca;Decapoda;Cambaridae;NA;Cambarellus sp. Pop28_2
KJ774895.1	NA;Chordata;Actinopteri;Siluriformes;Plotosidae;Porochilus;Porochilus argenteus
KJ774896.1	NA;Chordata;Actinopteri;Siluriformes;Plotosidae;Porochilus;Porochilus argenteus
KJ775003.1	NA;Chordata;Actinopteri;Siluriformes;Plotosidae;NA;Porochilus argenteus x Neosilurus hyrtlii
FJ710970.1	NA;Chordata;Actinopteri;Siluriformes;Plotosidae;Neosilurus;Neosilurus hyrtlii
HQ615515.1	NA;Chordata;Actinopteri;Siluriformes;Plotosidae;Neosilurus;Neosilurus hyrtlii
KJ774876.1	NA;Chordata;Actinopteri;Siluriformes;Plotosidae;Neosilurus;Neosilurus gloveri
OP931722.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus profundus
OP931724.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus profundus
OP931725.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus sp. limnetic Thun
OP931726.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus sp. limnetic Thun
OP931727.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus sp. Limnetic Vierwaldstattersee
OP931728.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus sp. profundal dwarf Thun
OP931729.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus sp. Profundal dwarf Vierwaldstattersee
OP931730.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus sp. profundal Walen I
OP931731.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus sp. profundal Walen I
OP931732.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus sp. profundal Walen I
OP931733.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus sp. profundal Walen II
OP931734.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus sp. Profundal dwarf Vierwaldstattersee
OP931735.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus sp. Vierwaldstattersee
OP931736.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus sp. Thunersee
OP931737.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus umbla
OP931738.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus umbla
OP931739.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus umbla
OP931740.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus umbla
OP931741.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus umbla
OP931742.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salvelinus;Salvelinus umbla
OP931653.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo marmoratus
OP931685.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931651.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo labrax
OP931652.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo labrax
OP931666.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo sp. Blackspot
OP931672.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo sp. Blackspot
OP931674.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo sp. Blackspot
OP931676.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo sp. Blackspot
OP931704.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931649.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo labrax
OP931669.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo sp. Blackspot
OP931701.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931648.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo cenerinus
OP931650.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo labrax
OP931654.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo marmoratus
OP931655.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo marmoratus
OP931657.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo marmoratus
OP931658.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo marmoratus
OP931659.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo rhodanensis
OP931660.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo rhodanensis
OP931661.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo rhodanensis
OP931662.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo rhodanensis
OP931671.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo sp. Blackspot
OP931677.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo sp. Blackspot
OP931679.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo sp. Blackspot
OP931686.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931687.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931696.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931705.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931646.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo carpio
OP931656.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo marmoratus
OP931668.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo sp. Blackspot
OP931670.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo sp. Blackspot
OP931673.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo sp. Blackspot
OP931675.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo sp. Blackspot
OP931678.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo sp. Blackspot
OP931680.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo sp. Blackspot
OP931681.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo sp. Blackspot
OP931682.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931683.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931684.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931688.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931689.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931690.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931691.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931693.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931694.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931695.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931697.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931698.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931699.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931700.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931702.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931706.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931707.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931708.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931709.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
OP931710.1	NA;Chordata;Actinopteri;Salmoniformes;Salmonidae;Salmo;Salmo trutta
FJ616377.1	NA;Chordata;Actinopteri;NA;Pomacentridae;Pomacentrus;Pomacentrus philippinus
FJ616379.1	NA;Chordata;Actinopteri;NA;Pomacentridae;Pomacentrus;Pomacentrus vaiuli
KJ774893.1	NA;Chordata;Actinopteri;Cyprinodontiformes;Poeciliidae;Poecilia;Poecilia sphenops
KJ774894.1	NA;Chordata;Actinopteri;Cyprinodontiformes;Poeciliidae;Poecilia;Poecilia velifera
DQ678119.1	NA;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;Sebastes maliger
DQ678120.1	NA;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;Sebastes nebulosus
DQ678121.1	NA;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;Sebastes rastrelliger
DQ678204.1	NA;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;Sebastes auriculatus
DQ678114.1	NA;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;Sebastes atrovirens
DQ678123.1	NA;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;Sebastes saxicola
DQ678124.1	NA;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;Sebastes saxicola
OP931536.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus lumaireul
OP931547.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus septimaniae
OP931499.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus csikii
OP931501.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus csikii
OP931503.1	NA;Chordata;Actinopteri;Cypriniformes;Leuciscidae;Phoxinus;Phoxinus csikii
