Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR13849462,2021-03-03 19:49:56,2021-03-03 18:24:38,16710516,1622996380,0,97,922,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13849/SRR13849462/SRR13849462.lite.1,SRX10230936,HBR-5,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP308775,PRJNA705827,,705827,SRS8375111,SAMN18106357,simple,1504303,Lepeophtheirus salmonis salmonis,HBR-5,,,,,pooled male and female,,no,,,,,UNIVERSITY OF BERGEN,SRA1202601,,public,81496F108F48FF6FDE32B362CF4C3DFE,07A80715C3910128EAE934DBC8CA31BF
SRR13849460,2021-03-03 18:33:00,2021-03-03 18:18:25,13060786,1291039620,0,98,743,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13849/SRR13849460/SRR13849460.lite.1,SRX10230937,HBR-6,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP308775,PRJNA705827,,705827,SRS8372189,SAMN18106358,simple,1504303,Lepeophtheirus salmonis salmonis,HBR-6,,,,,female,,no,,,,,UNIVERSITY OF BERGEN,SRA1202601,,public,6325BDBFBC62E0713E6195FE369A2DFF,11B703D757533CA64B6B915E51A12784
SRR13849459,2021-03-03 18:37:35,2021-03-03 18:26:36,16560197,1614333383,0,97,932,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13849/SRR13849459/SRR13849459.lite.1,SRX10230938,HBR-7,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP308775,PRJNA705827,,705827,SRS8372190,SAMN18106359,simple,1504303,Lepeophtheirus salmonis salmonis,HBR-7,,,,,pooled male and female,,no,,,,,UNIVERSITY OF BERGEN,SRA1202601,,public,2FCA7FF27158452BD9E1234F612EB3B8,8F2E1DCBFEC9D6C6C663DCBF7F6CDB5F
SRR13849458,2021-03-03 18:37:35,2021-03-03 18:26:14,22462767,2202865343,0,98,1268,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13849/SRR13849458/SRR13849458.lite.1,SRX10230939,HBR-8,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP308775,PRJNA705827,,705827,SRS8372191,SAMN18106360,simple,1504303,Lepeophtheirus salmonis salmonis,HBR-8,,,,,pooled male and female,,no,,,,,UNIVERSITY OF BERGEN,SRA1202601,,public,80A99B3B2FF11F20587D92A9FF6905A3,A15B86C47B4C72B0D11E7E5996CC131A
SRR13849461,2021-03-03 18:37:35,2021-03-03 18:26:25,17438215,1716823103,0,98,982,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13849/SRR13849461/SRR13849461.lite.1,SRX10230940,HBR-9,RNA-Seq,RANDOM,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP308775,PRJNA705827,,705827,SRS8372192,SAMN18106361,simple,1504303,Lepeophtheirus salmonis salmonis,HBR-9,,,,,pooled male and female,,no,,,,,UNIVERSITY OF BERGEN,SRA1202601,,public,2D394D446EA784B7B3C4088FA7E983C8,BA48574A1975160BB01AA07FB4CEE676
SRR14070441,2021-03-31 10:59:25,2021-03-25 15:12:59,1403451,280690200,1403451,200,102,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14070/SRR14070441/SRR14070441.lite.1,SRX10444794,UW47036,Targeted-Capture,Hybrid Selection,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP312161,PRJNA644198,,644198,SRS8576854,SAMN18417240,simple,8231,Sarda chiliensis,Scombridae_Sarda_chiliensis_UW47036,,,,,not collected,,no,,,,,THE GEORGE WASHINGTON UNIVERSITY,SRA1210547,,public,7718CB1FD656669074B574F55C4074F7,D53029832A7938DD171C23F1F98B49EA
SRR25465346,2023-07-31 17:15:34,2023-07-31 17:08:59,8250984,2491797168,8250984,302,812,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR025/25465/SRR25465346/SRR25465346.lite.1,SRX21198137,USNM:FISH:466511.1.1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP313821,PRJNA720393,,720393,SRS18457002,SAMN36762337,simple,319445,Scopelogadus bispinosus,USNM:FISH:466511.1,,,,,missing,,no,,,,,SMITHSONIAN NATIONAL MUSEUM OF NATURAL HISTORY,SRA1683519,,public,B3677FD4F8A3483853F1957DE70D5736,24D9BF14ED361C7F458510EB65D89716
SRR21844006,2022-10-08 10:27:09,2022-10-08 10:11:19,9878013,2983159926,9878013,302,923,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21844/SRR21844006/SRR21844006.lite.1,SRX17832854,UW:153485.1,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP313821,PRJNA720393,,720393,SRS14384722,SAMN29555397,simple,319445,Scopelogadus bispinosus,UW:153485.1,,,,,missing,,no,,,,,SMITHSONIAN NATIONAL MUSEUM OF NATURAL HISTORY,SRA1516566,,public,1E08CB0EF19BD38F3CE54EE5C75EEFD4,CF071C49EA61C8FE562F2E03EB4FFA59
SRR14574385,2021-06-30 00:30:54,2021-05-19 05:34:08,12727641,2545528200,12727641,200,1785,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14574/SRR14574385/SRR14574385.lite.1,SRX10917560,A1,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP320258,PRJNA730657,,730657,SRS9007494,SAMN19238103,simple,373177,Branchiostoma japonicum,A1,,,,,not collected,,no,,,,,THE CHINESE UNIVERSITY OF HONG KONG,SRA1233509,,public,251E96117B5AECB18698F77064D9E9DC,933D98A05D3E79013767E80C9D7767FF
SRR14574384,2021-06-30 00:30:54,2021-05-19 06:00:34,15057426,3011485200,15057426,200,2112,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14574/SRR14574384/SRR14574384.lite.1,SRX10917561,A2,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP320258,PRJNA730657,,730657,SRS9007495,SAMN19238104,simple,373177,Branchiostoma japonicum,A2,,,,,not collected,,no,,,,,THE CHINESE UNIVERSITY OF HONG KONG,SRA1233509,,public,C0C29F963E98B5CE8AE1C500237C1AB7,618E34FB5E0945168288C5EE8C1CF72D
SRR14574373,2021-06-30 00:30:55,2021-05-19 05:33:18,13668484,2733696800,13668484,200,1923,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14574/SRR14574373/SRR14574373.lite.1,SRX10917572,A3,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP320258,PRJNA730657,,730657,SRS9007506,SAMN19238105,simple,373177,Branchiostoma japonicum,A3,,,,,not collected,,no,,,,,THE CHINESE UNIVERSITY OF HONG KONG,SRA1233509,,public,409E8F5E498700BFFD6E40107A466764,3C0BEA1546D6EFB7DE0347C3CBF033BD
SRR14574365,2021-06-30 00:30:55,2021-05-19 05:41:19,13282068,2656413600,13282068,200,1861,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14574/SRR14574365/SRR14574365.lite.1,SRX10917580,A4,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP320258,PRJNA730657,,730657,SRS9007514,SAMN19238106,simple,373177,Branchiostoma japonicum,A4,,,,,not collected,,no,,,,,THE CHINESE UNIVERSITY OF HONG KONG,SRA1233509,,public,29AD51DD6A08BDA512938220C72D3614,13D10EA3BFC5E6D78BA5BD44B70066EC
SRR14574364,2021-06-30 00:30:55,2021-05-19 05:35:17,12966548,2593309600,12966548,200,1822,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14574/SRR14574364/SRR14574364.lite.1,SRX10917581,A5,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP320258,PRJNA730657,,730657,SRS9007515,SAMN19238107,simple,373177,Branchiostoma japonicum,A5,,,,,not collected,,no,,,,,THE CHINESE UNIVERSITY OF HONG KONG,SRA1233509,,public,AC0A666C910534043BE715ECA5757A3A,E97B5FDB38B98186B3A60B9DD59C0197
SRR14574363,2021-06-30 00:30:55,2021-05-19 05:32:58,12613207,2522641400,12613207,200,1767,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14574/SRR14574363/SRR14574363.lite.1,SRX10917582,A6,RNA-Seq,PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP320258,PRJNA730657,,730657,SRS9007516,SAMN19238108,simple,373177,Branchiostoma japonicum,A6,,,,,not collected,,no,,,,,THE CHINESE UNIVERSITY OF HONG KONG,SRA1233509,,public,40971B61959EAAAA3266D4517712CCA5,C346E7255D0359B9A9FFAF802258E424
SRR14617958,2021-05-22 01:28:37,2021-05-22 01:20:04,1,172,0,172,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-34/SRR014/14617/SRR14617958/SRR14617958.1,SRX10959081,FISHCARD_miu_027.1,AMPLICON,PCR,GENOMIC,SINGLE,0,0,ABI_SOLID,AB 5500 Genetic Analyzer,SRP320894,PRJNA731549,,731549,SRS9037085,SAMN19289172,simple,319445,Scopelogadus bispinosus,FISHCARD_miu_027.1,,,,,not determined,,no,,,,,NOAA NWFSC,SRA1235265,,public,0993B110F36D55CDFAAD63D0DDE7508D,77ECFB4FF30A135611AA3B35E0DFC5F3
SRR14617552,2021-05-22 01:28:19,2021-05-22 01:16:01,1,172,0,172,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-34/SRR014/14617/SRR14617552/SRR14617552.1,SRX10958433,FISHCARD_miu_090.1,AMPLICON,PCR,GENOMIC,SINGLE,0,0,ABI_SOLID,AB 5500 Genetic Analyzer,SRP320894,PRJNA731549,,731549,SRS9036437,SAMN19289233,simple,319445,Scopelogadus bispinosus,FISHCARD_miu_090.1,,,,,not determined,,no,,,,,NOAA NWFSC,SRA1235265,,public,0993B110F36D55CDFAAD63D0DDE7508D,77ECFB4FF30A135611AA3B35E0DFC5F3
SRR14617896,2021-05-22 01:28:28,2021-05-22 01:19:32,1,168,0,168,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-34/SRR014/14617/SRR14617896/SRR14617896.1,SRX10958761,FISHCARD_miu_394.1,AMPLICON,PCR,GENOMIC,SINGLE,0,0,ABI_SOLID,AB 5500 Genetic Analyzer,SRP320894,PRJNA731549,,731549,SRS9036765,SAMN19289529,simple,8231,Sarda chiliensis,FISHCARD_miu_394.1,,,,,not determined,,no,,,,,NOAA NWFSC,SRA1235265,,public,5C0680D74FAD11523B9EE8AE5FB74F86,BFD77BB764C3D9BBE65D46E15EEC7F24
SRR31187504,2024-10-31 18:49:46,2024-10-31 18:47:19,110355042,33327222684,0,302,11411,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR031/31187/SRR31187504/SRR31187504.lite.1,SRX26569024,enhLut2,OTHER,DNase,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X,SRP542475,PRJNA1178674,,1178674,SRS23072833,SAMN42233232,simple,1049777,Enhydra lutris nereis,714-15,,,,,female,,no,,,,,UCLA,SRA2002610,,public,6A9D885ACF394B28C3B2D8FD7DE4E3F3,5BA680834C3F4306DC0EE70D339B3445
SRR31187505,2024-10-31 18:49:46,2024-10-31 18:41:00,81350349,24567805398,0,302,8314,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR031/31187/SRR31187505/SRR31187505.lite.1,SRX26569023,enhLut1,OTHER,DNase,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X,SRP542475,PRJNA1178674,,1178674,SRS23072833,SAMN42233232,simple,1049777,Enhydra lutris nereis,714-15,,,,,female,,no,,,,,UCLA,SRA2002610,,public,9B40A422221D5DF9F2D2C0ECF3A83B1B,19287419882217AB84236F5E4E274D59
SRR31187506,2024-10-31 19:52:36,2024-10-31 19:35:16,6644943,106495038810,0,16026,39965,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR031/31187/SRR31187506/SRR31187506.1,SRX26569022,CCGP_gDNA0145,WGS,size fractionation,GENOMIC,SINGLE,0,0,PACBIO_SMRT,Revio,SRP542475,PRJNA1178674,,1178674,SRS23072833,SAMN42233232,simple,1049777,Enhydra lutris nereis,714-15,,,,,female,,no,,,,,UCLA,SRA2002610,,public,5A554C74C2239EC6853C0A398C3844E3,0B60FF5734EEB1101B469B22212B6D23
SRR12010169,2020-06-14 13:37:43,2020-06-14 13:33:12,35866743,10760022900,35866743,300,3981,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010169/SRR12010169.lite.1,SRX8542967,BJFemale-1,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837703,SAMN15230163,simple,373177,Branchiostoma japonicum,BJFemale-1,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,8503862784D5500002B1337685A169D4,83D890486FEF22D5FAE1346D3568381B
SRR12010159,2020-06-14 13:30:34,2020-06-14 13:27:10,39595278,11878583400,39595278,300,4777,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010159/SRR12010159.lite.1,SRX8542977,BJFemale-10,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837713,SAMN15230172,simple,373177,Branchiostoma japonicum,BJFemale-10,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,42A5BEDC64A3FA43E6A38EEB8C42B7BB,30FCFEDAE8D8D821D8F8B3D2E985E7F9
SRR12010158,2020-06-14 13:26:32,2020-06-14 13:21:55,37044600,11113380000,37044600,300,3304,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010158/SRR12010158.lite.1,SRX8542978,BJFemale-11,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837714,SAMN15230173,simple,373177,Branchiostoma japonicum,BJFemale-11,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,0B49AE4837EF3299DF560C2D593773F7,80C5FB3584BA552294412E68BB4CA62A
SRR12010157,2020-06-14 13:31:13,2020-06-14 13:27:46,37229586,11168875800,37229586,300,3313,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010157/SRR12010157.lite.1,SRX8542979,BJFemale-12,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837715,SAMN15230174,simple,373177,Branchiostoma japonicum,BJFemale-12,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,71035EE35B4F9DAE577160CE23C1801E,76C7C0C65728A4466CF800FCBBB69F98
SRR12010155,2020-06-14 13:29:15,2020-06-14 13:25:48,38955663,11686698900,38955663,300,3481,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12010/SRR12010155/SRR12010155.lite.1,SRX8542981,BJFemale-13,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837717,SAMN15230175,simple,373177,Branchiostoma japonicum,BJFemale-13,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,C3E8AB2530B771BE5CA164362D24445C,3A8243F742A886007AE148495FF6C293
SRR12010154,2020-06-14 13:22:35,2020-06-14 13:18:34,37244801,11173440300,37244801,300,3318,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010154/SRR12010154.lite.1,SRX8542982,BJFemale-14,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837718,SAMN15230176,simple,373177,Branchiostoma japonicum,BJFemale-14,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,8ED0076DFF322F2132C944198B544FF2,74B77FE13BE56C720EFF140CC4549A53
SRR12010153,2020-06-14 13:20:31,2020-06-14 13:16:47,36785297,11035589100,36785297,300,3300,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12010/SRR12010153/SRR12010153.lite.1,SRX8542983,BJFemale-15,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837719,SAMN15230177,simple,373177,Branchiostoma japonicum,BJFemale-15,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,00E0120A8484484C2FDE4F5670833C56,23771C8E25FF288980B4346B1D65AF92
SRR12010152,2020-06-14 13:22:35,2020-06-14 13:17:33,38750569,11625170700,38750569,300,3475,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12010/SRR12010152/SRR12010152.lite.1,SRX8542984,BJFemale-16,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837720,SAMN15230178,simple,373177,Branchiostoma japonicum,BJFemale-16,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,097116C03CF6B071DEA6B06DFCB6F013,68BEC06A86384342D5C988865CFF7E84
SRR12010151,2020-06-14 13:17:14,2020-06-14 13:14:28,37662657,11298797100,37662657,300,3371,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010151/SRR12010151.lite.1,SRX8542985,BJFemale-17,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837721,SAMN15230179,simple,373177,Branchiostoma japonicum,BJFemale-17,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,9865AD093D12B02D423661DE92FFD07D,7D89BCA0D8D79CF37DE245BB04B91DF1
SRR12010150,2020-06-14 13:16:29,2020-06-14 13:12:22,37030085,11109025500,37030085,300,3301,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010150/SRR12010150.lite.1,SRX8542986,BJFemale-18,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837722,SAMN15230180,simple,373177,Branchiostoma japonicum,BJFemale-18,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,5973CC0E4DEE403C341BC183743416E0,11CA74606D19194E8FD2A4699650D14A
SRR12010149,2020-06-14 13:19:13,2020-06-14 13:15:47,37070174,11121052200,37070174,300,3290,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010149/SRR12010149.lite.1,SRX8542987,BJFemale-19,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837723,SAMN15230181,simple,373177,Branchiostoma japonicum,BJFemale-19,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,F12515CE224C1DC8472DDC42374085FB,C4A006F4F8F798B4D95BE3CA23EBBBB7
SRR12010168,2020-06-14 13:34:15,2020-06-14 13:29:51,32132318,9639695400,32132318,300,3534,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12010/SRR12010168/SRR12010168.lite.1,SRX8542968,BJFemale-2,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837704,SAMN15230164,simple,373177,Branchiostoma japonicum,BJFemale-2,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,1B803F18700817450A90049616B7D97A,3A3B991C4514D7450478DCE3CD4AF97C
SRR12010148,2020-06-14 13:19:13,2020-06-14 13:13:01,38513592,11554077600,38513592,300,3439,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010148/SRR12010148.lite.1,SRX8542988,BJFemale-20,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837724,SAMN15230182,simple,373177,Branchiostoma japonicum,BJFemale-20,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,8929C50938C8166320C8F0BF64C8F24A,E756A41903D71F2F159DDBE04BEF340B
SRR12010166,2020-06-14 13:28:30,2020-06-14 13:24:52,31188352,9356505600,31188352,300,3415,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010166/SRR12010166.lite.1,SRX8542970,BJFemale-3,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837706,SAMN15230165,simple,373177,Branchiostoma japonicum,BJFemale-3,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,2D967E45AB82464C672C79EE1C04D0BD,584743CCF12DB51A446F1E606C0DFAA8
SRR12010165,2020-06-14 13:28:30,2020-06-14 13:23:36,31435543,9430662900,31435543,300,3479,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12010/SRR12010165/SRR12010165.lite.1,SRX8542971,BJFemale-4,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837707,SAMN15230166,simple,373177,Branchiostoma japonicum,BJFemale-4,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,F6E24EEDCA13FE4286C50E1C79D998D9,2D2042CF31561664E424F6FD45990DE3
SRR12010164,2020-06-14 13:37:43,2020-06-14 13:32:37,32225797,9667739100,32225797,300,3615,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12010/SRR12010164/SRR12010164.lite.1,SRX8542972,BJFemale-5,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837708,SAMN15230167,simple,373177,Branchiostoma japonicum,BJFemale-5,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,0A98E8ACC544223A97CCEF759A056343,979C93F50CF983B5F0DADACD335F9F4A
SRR12010163,2020-06-14 13:28:30,2020-06-14 13:24:24,31864274,9559282200,31864274,300,3506,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010163/SRR12010163.lite.1,SRX8542973,BJFemale-6,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837709,SAMN15230168,simple,373177,Branchiostoma japonicum,BJFemale-6,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,466D0A2E0B3F0668B9CF736095236D5E,61348D47B8085184E82429DD3EF17B28
SRR12010162,2020-06-14 13:29:15,2020-06-14 13:25:12,32906822,9872046600,32906822,300,3637,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010162/SRR12010162.lite.1,SRX8542974,BJFemale-7,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837710,SAMN15230169,simple,373177,Branchiostoma japonicum,BJFemale-7,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,02673FF725689BC6F62DFC3000530FF3,C72C64B0B2669CF53BE1BE499F71F6FA
SRR12010161,2020-06-14 13:35:31,2020-06-14 13:27:37,39202235,11760670500,39202235,300,4739,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12010/SRR12010161/SRR12010161.lite.1,SRX8542975,BJFemale-8,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837711,SAMN15230170,simple,373177,Branchiostoma japonicum,BJFemale-8,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,6803DD5146D4DAFCEBB932CC58755FDD,091E17A631491A05510BCCDBAC0B61A5
SRR12010160,2020-06-14 13:57:34,2020-06-14 13:49:54,71239937,21371981100,71239937,300,8150,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12010/SRR12010160/SRR12010160.lite.1,SRX8542976,BJFemale-9,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP247070,PRJNA602496,,602496,SRS6837712,SAMN15230171,simple,373177,Branchiostoma japonicum,BJFemale-9,,,,,female,,no,,,,,UNIVERSITY OF VIENNA,SRA1086841,,public,8091F6D8E57146707D7AB2E0B09DE1BB,6216C824D97B4E59D6F1A49A5991CBA8
