Project Request,Scientific name,Point of Contact for Submission,Email,Common Name,Survey Type,species_code
NMFS AFSC GAP Survey,Nezumia stelgidolepis,Emily Markowtiz,emily.markowitz@noaa.gov,California grenadier,Encountered,21201
NMFS AFSC GAP Survey,Nezumia liolepis,Emily Markowtiz,emily.markowitz@noaa.gov,smooth grenadier,Encountered,21202
NMFS AFSC GAP Survey,Coelorinchus scaphopsis,Emily Markowtiz,emily.markowitz@noaa.gov,shoulderspot grenadier,Encountered,21204
NMFS AFSC GAP Survey,Coryphaenoides sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,21210
NMFS AFSC GAP Survey,Coryphaenoides acrolepis,Emily Markowtiz,emily.markowitz@noaa.gov,Pacific grenadier,Encountered,21220
NMFS AFSC GAP Survey,Albatrossia pectoralis,Emily Markowtiz,emily.markowitz@noaa.gov,giant grenadier,Encountered,21230
NMFS AFSC GAP Survey,Coryphaenoides cinereus,Emily Markowtiz,emily.markowitz@noaa.gov,popeye grenadier,Encountered,21232
NMFS AFSC GAP Survey,Coryphaenoides filifer,Emily Markowtiz,emily.markowitz@noaa.gov,filamented grenadier,Encountered,21238
NMFS AFSC GAP Survey,Coryphaenoides longifilis,Emily Markowtiz,emily.markowitz@noaa.gov,longfin grenadier,Encountered,21239
NMFS AFSC GAP Survey,Malacocephalus laevis,Emily Markowtiz,emily.markowitz@noaa.gov,softhead grenadier,Encountered,21240
NMFS AFSC GAP Survey,Cottidae,Emily Markowtiz,emily.markowitz@noaa.gov,sculpin unid.,Encountered,21300
NMFS AFSC GAP Survey,Zesticelus profundorum,Emily Markowtiz,emily.markowitz@noaa.gov,flabby sculpin,Encountered,21305
NMFS AFSC GAP Survey,Icelinus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,21307
NMFS AFSC GAP Survey,Thyriscus anoplus,Emily Markowtiz,emily.markowitz@noaa.gov,sponge sculpin,Encountered,21308
NMFS AFSC GAP Survey,Icelinus oculatus,Emily Markowtiz,emily.markowitz@noaa.gov,frogmouth sculpin,Encountered,21309
NMFS AFSC GAP Survey,Icelinus filamentosus,Emily Markowtiz,emily.markowitz@noaa.gov,threadfin sculpin,Encountered,21310
NMFS AFSC GAP Survey,Icelinus borealis,Emily Markowtiz,emily.markowitz@noaa.gov,northern sculpin,Encountered,21311
NMFS AFSC GAP Survey,Icelinus tenuis,Emily Markowtiz,emily.markowitz@noaa.gov,spotfin sculpin,Encountered,21312
NMFS AFSC GAP Survey,Gymnocanthus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,21313
NMFS AFSC GAP Survey,Gymnocanthus pistilliger,Emily Markowtiz,emily.markowitz@noaa.gov,threaded sculpin,Encountered,21314
NMFS AFSC GAP Survey,Gymnocanthus tricuspis,Emily Markowtiz,emily.markowitz@noaa.gov,Arctic staghorn sculpin,Encountered,21315
NMFS AFSC GAP Survey,Gymnocanthus galeatus,Emily Markowtiz,emily.markowitz@noaa.gov,armorhead sculpin,Encountered,21316
NMFS AFSC GAP Survey,Icelinus fimbriatus,Emily Markowtiz,emily.markowitz@noaa.gov,fringed sculpin,Encountered,21318
NMFS AFSC GAP Survey,Radulinus asprellus,Emily Markowtiz,emily.markowitz@noaa.gov,slim sculpin,Encountered,21320
NMFS AFSC GAP Survey,Clinocottus acuticeps,Emily Markowtiz,emily.markowitz@noaa.gov,sharpnose sculpin,Encountered,21327
NMFS AFSC GAP Survey,Artediellus camchaticus,Emily Markowtiz,emily.markowitz@noaa.gov,Kamchatka hookear sculpin,Encountered,21328
NMFS AFSC GAP Survey,Gymnocanthus detrisus,Emily Markowtiz,emily.markowitz@noaa.gov,purplegray sculpin,Encountered,21329
NMFS AFSC GAP Survey,Lepidopsetta bilineata,Emily Markowtiz,emily.markowitz@noaa.gov,southern rock sole,Encountered,10262
NMFS AFSC GAP Survey,Lepidopsetta polyxystra (juvenile),Emily Markowtiz,emily.markowitz@noaa.gov,northern rock sole (juvenile),Encountered,10263
NMFS AFSC GAP Survey,Isopsetta isolepis,Emily Markowtiz,emily.markowitz@noaa.gov,butter sole,Encountered,10270
NMFS AFSC GAP Survey,Pleuronichthys decurrens,Emily Markowtiz,emily.markowitz@noaa.gov,curlfin sole,Encountered,10280
NMFS AFSC GAP Survey,Pleuronichthys verticalis,Emily Markowtiz,emily.markowitz@noaa.gov,hornyhead turbot,Encountered,10281
NMFS AFSC GAP Survey,Pleuronectes quadrituberculatus,Emily Markowtiz,emily.markowitz@noaa.gov,Alaska plaice,Encountered,10285
NMFS AFSC GAP Survey,Pleuronichthys coenosus,Emily Markowtiz,emily.markowitz@noaa.gov,C-O sole,Encountered,10290
NMFS AFSC GAP Survey,Pleuronichthys sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,10291
NMFS AFSC GAP Survey,Pleuronichthys ritteri,Emily Markowtiz,emily.markowitz@noaa.gov,spotted turbot,Encountered,10295
NMFS AFSC GAP Survey,Symphurus atricauda,Emily Markowtiz,emily.markowitz@noaa.gov,California tonguefish,Encountered,10400
NMFS AFSC GAP Survey,Latisipho sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,71735
NMFS AFSC GAP Survey,Agonidae,Emily Markowtiz,emily.markowitz@noaa.gov,poacher unid.,Encountered,20000
NMFS AFSC GAP Survey,Pallasina barbata,Emily Markowtiz,emily.markowitz@noaa.gov,tubenose poacher,Encountered,20001
NMFS AFSC GAP Survey,Percis japonica,Emily Markowtiz,emily.markowitz@noaa.gov,dragon poacher,Encountered,20002
NMFS AFSC GAP Survey,Leptagonus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,20004
NMFS AFSC GAP Survey,Sarritor leptorhynchus,Emily Markowtiz,emily.markowitz@noaa.gov,longnose poacher,Encountered,20005
NMFS AFSC GAP Survey,Sarritor frenatus,Emily Markowtiz,emily.markowitz@noaa.gov,sawback poacher,Encountered,20006
NMFS AFSC GAP Survey,Leptagonus decagonus,Emily Markowtiz,emily.markowitz@noaa.gov,Atlantic poacher,Encountered,20007
NMFS AFSC GAP Survey,Agonopsis vulsa,Emily Markowtiz,emily.markowitz@noaa.gov,northern spearnose poacher,Encountered,20015
NMFS AFSC GAP Survey,Odontopyxis trispinosa,Emily Markowtiz,emily.markowitz@noaa.gov,pygmy poacher,Encountered,20018
NMFS AFSC GAP Survey,Xeneretmus latifrons,Emily Markowtiz,emily.markowitz@noaa.gov,blacktip poacher,Encountered,20020
NMFS AFSC GAP Survey,Xeneretmus triacanthus,Emily Markowtiz,emily.markowitz@noaa.gov,bluespotted poacher,Encountered,20021
NMFS AFSC GAP Survey,Xeneretmus leiops,Emily Markowtiz,emily.markowitz@noaa.gov,smootheye poacher,Encountered,20022
NMFS AFSC GAP Survey,Xeneretmus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,20023
NMFS AFSC GAP Survey,Bathyagonus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,starsnout poacher unid.,Encountered,20034
NMFS AFSC GAP Survey,Bathyagonus alascanus,Emily Markowtiz,emily.markowitz@noaa.gov,gray starsnout,Encountered,20035
NMFS AFSC GAP Survey,Bathyagonus infraspinatus,Emily Markowtiz,emily.markowitz@noaa.gov,spinycheek starsnout,Encountered,20036
NMFS AFSC GAP Survey,Bathyagonus pentacanthus,Emily Markowtiz,emily.markowitz@noaa.gov,bigeye poacher,Encountered,20037
NMFS AFSC GAP Survey,Bathyagonus nigripinnis,Emily Markowtiz,emily.markowitz@noaa.gov,blackfin poacher,Encountered,20038
NMFS AFSC GAP Survey,Podothecus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,20039
NMFS AFSC GAP Survey,Podothecus accipenserinus,Emily Markowtiz,emily.markowitz@noaa.gov,sturgeon poacher,Encountered,20040
NMFS AFSC GAP Survey,Podothecus veternus,Emily Markowtiz,emily.markowitz@noaa.gov,veteran poacher,Encountered,20041
NMFS AFSC GAP Survey,Aspidophoroides monopterygius,Emily Markowtiz,emily.markowitz@noaa.gov,Aleutian alligatorfish,Encountered,20050
NMFS AFSC GAP Survey,Aspidophoroides olrikii,Emily Markowtiz,emily.markowitz@noaa.gov,Arctic alligatorfish,Encountered,20051
NMFS AFSC GAP Survey,Anoplagonus inermis,Emily Markowtiz,emily.markowitz@noaa.gov,smooth alligatorfish,Encountered,20055
NMFS AFSC GAP Survey,Chesnonia verrucosa,Emily Markowtiz,emily.markowitz@noaa.gov,warty poacher,Encountered,20060
NMFS AFSC GAP Survey,Occella dodecaedron,Emily Markowtiz,emily.markowitz@noaa.gov,Bering poacher,Encountered,20061
NMFS AFSC GAP Survey,Hypsagonus quadricornis,Emily Markowtiz,emily.markowitz@noaa.gov,fourhorn poacher,Encountered,20071
NMFS AFSC GAP Survey,Stellerina xyosterna,Emily Markowtiz,emily.markowitz@noaa.gov,pricklebreast poacher,Encountered,20075
NMFS AFSC GAP Survey,Triglops sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,21350
NMFS AFSC GAP Survey,Triglops nybelini,Emily Markowtiz,emily.markowitz@noaa.gov,bigeye sculpin,Encountered,21351
NMFS AFSC GAP Survey,Triglops forficatus,Emily Markowtiz,emily.markowitz@noaa.gov,scissortail sculpin,Encountered,21352
NMFS AFSC GAP Survey,Triglops metopias,Emily Markowtiz,emily.markowitz@noaa.gov,highbrow sculpin,Encountered,21353
NMFS AFSC GAP Survey,Triglops scepticus,Emily Markowtiz,emily.markowitz@noaa.gov,spectacled sculpin,Encountered,21354
NMFS AFSC GAP Survey,Triglops pingelii,Emily Markowtiz,emily.markowitz@noaa.gov,ribbed sculpin,Encountered,21355
NMFS AFSC GAP Survey,Triglops macellus,Emily Markowtiz,emily.markowitz@noaa.gov,roughspine sculpin,Encountered,21356
NMFS AFSC GAP Survey,Archistes biseriatus,Emily Markowtiz,emily.markowitz@noaa.gov,scaled sculpin,Encountered,21359
NMFS AFSC GAP Survey,Microcottus sellaris,Emily Markowtiz,emily.markowitz@noaa.gov,brightbelly sculpin,Encountered,21360
NMFS AFSC GAP Survey,Artedius fenestralis,Emily Markowtiz,emily.markowitz@noaa.gov,padded sculpin,Encountered,21362
NMFS AFSC GAP Survey,Artedius lateralis,Emily Markowtiz,emily.markowitz@noaa.gov,smoothhead sculpin,Encountered,21363
NMFS AFSC GAP Survey,Chitonotus pugetensis,Emily Markowtiz,emily.markowitz@noaa.gov,roughback sculpin,Encountered,21366
NMFS AFSC GAP Survey,Myoxocephalus scorpius,Emily Markowtiz,emily.markowitz@noaa.gov,shorthorn (=warty) sculpin,Encountered,21368
NMFS AFSC GAP Survey,Myoxocephalus niger,Emily Markowtiz,emily.markowitz@noaa.gov,warthead sculpin,Encountered,21369
NMFS AFSC GAP Survey,Myoxocephalus polyacanthocephalus,Emily Markowtiz,emily.markowitz@noaa.gov,great sculpin,Encountered,21370
NMFS AFSC GAP Survey,Myoxocephalus jaok,Emily Markowtiz,emily.markowitz@noaa.gov,plain sculpin,Encountered,21371
NMFS AFSC GAP Survey,Myoxocephalus stelleri,Emily Markowtiz,emily.markowitz@noaa.gov,frog sculpin,Encountered,21373
NMFS AFSC GAP Survey,Myoxocephalus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,21375
NMFS AFSC GAP Survey,Megalocottus platycephalus,Emily Markowtiz,emily.markowitz@noaa.gov,belligerent sculpin,Encountered,21376
NMFS AFSC GAP Survey,Myoxocephalus quadricornis,Emily Markowtiz,emily.markowitz@noaa.gov,fourhorn sculpin,Encountered,21377
NMFS AFSC GAP Survey,Myoxocephalus scorpioides,Emily Markowtiz,emily.markowitz@noaa.gov,Arctic sculpin,Encountered,21378
NMFS AFSC GAP Survey,Trichocottus brashnikovi,Emily Markowtiz,emily.markowitz@noaa.gov,hairhead sculpin,Encountered,21379
NMFS AFSC GAP Survey,Leptocottus armatus,Emily Markowtiz,emily.markowitz@noaa.gov,Pacific staghorn sculpin,Encountered,21380
NMFS AFSC GAP Survey,Psychrolutes sigalutes,Emily Markowtiz,emily.markowitz@noaa.gov,soft sculpin,Encountered,21383
NMFS AFSC GAP Survey,Enophrys sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,21384
NMFS AFSC GAP Survey,Enophrys bison,Emily Markowtiz,emily.markowitz@noaa.gov,buffalo sculpin,Encountered,21386
NMFS AFSC GAP Survey,Enophrys lucasi,Emily Markowtiz,emily.markowitz@noaa.gov,leister sculpin,Encountered,21387
NMFS AFSC GAP Survey,Enophrys diceraus,Emily Markowtiz,emily.markowitz@noaa.gov,antlered sculpin,Encountered,21388
NMFS AFSC GAP Survey,Enophrys taurina,Emily Markowtiz,emily.markowitz@noaa.gov,bull sculpin,Encountered,21389
NMFS AFSC GAP Survey,Dasycottus setiger,Emily Markowtiz,emily.markowitz@noaa.gov,spinyhead sculpin,Encountered,21390
NMFS AFSC GAP Survey,Psychrolutidae,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,21392
NMFS AFSC GAP Survey,Psychrolutes sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,21393
NMFS AFSC GAP Survey,Psychrolutes paradoxus,Emily Markowtiz,emily.markowitz@noaa.gov,tadpole sculpin,Encountered,21394
NMFS AFSC GAP Survey,Psychrolutes phrictus,Emily Markowtiz,emily.markowitz@noaa.gov,blob sculpin,Encountered,21395
NMFS AFSC GAP Survey,Blepsias bilobus,Emily Markowtiz,emily.markowitz@noaa.gov,crested sculpin,Encountered,21397
NMFS AFSC GAP Survey,Blepsias cirrhosus,Emily Markowtiz,emily.markowitz@noaa.gov,silverspotted sculpin,Encountered,21398
NMFS AFSC GAP Survey,Nautichthys sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,21404
NMFS AFSC GAP Survey,Nautichthys pribilovius,Emily Markowtiz,emily.markowitz@noaa.gov,eyeshade sculpin,Encountered,21405
NMFS AFSC GAP Survey,Nautichthys oculofasciatus,Emily Markowtiz,emily.markowitz@noaa.gov,sailfin sculpin,Encountered,21406
NMFS AFSC GAP Survey,Hexagrammos decagrammus,Emily Markowtiz,emily.markowitz@noaa.gov,kelp greenling,Encountered,21935
NMFS AFSC GAP Survey,Zaniolepis latipinnis,Emily Markowtiz,emily.markowitz@noaa.gov,longspine combfish,Encountered,21936
NMFS AFSC GAP Survey,Zaniolepis frenata,Emily Markowtiz,emily.markowitz@noaa.gov,shortspine combfish,Encountered,21937
NMFS AFSC GAP Survey,Icosteus aenigmaticus,Emily Markowtiz,emily.markowitz@noaa.gov,ragfish,Encountered,22010
NMFS AFSC GAP Survey,Idiacanthus antrostomus,Emily Markowtiz,emily.markowitz@noaa.gov,Pacific blackdragon,Encountered,22110
NMFS AFSC GAP Survey,Idiacanthus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,22111
NMFS AFSC GAP Survey,Medialuna californiensis,Emily Markowtiz,emily.markowitz@noaa.gov,halfmoon,Encountered,22121
NMFS AFSC GAP Survey,Cyclopteridae,Emily Markowtiz,emily.markowitz@noaa.gov,lumpsucker unid.,Encountered,22170
NMFS AFSC GAP Survey,Lethotremus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,22173
NMFS AFSC GAP Survey,Aptocyclus ventricosus,Emily Markowtiz,emily.markowitz@noaa.gov,smooth lumpsucker,Encountered,22175
NMFS AFSC GAP Survey,Lethotremus muticus,Emily Markowtiz,emily.markowitz@noaa.gov,docked snailfish,Encountered,22176
NMFS AFSC GAP Survey,Eumicrotremus asperrimus,Emily Markowtiz,emily.markowitz@noaa.gov,round lumpsucker,Encountered,22177
NMFS AFSC GAP Survey,Eumicrotremus orbis,Emily Markowtiz,emily.markowitz@noaa.gov,Pacific spiny lumpsucker,Encountered,22178
NMFS AFSC GAP Survey,Eumicrotremus derjugini,Emily Markowtiz,emily.markowitz@noaa.gov,leatherfin lumpsucker,Encountered,22179
NMFS AFSC GAP Survey,Eumicrotremus gyrinops,Emily Markowtiz,emily.markowitz@noaa.gov,Alaskan lumpsucker,Encountered,22180
NMFS AFSC GAP Survey,Eumicrotremus andriashevi,Emily Markowtiz,emily.markowitz@noaa.gov,pimpled lumpsucker,Encountered,22182
NMFS AFSC GAP Survey,Eumicrotremus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,spiny lumpsuckers,Encountered,22183
NMFS AFSC GAP Survey,Eumicrotremus barbatus,Emily Markowtiz,emily.markowitz@noaa.gov,papillose lumpsucker,Encountered,22184
NMFS AFSC GAP Survey,Eumicrotremus phrynoides,Emily Markowtiz,emily.markowitz@noaa.gov,toad lumpsucker,Encountered,22190
NMFS AFSC GAP Survey,Nautichthys robustus,Emily Markowtiz,emily.markowitz@noaa.gov,shortmast sculpin,Encountered,21407
NMFS AFSC GAP Survey,Rhamphocottus richardsonii,Emily Markowtiz,emily.markowitz@noaa.gov,grunt sculpin,Encountered,21415
NMFS AFSC GAP Survey,Hemitripterus bolini,Emily Markowtiz,emily.markowitz@noaa.gov,bigmouth sculpin,Encountered,21420
NMFS AFSC GAP Survey,Hemitripterus villosus,Emily Markowtiz,emily.markowitz@noaa.gov,sea raven,Encountered,21421
NMFS AFSC GAP Survey,Hemitripterus bolini egg,Emily Markowtiz,emily.markowitz@noaa.gov,bigmouth sculpin egg,Encountered,21422
NMFS AFSC GAP Survey,Eurymen gyrinus,Emily Markowtiz,emily.markowitz@noaa.gov,smoothcheek sculpin,Encountered,21423
NMFS AFSC GAP Survey,Triglops xenostethus,Emily Markowtiz,emily.markowitz@noaa.gov,scalybreasted sculpin,Encountered,21429
NMFS AFSC GAP Survey,Ruscarius meanyi,Emily Markowtiz,emily.markowitz@noaa.gov,Puget Sound sculpin,Encountered,21436
NMFS AFSC GAP Survey,Icelinus burchami,Emily Markowtiz,emily.markowitz@noaa.gov,dusky sculpin,Encountered,21437
NMFS AFSC GAP Survey,Icelus spiniger,Emily Markowtiz,emily.markowitz@noaa.gov,thorny sculpin,Encountered,21438
NMFS AFSC GAP Survey,Icelus canaliculatus,Emily Markowtiz,emily.markowitz@noaa.gov,blacknose sculpin,Encountered,21439
NMFS AFSC GAP Survey,Icelus euryops,Emily Markowtiz,emily.markowitz@noaa.gov,wide-eye sculpin,Encountered,21440
NMFS AFSC GAP Survey,Icelus spatula,Emily Markowtiz,emily.markowitz@noaa.gov,spatulate sculpin,Encountered,21441
NMFS AFSC GAP Survey,Icelus uncinalis,Emily Markowtiz,emily.markowitz@noaa.gov,uncinate sculpin,Encountered,21443
NMFS AFSC GAP Survey,Rastrinus scutiger,Emily Markowtiz,emily.markowitz@noaa.gov,roughskin sculpin,Encountered,21444
NMFS AFSC GAP Survey,Jordania zonope,Emily Markowtiz,emily.markowitz@noaa.gov,longfin sculpin,Encountered,21445
NMFS AFSC GAP Survey,Icelus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,21446
NMFS AFSC GAP Survey,Paricelinus hopliticus,Emily Markowtiz,emily.markowitz@noaa.gov,thornback sculpin,Encountered,21447
NMFS AFSC GAP Survey,Paralabrax nebulifer,Emily Markowtiz,emily.markowitz@noaa.gov,barred sand bass,Encountered,21484
NMFS AFSC GAP Survey,Embiotocidae,Emily Markowtiz,emily.markowitz@noaa.gov,surfperch unid.,Encountered,21500
NMFS AFSC GAP Survey,Amphistichus argenteus,Emily Markowtiz,emily.markowitz@noaa.gov,barred surfperch,Encountered,21501
NMFS AFSC GAP Survey,Amphistichus rhodoterus,Emily Markowtiz,emily.markowitz@noaa.gov,redtail surfperch,Encountered,21502
NMFS AFSC GAP Survey,Hyperprosopon argenteum,Emily Markowtiz,emily.markowitz@noaa.gov,walleye surfperch,Encountered,21503
NMFS AFSC GAP Survey,Embiotoca lateralis,Emily Markowtiz,emily.markowitz@noaa.gov,striped surfperch,Encountered,21506
NMFS AFSC GAP Survey,Cymatogaster aggregata,Emily Markowtiz,emily.markowitz@noaa.gov,shiner perch,Encountered,21510
NMFS AFSC GAP Survey,Hyperprosopon anale,Emily Markowtiz,emily.markowitz@noaa.gov,spotfin surfperch,Encountered,21515
NMFS AFSC GAP Survey,Phanerodon vacca,Emily Markowtiz,emily.markowitz@noaa.gov,pile perch,Encountered,21521
NMFS AFSC GAP Survey,Zalembius rosaceus,Emily Markowtiz,emily.markowitz@noaa.gov,pink seaperch,Encountered,21522
NMFS AFSC GAP Survey,Trichodon trichodon,Emily Markowtiz,emily.markowitz@noaa.gov,Pacific sandfish,Encountered,21592
NMFS AFSC GAP Survey,Chiasmodontidae,Emily Markowtiz,emily.markowitz@noaa.gov,swallowers,Encountered,21594
NMFS AFSC GAP Survey,Kali indica,Emily Markowtiz,emily.markowitz@noaa.gov,shortnose swallower,Encountered,21595
NMFS AFSC GAP Survey,Chiasmodon niger,Emily Markowtiz,emily.markowitz@noaa.gov,black swallower,Encountered,21596
NMFS AFSC GAP Survey,Kali kerberti,Emily Markowtiz,emily.markowitz@noaa.gov,needletooth swallower,Encountered,21597
NMFS AFSC GAP Survey,Pseudoscopelus sp.,Emily Markowtiz,emily.markowitz@noaa.gov,NA,Encountered,21598
NMFS AFSC GAP Survey,Gadidae,Emily Markowtiz,emily.markowitz@noaa.gov,cod unid.,Encountered,21705
NMFS AFSC GAP Survey,Microgadus proximus,Emily Markowtiz,emily.markowitz@noaa.gov,Pacific tomcod,Encountered,21710
NMFS AFSC GAP Survey,Gadus macrocephalus,Emily Markowtiz,emily.markowitz@noaa.gov,Pacific cod,Encountered,21720
NMFS AFSC GAP Survey,Gadus macrocephalus (juvenile),Emily Markowtiz,emily.markowitz@noaa.gov,Pacific cod (juvenile),Encountered,21721
NMFS AFSC GAP Survey,Gadus macrocephalus (adult),Emily Markowtiz,emily.markowitz@noaa.gov,Pacific cod (adult),Encountered,21722
NMFS AFSC GAP Survey,Boreogadus saida,Emily Markowtiz,emily.markowitz@noaa.gov,Arctic cod,Encountered,21725
NMFS AFSC GAP Survey,Moridae,Emily Markowtiz,emily.markowitz@noaa.gov,codlings unid.,Encountered,21726
NMFS AFSC GAP Survey,Halargyreus johnsonii,Emily Markowtiz,emily.markowitz@noaa.gov,slender codling,Encountered,21727
NMFS AFSC GAP Survey,Antimora microlepis,Emily Markowtiz,emily.markowitz@noaa.gov,Pacific flatnose,Encountered,21731
NMFS AFSC GAP Survey,Physiculus rastrelliger,Emily Markowtiz,emily.markowitz@noaa.gov,hundred fathom codling,Encountered,21732
NMFS AFSC GAP Survey,Laemonema longipes,Emily Markowtiz,emily.markowitz@noaa.gov,longfin codling,Encountered,21733
NMFS AFSC GAP Survey,Eleginus gracilis,Emily Markowtiz,emily.markowitz@noaa.gov,saffron cod,Encountered,21735
NMFS AFSC GAP Survey,Eleginus gracilis (juvenile),Emily Markowtiz,emily.markowitz@noaa.gov,saffron cod (juvenile),Encountered,21736
NMFS AFSC GAP Survey,Eleginus gracilis (adult),Emily Markowtiz,emily.markowitz@noaa.gov,saffron cod (adult),Encountered,21737
NMFS AFSC GAP Survey,Gadus chalcogrammus,Emily Markowtiz,emily.markowitz@noaa.gov,walleye pollock,Encountered,21740
NMFS AFSC GAP Survey,Gadus chalcogrammus (juvenile),Emily Markowtiz,emily.markowitz@noaa.gov,walleye pollock (juvenile),Encountered,21741
