Project Requested,scientific_name,Point of Contact for Submission,Email,Common Name,Survey Type,Phylum,Subphylum,Superclass,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,species,Describer,Taxon
SCAMMIT List,SILICEA,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,,,,,,,,,,,,,,,,SILICEA
SCAMMIT List,Microcionidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Microcionidae,,,,,,,Microcionidae
SCAMMIT List,Microcioninae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Microcionidae,Microcioninae,,,,,,Microcioninae
SCAMMIT List,Clathria sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Microcionidae,Microcioninae,,Clathria,,,,Clathria sp
SCAMMIT List,Clathria (Clathria) asodes,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Microcionidae,Microcioninae,,Clathria,(Clathria),asodes,(de Laubenfels 1930),Clathria (Clathria) asodes
SCAMMIT List,Clathria (Microciona) microjoanna,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Microcionidae,Microcioninae,,Clathria,(Microciona),microjoanna,(de Laubenfels 1930),Clathria (Microciona) microjoanna
SCAMMIT List,Clathria (Microciona) parthena,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Microcionidae,Microcioninae,,Clathria,(Microciona),parthena,(de Laubenfels 1930),Clathria (Microciona) parthena
SCAMMIT List,Clathria (Microciona) pennata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Microcionidae,Microcioninae,,Clathria,(Microciona),pennata,(Lambe 1895),Clathria (Microciona) pennata
SCAMMIT List,Clathria (Microciona) spongigartina,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Microcionidae,Microcioninae,,Clathria,(Microciona),spongigartina,(de Laubenfels 1930),Clathria (Microciona) spongigartina
SCAMMIT List,Clathria (Thalysias) originalis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Microcionidae,Microcioninae,,Clathria,(Thalysias),originalis,(de Laubenfels 1930),Clathria (Thalysias) originalis
SCAMMIT List,Ophlitaspongiinae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Microcionidae,Ophlitaspongiinae,,,,,,Ophlitaspongiinae
SCAMMIT List,Antho sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Microcionidae,Ophlitaspongiinae,,Antho,,,,Antho sp
SCAMMIT List,Antho (Acarnia) illgi,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Microcionidae,Ophlitaspongiinae,,Antho,(Acarnia),illgi,(Bakus 1966),Antho (Acarnia) illgi
SCAMMIT List,Antho (Acarnia) karykina,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Microcionidae,Ophlitaspongiinae,,Antho,(Acarnia),karykina,(de Laubenfels 1927),Antho (Acarnia) karykina
SCAMMIT List,Hymedesmiidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Hymedesmiidae,,,,,,,Hymedesmiidae
SCAMMIT List,Acanthancora sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Hymedesmiidae,,,Acanthancora,,,,Acanthancora sp
SCAMMIT List,Acanthancora cyanocrypta,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Hymedesmiidae,,,Acanthancora,,cyanocrypta,(de Laubenfels 1930),Acanthancora cyanocrypta
SCAMMIT List,Coelosphaeridae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Coelosphaeridae,,,,,,,Coelosphaeridae
SCAMMIT List,Forcepia,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Coelosphaeridae,,,Forcepia,,,,Forcepia
SCAMMIT List,Forcepia sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Coelosphaeridae,,,Forcepia,,sp,,Forcepia sp
SCAMMIT List,Lissodendoryx sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Coelosphaeridae,,,Lissodendoryx,,,,Lissodendoryx sp
SCAMMIT List,Lissodendoryx firma,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Coelosphaeridae,,,Lissodendoryx,,firma,(Lambe 1895),Lissodendoryx firma
SCAMMIT List,Myxillidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Myxillidae,,,,,,,Myxillidae
SCAMMIT List,Myxilla sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Myxillidae,,,Myxilla,,,,Myxilla sp
SCAMMIT List,Myxilla incrustans,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Myxillidae,,,Myxilla,,incrustans,(Johnston 1842),Myxilla incrustans
SCAMMIT List,Plocamiancora sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Myxillidae,,,Plocamiancora,,,,Plocamiancora sp
SCAMMIT List,Plocamiancora igzo,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Myxillidae,,,Plocamiancora,,igzo,(de Laubenfels 1932),Plocamiancora igzo
SCAMMIT List,Tedaniidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Tedaniidae,,,,,,,Tedaniidae
SCAMMIT List,Tedania sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Tedaniidae,,,Tedania,,,,Tedania sp
SCAMMIT List,Tedania (Tedaniopsis) gurjanovae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Tedaniidae,,,Tedania,(Tedaniopsis),gurjanovae,Koltun 1958,Tedania (Tedaniopsis) gurjanovae
SCAMMIT List,Mycalidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Mycalidae,,,,,,,Mycalidae
SCAMMIT List,Mycale sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Mycalidae,,,Mycale,,,,Mycale sp
SCAMMIT List,Mycale psila,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Poecilosclerida,,,,Mycalidae,,,Mycale,,psila,(de Laubenfels 1930),Mycale psila
SCAMMIT List,Clionaida,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Clionaida,,,,,,,,,,,Clionaida
SCAMMIT List,Clionaidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Clionaida,,,,Clionaidae,,,,,,,Clionaidae
SCAMMIT List,Cliona sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Clionaida,,,,Clionaidae,,,Cliona,,,,Cliona sp
SCAMMIT List,Cliona californiana,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Clionaida,,,,Clionaidae,,,Cliona,,californiana,(de Laubenfels 1932),Cliona californiana
SCAMMIT List,Spheciospongia sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Clionaida,,,,Clionaidae,,,Spheciospongia,,,,Spheciospongia sp
SCAMMIT List,Spheciospongia confoederata,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Clionaida,,,,Clionaidae,,,Spheciospongia,,confoederata,de Laubenfels 1930,Spheciospongia confoederata
SCAMMIT List,Tethyida,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Tethyida,,,,,,,,,,,Tethyida
SCAMMIT List,Tethyida family Tethyidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Tethyida,,,,Tethyidae,,,,,,,Tethyida family Tethyidae
SCAMMIT List,Tethya sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Tethyida,,,,Tethyidae,,,Tethya,,,,Tethya sp
SCAMMIT List,Tethya californiana,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Tethyida,,,,Tethyidae,,,Tethya,,californiana,de Laubenfels 1932,Tethya californiana
SCAMMIT List,Timeidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Tethyida,,,,Timeidae,,,,,,,Timeidae
SCAMMIT List,Timea sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Tethyida,,,,Timeidae,,,Timea,,,,Timea sp
SCAMMIT List,Timea authia,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Tethyida,,,,Timeidae,,,Timea,,authia,de Laubenfels 1930,Timea authia
SCAMMIT List,Suberitida,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Suberitida,,,,,,,,,,,Suberitida
SCAMMIT List,Suberitidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Suberitida,,,,Suberitidae,,,,,,,Suberitidae
SCAMMIT List,Suberites sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Suberitida,,,,Suberitidae,,,Suberites,,,,Suberites sp
SCAMMIT List,Suberites latus,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Suberitida,,,,Suberitidae,,,Suberites,,latus,Lambe 1893,Suberites latus
SCAMMIT List,Halichondriidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Suberitida,,,,Halichondriidae,,,,,,,Halichondriidae
SCAMMIT List,Halichondria sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Suberitida,,,,Halichondriidae,,,Halichondria,,,,Halichondria sp
SCAMMIT List,Halichondria bowerbanki,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Suberitida,,,,Halichondriidae,,,Halichondria,,bowerbanki,Burton 1930,Halichondria bowerbanki
SCAMMIT List,Halichondria panicea,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Suberitida,,,,Halichondriidae,,,Halichondria,,panicea,(Pallas 1766),Halichondria panicea
SCAMMIT List,Hymeniacidon sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Suberitida,,,,Halichondriidae,,,Hymeniacidon,,,,Hymeniacidon sp
SCAMMIT List,Hymeniacidon sinapium,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Suberitida,,,,Halichondriidae,,,Hymeniacidon,,sinapium,de Laubenfels 1930,Hymeniacidon sinapium
SCAMMIT List,Hymeniacidon ungodon,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Heteroscleromorpha,,,Suberitida,,,,Halichondriidae,,,Hymeniacidon,,ungodon,de Laubenfels 1932,Hymeniacidon ungodon
SCAMMIT List,Keratosa,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Keratosa,,,,,,,,,,,,,,Keratosa
SCAMMIT List,Dictyoceratida,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Keratosa,,,Dictyoceratida,,,,,,,,,,,Dictyoceratida
SCAMMIT List,Dysideidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Keratosa,,,Dictyoceratida,,,,Dysideidae,,,,,,,Dysideidae
SCAMMIT List,Dysidea sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Keratosa,,,Dictyoceratida,,,,Dysideidae,,,Dysidea,,,,Dysidea sp
SCAMMIT List,Dysidea amblia,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Keratosa,,,Dictyoceratida,,,,Dysideidae,,,Dysidea,,amblia,(de Laubenfels 1930),Dysidea amblia
SCAMMIT List,?Dysidea sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Keratosa,,,Dictyoceratida,,,,Dysideidae,,,?Dysidea,,,,?Dysidea sp
SCAMMIT List,?Dysidea fragilis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Keratosa,,,Dictyoceratida,,,,Dysideidae,,,?Dysidea,,fragilis,(Montagu 1814),?Dysidea fragilis
SCAMMIT List,Spongiidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Keratosa,,,Dictyoceratida,,,,Spongiidae,,,,,,,Spongiidae
SCAMMIT List,Leiosella sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Keratosa,,,Dictyoceratida,,,,Spongiidae,,,Leiosella,,,,Leiosella sp
SCAMMIT List,Leiosella idia,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Keratosa,,,Dictyoceratida,,,,Spongiidae,,,Leiosella,,idia,(de Laubenfels 1932),Leiosella idia
SCAMMIT List,Thorectidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Keratosa,,,Dictyoceratida,,,,Thorectidae,,,,,,,Thorectidae
SCAMMIT List,Thorectinae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Keratosa,,,Dictyoceratida,,,,Thorectidae,Thorectinae,,,,,,Thorectinae
SCAMMIT List,Aplysinopsis,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Keratosa,,,Dictyoceratida,,,,Thorectidae,Thorectinae,,Aplysinopsis,,,,Aplysinopsis
SCAMMIT List,Aplysinopsis sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Keratosa,,,Dictyoceratida,,,,Thorectidae,Thorectinae,,Aplysinopsis,,sp,,Aplysinopsis sp
SCAMMIT List,Verongimorpha,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Verongimorpha,,,,,,,,,,,,,,Verongimorpha
SCAMMIT List,Verongiida,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Verongimorpha,,,Verongiida,,,,,,,,,,,Verongiida
SCAMMIT List,Aplysinidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Verongimorpha,,,Verongiida,,,,Aplysinidae,,,,,,,Aplysinidae
SCAMMIT List,Ailochroia sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Verongimorpha,,,Verongiida,,,,Aplysinidae,,,Ailochroia,,,,Ailochroia sp
SCAMMIT List,Ailochroia thiona,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,SILICEA,,,Demospongiae,Verongimorpha,,,Verongiida,,,,Aplysinidae,,,Ailochroia,,thiona,(de Laubenfels 1930),Ailochroia thiona
SCAMMIT List,CALCAREA,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,CALCAREA,,,,,,,,,,,,,,,,,,CALCAREA
SCAMMIT List,Calcerea,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,CALCAREA,,,Calcerea,,,,,,,,,,,,,,,Calcerea
SCAMMIT List,Calcinea,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,CALCAREA,,,Calcerea,Calcinea,,,,,,,,,,,,,,Calcinea
SCAMMIT List,Clathrinida,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,CALCAREA,,,Calcerea,Calcinea,,,Clathrinida,,,,,,,,,,,Clathrinida
SCAMMIT List,Clathrinidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,CALCAREA,,,Calcerea,Calcinea,,,Clathrinida,,,,Clathrinidae,,,,,,,Clathrinidae
SCAMMIT List,Clathrina sp,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,CALCAREA,,,Calcerea,Calcinea,,,Clathrinida,,,,Clathrinidae,,,Clathrina,,,,Clathrina sp
SCAMMIT List,Clathrina clathrus,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,CALCAREA,,,Calcerea,Calcinea,,,Clathrinida,,,,Clathrinidae,,,Clathrina,,clathrus,(Schmidt 1864),Clathrina clathrus
SCAMMIT List,Calcaronea,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,CALCAREA,,,Calcerea,Calcaronea,,,,,,,,,,,,,,Calcaronea
SCAMMIT List,Leucosolenida,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,CALCAREA,,,Calcerea,Calcaronea,,,Leucosolenida,,,,,,,,,,,Leucosolenida
SCAMMIT List,Leucosoleniidae,Donald B. Cadien | Kelvin L. Barwick | Brent M. Haggin,dcadien@lacsd.org | scoletoma@gmail.com | bhaggin@lacsd.org,,Monitored,CALCAREA,,,Calcerea,Calcaronea,,,Leucosolenida,,,,Leucosoleniidae,,,,,,,Leucosoleniidae
