Project Requested,scientific_name,Point of Contact for Submission,Email,Common Name,Survey Type,Family,ScientificNameAuthorship,Notes,TaxonId
InvertEBase Marine Invertebrates of California,Aiptasiogeton eruptaurantia,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AIPTASIIDAE,"(Field, 1949)",,153289
InvertEBase Marine Invertebrates of California,Exaiptasia diaphana,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AIPTASIIDAE,"(Rapp, 1829)",,149875
InvertEBase Marine Invertebrates of California,Akatopora tincta,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AKATOPORIDAE,"(Hastings, 1930)",,123034
InvertEBase Marine Invertebrates of California,Blepharipoda occidentalis,Dean Pentcheff,pentcheff@gmail.com ,spiny mole crab,Inventory,ALBUNEIDAE,"J. W. Randall, 1840",,76795
InvertEBase Marine Invertebrates of California,Lepidopa californica,Dean Pentcheff,pentcheff@gmail.com ,California mole crab,Inventory,ALBUNEIDAE,"Efford, 1971",,76777
InvertEBase Marine Invertebrates of California,Lepidopa myops,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,ALBUNEIDAE,"Stimpson, 1860",,76778
InvertEBase Marine Invertebrates of California,Lophomastix diomedeae,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,ALBUNEIDAE,"J. E. Benedict, 1904",,76796
InvertEBase Marine Invertebrates of California,Plotohelmis tenuis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,ALCIOPIDAE,,,85134
InvertEBase Marine Invertebrates of California,Bathyalcyon robustum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,ALCYONIIDAE,"Versluys, 1906",,237074
InvertEBase Marine Invertebrates of California,Discophyton rudyi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,ALCYONIIDAE,"(Verseveldt & van Ofwegen, 1992)",,118800
InvertEBase Marine Invertebrates of California,Eleutherobia rubra,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,ALCYONIIDAE,"(Brundin, 1896)",,249196
InvertEBase Marine Invertebrates of California,Gersemia fruticosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,ALCYONIIDAE,,,31493
InvertEBase Marine Invertebrates of California,Gersemia rubiformis,Dean Pentcheff,pentcheff@gmail.com ,sea strawberry,Inventory,ALCYONIIDAE,"(Ehrenberg, 1834)",,31491
InvertEBase Marine Invertebrates of California,Heteropolypus ritteri,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,ALCYONIIDAE,"(Nutting, 1909)",,116048
InvertEBase Marine Invertebrates of California,Thrombophyton coronatum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,ALCYONIIDAE,"McFadden & Hochberg, 2003",,163200
InvertEBase Marine Invertebrates of California,Thrombophyton trachydermum,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,ALCYONIIDAE,"McFadden & Hochberg, 2003",,150039
InvertEBase Marine Invertebrates of California,Alloniscus mirabilis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,ALLONISCIDAE,"(Stuxberg, 1875)",,70949
InvertEBase Marine Invertebrates of California,Alloniscus perconvexus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,ALLONISCIDAE,"Dana, 1856",,75519
InvertEBase Marine Invertebrates of California,Haliphron atlanticus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,ALLOPOSIDAE,"Steenstrup, 1861",,22895
InvertEBase Marine Invertebrates of California,Alpheopsis equidactylus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,ALPHEIDAE,"(Lockington, 1877)",,75990
InvertEBase Marine Invertebrates of California,Alpheus bellimanus,Dean Pentcheff,pentcheff@gmail.com ,olive snapping shrimp,Inventory,ALPHEIDAE,"Lockington, 1877",,75924
InvertEBase Marine Invertebrates of California,Alpheus californiensis,Dean Pentcheff,pentcheff@gmail.com ,mudflat snapping shrimp,Inventory,ALPHEIDAE,"Holmes, 1900",,75926
InvertEBase Marine Invertebrates of California,Alpheus clamator,Dean Pentcheff,pentcheff@gmail.com ,twistclaw pistol shrimp,Inventory,ALPHEIDAE,"Lockington, 1877",,75919
InvertEBase Marine Invertebrates of California,Alpheus dentipes,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,ALPHEIDAE,"Guérin, 1832",,115796
InvertEBase Marine Invertebrates of California,Betaeus ensenadensis,Dean Pentcheff,pentcheff@gmail.com ,mudflat visored shrimp,Inventory,ALPHEIDAE,"Glassell, 1938",,75973
InvertEBase Marine Invertebrates of California,Betaeus gracilis,Dean Pentcheff,pentcheff@gmail.com ,kelp visored shrimp,Inventory,ALPHEIDAE,"J. F. L. Hart, 1964",,75974
InvertEBase Marine Invertebrates of California,Betaeus harfordi,Dean Pentcheff,pentcheff@gmail.com ,abalone visored shrimp,Inventory,ALPHEIDAE,"(Kingsley, 1878)",,75975
InvertEBase Marine Invertebrates of California,Betaeus harrimani,Dean Pentcheff,pentcheff@gmail.com ,Northern hooded shrimp,Inventory,ALPHEIDAE,"M. J. Rathbun, 1904",,75970
InvertEBase Marine Invertebrates of California,Betaeus longidactylus,Dean Pentcheff,pentcheff@gmail.com ,visored shrimp,Inventory,ALPHEIDAE,"Lockington, 1877",,75976
InvertEBase Marine Invertebrates of California,Betaeus macginitieae,Dean Pentcheff,pentcheff@gmail.com ,urchin visored shrimp,Inventory,ALPHEIDAE,"J. F. L. Hart, 1964",,75977
InvertEBase Marine Invertebrates of California,Betaeus setosus,Dean Pentcheff,pentcheff@gmail.com ,fuzzy hooded shrimp,Inventory,ALPHEIDAE,"J. F. L. Hart, 1964",,75971
InvertEBase Marine Invertebrates of California,Synalpheus lockingtoni,Dean Pentcheff,pentcheff@gmail.com ,littoral pistol shrimp,Inventory,ALPHEIDAE,"Coutière, 1909",,76014
InvertEBase Marine Invertebrates of California,Alvinella caudata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,ALVINELLIDAE,"Desbruyères & Laubier, 1986",,123257
InvertEBase Marine Invertebrates of California,Alvinella pompejana,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,ALVINELLIDAE,"Desbruyères & Laubier, 1980",,123258
InvertEBase Marine Invertebrates of California,Amathillopsis annectens,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMATHILLOPSIDAE,,,46204
InvertEBase Marine Invertebrates of California,Cyclothyca corrugata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMATHINIDAE,"(Stearns, 1890)",,246279
InvertEBase Marine Invertebrates of California,Iselica fenestrata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMATHINIDAE,"(Carpenter, 1864)",,135192
InvertEBase Marine Invertebrates of California,Iselica obtusa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMATHINIDAE,"(Carpenter, 1864)",,6701
InvertEBase Marine Invertebrates of California,Iselica ovoidea,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMATHINIDAE,"(Gould, 1853)",,6702
InvertEBase Marine Invertebrates of California,Ameira longipes,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMEIRIDAE,"Boeck, 1865",,55968
InvertEBase Marine Invertebrates of California,Praeleptomesochra similis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMEIRIDAE,"Lang, 1965",,52001
InvertEBase Marine Invertebrates of California,Achelia alaskensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMMOTHEIDAE,"(Cole, 1904)",,115558
InvertEBase Marine Invertebrates of California,Achelia chelata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMMOTHEIDAE,,,92528
InvertEBase Marine Invertebrates of California,Achelia echinata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMMOTHEIDAE,,,92534
InvertEBase Marine Invertebrates of California,Achelia gracilipes,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMMOTHEIDAE,,,92532
InvertEBase Marine Invertebrates of California,Achelia latifrons,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMMOTHEIDAE,"(Cole, 1904)",,234362
InvertEBase Marine Invertebrates of California,Achelia nudiuscula,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMMOTHEIDAE,,,92531
InvertEBase Marine Invertebrates of California,Achelia simplissima,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMMOTHEIDAE,"(Hilton, 1939)",,235652
InvertEBase Marine Invertebrates of California,Achelia spinoseta,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMMOTHEIDAE,,,92533
InvertEBase Marine Invertebrates of California,Ammothea gracilipes,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMMOTHEIDAE,,,92524
InvertEBase Marine Invertebrates of California,Ammothea hilgendorfi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMMOTHEIDAE,,,92527
InvertEBase Marine Invertebrates of California,Ammothella biunguiculata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMMOTHEIDAE,"(Dohrn, 1881)",,115832
InvertEBase Marine Invertebrates of California,Ammothella menziesi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMMOTHEIDAE,"Hedgpeth, 1951",,235664
InvertEBase Marine Invertebrates of California,Ammothella setosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMMOTHEIDAE,,,92539
InvertEBase Marine Invertebrates of California,Ammothella spinifera,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMMOTHEIDAE,,,92538
InvertEBase Marine Invertebrates of California,Ammothella tuberculata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMMOTHEIDAE,,,92537
InvertEBase Marine Invertebrates of California,Ascorhynchus japonicus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMMOTHEIDAE,"Ives, 1891",,116258
InvertEBase Marine Invertebrates of California,Eurycyde spinosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMMOTHEIDAE,"Hilton, 1916",,92550
InvertEBase Marine Invertebrates of California,Lecythorhynchus marginatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMMOTHEIDAE,,,92546
InvertEBase Marine Invertebrates of California,Nymphopsis spinosissima,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMMOTHEIDAE,,,92551
InvertEBase Marine Invertebrates of California,Colligyrus convexus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMNICOLIDAE,"Hershler, Frest, H.-P. Liu & Johannes, 2003",,244598
InvertEBase Marine Invertebrates of California,Ampelisca abdita,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"Mills, 1964",,58658
InvertEBase Marine Invertebrates of California,Ampelisca agassizi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"(Judd, 1896)",,58661
InvertEBase Marine Invertebrates of California,Ampelisca brevisimulata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"J. L. Barnard, 1954",,58675
InvertEBase Marine Invertebrates of California,Ampelisca careyi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"Dickinson, 1982",,58685
InvertEBase Marine Invertebrates of California,Ampelisca coeca,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"Holmes, 1908",,45871
InvertEBase Marine Invertebrates of California,Ampelisca cristata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"Holmes, 1908",,58662
InvertEBase Marine Invertebrates of California,Ampelisca eoa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"Gurjanova, 1951",,58654
InvertEBase Marine Invertebrates of California,Ampelisca eschrichtii,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"Krøyer, 1842",,166515
InvertEBase Marine Invertebrates of California,Ampelisca furcigera,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"Bulycheva, 1936",,58656
InvertEBase Marine Invertebrates of California,Ampelisca hancocki,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"J. L. Barnard, 1954",,58663
InvertEBase Marine Invertebrates of California,Ampelisca indentata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"J. L. Barnard, 1954",,58676
InvertEBase Marine Invertebrates of California,Ampelisca lobata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"Holmes, 1908",,58684
InvertEBase Marine Invertebrates of California,Ampelisca macrocephala,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"Lilljeborg, 1852",,58651
InvertEBase Marine Invertebrates of California,Ampelisca milleri,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"J. L. Barnard, 1954",,58677
InvertEBase Marine Invertebrates of California,Ampelisca pacifica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"Holmes, 1908",,58678
InvertEBase Marine Invertebrates of California,Ampelisca plumosa,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"Holmes, 1908",,45932
InvertEBase Marine Invertebrates of California,Ampelisca pugetica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"Stimpson, 1864",,58664
InvertEBase Marine Invertebrates of California,Ampelisca romigi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"J. L. Barnard, 1954",,58680
InvertEBase Marine Invertebrates of California,Ampelisca shoemakeri,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"J. L. Barnard, 1954",,58681
InvertEBase Marine Invertebrates of California,Ampelisca unsocalae,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"J. L. Barnard, 1960",,58682
InvertEBase Marine Invertebrates of California,Ampelisca venetiensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"Shoemaker, 1916",,58672
InvertEBase Marine Invertebrates of California,Byblis barbarensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"J. L. Barnard, 1960",,58696
InvertEBase Marine Invertebrates of California,Byblis bathyalis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"J. L. Barnard, 1966",,50376
InvertEBase Marine Invertebrates of California,Byblis crassicornis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"Metzger, 1875",,58689
InvertEBase Marine Invertebrates of California,Byblis gaimardi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"(Krøyer, 1846)",,58690
InvertEBase Marine Invertebrates of California,Byblis millsi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"Dickinson, 1983",,58697
InvertEBase Marine Invertebrates of California,Byblis orientalis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"J.L. Barnard, 1967",,240488
InvertEBase Marine Invertebrates of California,Byblis tannerensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"J. L. Barnard, 1966",,50382
InvertEBase Marine Invertebrates of California,Byblis veleronis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"J. L. Barnard, 1954",,58694
InvertEBase Marine Invertebrates of California,Haploops lodo,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"J. L. Barnard, 1961",,50385
InvertEBase Marine Invertebrates of California,Haploops tubicola,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPELISCIDAE,"Lilljeborg, 1855",,58702
InvertEBase Marine Invertebrates of California,Amage anops,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,,,86902
InvertEBase Marine Invertebrates of California,Amage arieticornuta,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,,,86908
InvertEBase Marine Invertebrates of California,Amage perfecta,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,,,86903
InvertEBase Marine Invertebrates of California,Amage scutata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,,,86906
InvertEBase Marine Invertebrates of California,Ampharete acutifrons,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,"(Grube, 1860)",,86916
InvertEBase Marine Invertebrates of California,Ampharete arctica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,Malmgren,,86909
InvertEBase Marine Invertebrates of California,Ampharete californica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,"(Hilbig, 2000)",,237910
InvertEBase Marine Invertebrates of California,Ampharete cornuta,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,"(Hilbig, 2000)",,237912
InvertEBase Marine Invertebrates of California,Ampharete finmarchica,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,,,86922
InvertEBase Marine Invertebrates of California,Ampharete goesi,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,,,86915
InvertEBase Marine Invertebrates of California,Ampharete labrops,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,,,86923
InvertEBase Marine Invertebrates of California,Amphicteis glabra,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,,,86926
InvertEBase Marine Invertebrates of California,Amphicteis gunneri,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,"(Sars, 1835)",,86927
InvertEBase Marine Invertebrates of California,Amphicteis mucronata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,"Moore, 1923",,115861
InvertEBase Marine Invertebrates of California,Amphicteis scaphobranchiata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,,,86928
InvertEBase Marine Invertebrates of California,Amphisamytha bioculata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,,,86972
InvertEBase Marine Invertebrates of California,Amphisamytha galapagensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,"Zottoli, 1983",,123495
InvertEBase Marine Invertebrates of California,Anobothrus gracilis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,(Malmgren),,86952
InvertEBase Marine Invertebrates of California,Anobothrus paleatus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,"Hilbig, 2000",,236659
InvertEBase Marine Invertebrates of California,Asabellides lineata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,,,86962
InvertEBase Marine Invertebrates of California,Glyphanostomum pallescens,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,"(Theel, 1879)",,86963
InvertEBase Marine Invertebrates of California,Grassleia hydrothermalis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,"Solis-Weiss, 1993",,258221
InvertEBase Marine Invertebrates of California,Lysippe annectens,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,,,86938
InvertEBase Marine Invertebrates of California,Melinna cristata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,"(Sars, 1851)",,86939
InvertEBase Marine Invertebrates of California,Melinna denticulata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,,,86940
InvertEBase Marine Invertebrates of California,Melinna elisabethae,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,,,86941
InvertEBase Marine Invertebrates of California,Melinna heterodonta,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,,,86943
InvertEBase Marine Invertebrates of California,Melinna oculata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,,,86944
InvertEBase Marine Invertebrates of California,Melinnampharete gracilis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,,,86989
InvertEBase Marine Invertebrates of California,Phyllocomus hiltoni,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,"(Chamberlin, 1919)",,157383
InvertEBase Marine Invertebrates of California,Samytha californiensis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,,,86968
InvertEBase Marine Invertebrates of California,Samytha sexcirrata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,(Sars),,86967
InvertEBase Marine Invertebrates of California,Schistocomus hiltoni,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHARETIDAE,,,86979
InvertEBase Marine Invertebrates of California,Amphilepis platytata,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHILEPIDIDAE,,,26214
InvertEBase Marine Invertebrates of California,Amphilochus litoralis,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHILOCHIDAE,"Stout, 1912",,58710
InvertEBase Marine Invertebrates of California,Amphilochus neapolitanus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHILOCHIDAE,"Della Valle, 1893",,58709
InvertEBase Marine Invertebrates of California,Amphilochus picadurus,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHILOCHIDAE,"J. L. Barnard, 1962",,58714
InvertEBase Marine Invertebrates of California,Gitana calitemplado,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHILOCHIDAE,"J. L. Barnard, 1962",,50398
InvertEBase Marine Invertebrates of California,Gitanopsis vilordes,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHILOCHIDAE,"J. L. Barnard, 1962",,58719
InvertEBase Marine Invertebrates of California,Alexandromenia valida,Dean Pentcheff,pentcheff@gmail.com ,,Inventory,AMPHIMENIIDAE,"Heath, 1911",,115775
