Family,ScientificName,ScientificNameAuthorship,CommonName,Notes,TaxonId
MYTILIDAE,"Amygdalum arborescens","(Fischer von Waldheim, 1807)",,,123629
MYTILIDAE,"Amygdalum pallidulum","(Dall, 1916)",,,15668
MYTILIDAE,"Amygdalum papyrium","(Conrad, 1846)","Atlantic papermussel",,15664
MYTILIDAE,"Amygdalum politum","(A. E. Verrill and S. Smith, 1880)","polished papermussel",,15667
MYTILIDAE,"Arcuatula senhousia","(Benson, 1842)",,,127107
MYTILIDAE,"Aulacomya atra","(Molina, 1782)",,,116429
MYTILIDAE,"Brachidontes adamsianus","(Dunker, 1857)","Adams mussel",,15661
MYTILIDAE,"Brachidontes exustus","(Linnaeus, 1758)","scorched mussel",,15655
MYTILIDAE,"Brachidontes sculptus","(Iredale, 1939)",,,208734
MYTILIDAE,"Brachidontes semilaevis","(Menke, 1848)",,,116751
MYTILIDAE,"Choromytilus chorus","(Molina, 1782)",,,117438
MYTILIDAE,"Choromytilus palliopunctatus","(Carpenter, 1857)",,,117440
MYTILIDAE,"Crenella decussata","(Montagu, 1808)","cross-sculpture crenella",,15604
MYTILIDAE,"Crenella divaricata","(d'Orbigny, 1853)",,,15608
MYTILIDAE,"Dacrydium pacificum","Dall, 1916","Pacific glassy-mussel",,15639
MYTILIDAE,"Geukensia demissa","(Dillwyn, 1817)","ribbed mussel",,15681
MYTILIDAE,"Geukensia granosissima","(G. B. Sowerby III, 1914)","southern ribbed-mussel",,11521
MYTILIDAE,"Gregariella chenui","(Recluz, 1842)","Chenu mussel",,15673
MYTILIDAE,"Gregariella coarctata","(Carpenter, 1857)","cancellate mussel",,11529
MYTILIDAE,"Gregariella coralliophaga","(Gmelin, 1791)","coral-eating mussel",,15672
MYTILIDAE,"Idas washingtonius","(Bernard, 1978)",,,180042
MYTILIDAE,"Ischadium recurvum","(Rafinesque, 1820)","hooked mussel",,15684
MYTILIDAE,"Leiosolenus aristatus","(Dillwyn, 1817)",,,138299
MYTILIDAE,"Leiosolenus attenuatus","(Deshayes, 1836)",,,152430
MYTILIDAE,"Leiosolenus bisulcatus","(d'Orbigny, 1853)",,,135543
MYTILIDAE,"Leiosolenus plumula","(Hanley, 1843)",,,152432
MYTILIDAE,"Lithophaga aristata","(Dillwyn, 1817)","scissor datemussel",,15676
MYTILIDAE,"Lithophaga attenuata","(Deshayes, 1836)","attenuated datemussel",,11586
MYTILIDAE,"Lithophaga plumula","(Hanley, 1844)","kelsey datemussel",,15679
MYTILIDAE,"Megacrenella columbiana","(Dall, 1897)",,,15614
MYTILIDAE,"Modiolatus neglectus","(Soot-Ryen, 1955)",,,208797
MYTILIDAE,"Modiolatus plicatus","(Gmelin, 1791)",,,137819
MYTILIDAE,"Modiolus americanus","(Leach, 1815)","American horsemussel",,15645
MYTILIDAE,"Modiolus capax","(Conrad, 1837)","fat horsemussel",,15648
MYTILIDAE,"Modiolus carpenteri","Soot-Ryen, 1963","California horsemussel",,15650
MYTILIDAE,"Modiolus demissus",,,,15643
MYTILIDAE,"Modiolus eiseni","A. M. Strong & Hertlein, 1937",,,15651
MYTILIDAE,"Modiolus modiolus","(Linnaeus, 1758)","Kurile horsemussel",,15642
MYTILIDAE,"Modiolus neglectus","Soot-Ryen, 1955","neglected horsemussel",,15649
MYTILIDAE,"Modiolus rectus","(Conrad, 1837)","fan horsemussel",,15644
MYTILIDAE,"Modiolus sacculifer","(S. S. Berry, 1953)","bag horsemussel",,15654
MYTILIDAE,"Musculista senhousia","(Benson, 1842)",,,15694
MYTILIDAE,"Musculus pygmaeus","Glynn, 1964",,,15628
MYTILIDAE,"Musculus senhousei","(Benson, 1842)",,,15638
MYTILIDAE,"Mytella charruana","(d'Orbigny, 1842)",,,138332
MYTILIDAE,"Mytella guyanensis","(Lamarck, 1819)",,,120937
MYTILIDAE,"Mytella tumbezensis","(Pilsbry & Olsson, 1935)",,,115050
MYTILIDAE,"Mytilisepta bifurcata","(Conrad, 1837)",,,163526
MYTILIDAE,"Mytilus californianus","Conrad, 1837","California mussel",,15602
MYTILIDAE,"Mytilus edulis","Linnaeus, 1758","edible blue mussel",,15601
MYTILIDAE,"Mytilus edulis edulis",,,,138353
MYTILIDAE,"Mytilus galloprovincialis","Lamarck, 1819","Mediterranean mussel",,15603
MYTILIDAE,"Mytilus trossulus","Gould, 1850","foolish mussel",,11618
MYTILIDAE,"Perumytilus purpuratus","(Lamarck, 1819)",,,116749
MYTILIDAE,"Septifer bifurcatus","(Conrad, 1837)","bifurcate mussel",,15692
MYTILIDAE,"Solamen columbianum","(Dall, 1897)","British Columbia crenella",,11757
MYTILIDAE,"Solamen megas","(Dall, 1902)","giant crenella",,11759
MYXILLIDAE,"Anaata brepha","de Laubenfels, 1930",,,103612
MYXILLIDAE,"Anaata spongigartina","de Laubenfels, 1930",,,103611
MYXILLIDAE,"Ectyomyxilla parasitica","(Lambe, 1893)",,,103679
MYXILLIDAE,"Ectyonopsis hartmani","(Bakus, 1966)",,,136665
MYXILLIDAE,"Hymenamphiastra cyanocrypta","de Laubenfels, 1930",,,103620
MYXILLIDAE,"Myxilla agennes","de Laubenfels, 1930",,,103648
MYXILLIDAE,"Myxilla incrustans","(Esper, 1805)",,,103642
MYXILLIDAE,"Plocamiancora igzo","(Laubenfels, 1932)",,,162591
NACELLIDAE,"Cellana exarata","(Reeve, 1854)",,,119339
NACELLIDAE,"Cellana grata","(Gould, 1859)",,,119341
NAIDIDAE,"Aktedrilus locyi","Erséus, 1980",,,234962
NAIDIDAE,"Dero digitata","(Mueller, 1773)",,,87675
NAIDIDAE,"Dero vaga","(Leidy, 1880)",,,87686
NAIDIDAE,"Paranais frici","Hrabe, 1941",,,87642
NAIDIDAE,"Slavina appendiculata","(D'udekem, 1855)",,,87635
NAIDIDAE,"Stylaria fossularis","Leidy, 1852",,,87649
NAIDIDAE,"Thalassodrilides gurwitschi","(Hrabĕ, 1971)",,,177307
NANNASTACIDAE,"Campylaspis biplicata","Watling and McCann, 1997",,,39420
NANNASTACIDAE,"Campylaspis blakei","Watling and McCann, 1997",,,39421
NANNASTACIDAE,"Campylaspis canaliculata","Zimmer, 1936",,,41512
NANNASTACIDAE,"Campylaspis crispa",,,,41521
NANNASTACIDAE,"Campylaspis maculinodulosa","Watling and McCann, 1997",,,39423
NANNASTACIDAE,"Campylaspis rubromaculata","Lie, 1969",,,41529
NANNASTACIDAE,"Campylaspis rufa","J. F. L. Hart, 1930",,,41511
NANNASTACIDAE,"Cumella californica","Watling and McCann, 1997",,,39431
NANNASTACIDAE,"Cumella morion","Watling and McCann, 1997",,,39435
NANNASTACIDAE,"Cumella vulgaris","J. F. L. Hart, 1930",,,41539
NANNASTACIDAE,"Procampylaspis caenosa","Watling and McCann, 1997",,,39440
NANNOSQUILLIDAE,"Nannosquilla anomala","Manning, 1967",,,60198
NAOBRANCHIIDAE,"Naobranchia cygniformis","Hesse, 1863",,,147837
NAOBRANCHIIDAE,"Naobranchia microsoma","Dojiri, 1981",,,51944
NAOBRANCHIIDAE,"Naobranchia occidentalis","C. B. Wilson, 1915",,,57798
NAOBRANCHIIDAE,"Naobranchia scorpaenae","Dojiri, 1981",,,51945
NASITREMATIDAE,"Nasitrema globicephalae",,,,109878
NASSARIIDAE,"Antillophos veraguensis","(Hinds, 1843)",,,124006
NASSARIIDAE,"Caesia fossata","(A. Gould, 1850)",,,276171
NASSARIIDAE,"Caesia perpinguis","(Hinds, 1844)",,,224314
NASSARIIDAE,"Ilyanassa obsoleta","(Say, 1822)","eastern mudsnail",,13433
NASSARIIDAE,"Nassarius angulicostis","(Pilsbry and Lowe, 1932)",,,13395
NASSARIIDAE,"Nassarius antillarum","(d'Orbigny, 1842)","Antilles nassa",,13386
NASSARIIDAE,"Nassarius bailyi","(Pilsbry & Lowe, 1932)",,,138566
NASSARIIDAE,"Nassarius catallus","(Dall, 1908)",,,13397
NASSARIIDAE,"Nassarius cerritensis","(Arnold, 1903)",,,13399
NASSARIIDAE,"Nassarius delosi","(Woodring, 1946)",,,11619
NASSARIIDAE,"Nassarius fossatus","(Gould, 1850)","channeled nassa",,13380
NASSARIIDAE,"Nassarius gayii","(Kiener, 1834)",,,138705
NASSARIIDAE,"Nassarius guaymasensis","(Pilsbry and Lowe, 1932)",,,13401
NASSARIIDAE,"Nassarius howardae","Chace, 1958",,,13403
NASSARIIDAE,"Nassarius insculptus","(Carpenter, 1864)","smooth western nassa",,13404
NASSARIIDAE,"Nassarius iodes","(Dall, 1917)",,,13406
NASSARIIDAE,"Nassarius limacinus","(Dall, 1917)",,,13407
NASSARIIDAE,"Nassarius mendicus","(Gould, 1850)","lean nassa",,13373
NASSARIIDAE,"Nassarius moestus","(Hinds, 1844)",,,13419
NASSARIIDAE,"Nassarius nodicinctus","(A. Adams, 1852)",,,138795
NASSARIIDAE,"Nassarius obsoletus","(Say, 1822)","eastern mudsnail",,13378
NASSARIIDAE,"Nassarius perpinguis","(Hinds, 1844)","fat western nassa",,13424
NASSARIIDAE,"Nassarius rhinetes","S. S. Berry, 1953","California nassa",,13425
NASSARIIDAE,"Nassarius striatus","(C. B. Adams, 1852)",,,175814
NASSARIIDAE,"Nassarius tiarula","(Kiener, 1841)","western mud nassa",,13393
NASSARIIDAE,"Nassarius versicolor","(C. B. Adams, 1852)",,,13410
NASSARIIDAE,"Northia northiae","(Gray in Griffith & Pidgeon, 1833)",,,121095
NASSARIIDAE,"Phrontis nassiformis","(Lesson, 1842)",,,120990
NASSARIIDAE,"Phrontis pagoda","(Reeve, 1844)",,,161334
NASSARIIDAE,"Phrontis tiarula","(Kiener, 1841)",,,213920
NASSARIIDAE,"Tritia denticulata","(A. Adams, 1852)",,,138642
NASSARIIDAE,"Tritia obsoleta","(Say, 1822)",,,115372
NATICIDAE,"Calinaticina oldroydii","(Dall, 1897)",,,5783
NATICIDAE,"Conuber conicum","(Lamarck, 1822)",,,119535
NATICIDAE,"Cryptonatica affinis","(Gmelin, 1791)","arctic moonsnail",,2897
NATICIDAE,"Eunaticina oldroydii","(Dall, 1897)",,,257534
NATICIDAE,"Euspira lewisii","(Gould, 1847)",,,2977
NATICIDAE,"Euspira nana","(Møller, 1842)","tiny moonsnail",,2978
NATICIDAE,"Euspira pallida","(Broderip & G. B. Sowerby I, 1829)","pale moonsnail",,2979
NATICIDAE,"Glossaulax draconis","(Dall, 1903)",,,120110
NATICIDAE,"Glossaulax reclusiana","(Deshayes, 1839)",,,145738
NATICIDAE,"Hypterita helicoides","(Gray, 1825)",,,120297
NATICIDAE,"Natica broderipiana","Récluz, 1844",,,121008
NATICIDAE,"Natica marochiensis","(Gmelin, 1791)","Morocco moonsnail",,5704
NATICIDAE,"Natica othello","Dall, 1908",,,156095
NATICIDAE,"Natica scethra","Dall, 1908",,,175818
NATICIDAE,"Neverita lewisii","(A. Gould, 1847)",,,121076
NATICIDAE,"Neverita reclusiana","(Deshayes, 1839)","tall moonsnail",,5754
NATICIDAE,"Notocochlis chemnitzii","(L. Pfeiffer, 1840)",,,121010
NATICIDAE,"Polinices bifasciatus","(Gray in Griffith & Pidgeon, 1833)",,,5740
NATICIDAE,"Polinices draconis","(Dall, 1903)",,,5724
NATICIDAE,"Polinices heros","Say, 1822",,,5732
NATICIDAE,"Polinices panamaensis","(Récluz, 1844)",,,121502
NATICIDAE,"Polinices peselephanti","(Link, 1807)",,,139455
NATICIDAE,"Polinices uber","(Valenciennes, 1832)",,,5755
NATICIDAE,"Pseudopolinices nanus","(Møller, 1842)",,,223448
NATICIDAE,"Sinum debile","(Gould, 1853)","slight baby ear",,5763
NATICIDAE,"Sinum keratium","Dall, 1919",,,210866
NATICIDAE,"Sinum neritoideum","(Linnaeus, 1758)",,,143038
NATICIDAE,"Sinum perspectivum","(Say, 1831)","white baby ear",,5759
NATICIDAE,"Sinum scopulosum","(Conrad, 1849)","fat baby ear",,5761
NATICIDAE,"Tanea sagittata","(Menke, 1843)",,,121104
NATICIDAE,"Tectonatica tecta","(Anton, 1838)",,,121964
NAUSITHOIDAE,"Nausithoe rubra","Vanhöffen, 1902",,,28092
NAUTILIDAE,"Nautilus pompilius","Linnaeus, 1758",,,11265
NEBALIIDAE,"Nebalia bipes","(O. Fabricius, 1780)",,,37230
NEBALIIDAE,"Nebalia daytoni","Vetter, 1996","Dayton sea flea",,36940
NEBALIIDAE,"Nebalia gerkenae","Haney and Martin, 2000","Gerken sea flea",,36941
NEBALIIDAE,"Nebalia hessleri","Martin, Vetter and Cash-Clark, 1996","Hessler sea flea",,36942
NEBALIIDAE,"Nebalia pugettensis",,,,37231
NECTONEMERTIDAE,"Nectonemertes mirabilis","Verrill, 1892",,,167196
NEESIIDAE,"Paranemertes californica","Coe, 1904",,,167528
NEESIIDAE,"Paranemertes peregrina","Coe, 1901",,,156978
NEILONELLIDAE,"Neilonella gibbsii","(Dall, 1897)",,,165642
NEILONELLIDAE,"Neilonella ritteri","(Dall, 1916)",,,159669
NEMATOTAENIIDAE,"Distoichometra bufonis","Dickey, 1921",,,257068
NEOBRADYIDAE,"Marsteinia similis","Drzycimski, 1968",,,52153
NEOECHINORHYNCHIDAE,"Neoechinorhynchus emydis","(Leidy, 1851)",,,167208
NEOLEPETOPSIDAE,"Neolepetopsis gordensis","McLean, 1990",,,165648
NEOLEPTONIDAE,"Bernardina bakeri","Dall, 1910",,,20871
NEOLEPTONIDAE,"Halodakra brunnea","(Dall, 1916)",,,20874
NEOLEPTONIDAE,"Halodakra salmonea","(Carpenter, 1864)",,,20872
NEOLEPTONIDAE,"Halodakra subtrigona","(Carpenter, 1857)",,,20873
NEOLEPTONIDAE,"Neolepton salmoneum","(Carpenter, 1864)",,,150958
NEOLEPTONIDAE,"Neolepton subtrigonum","(Carpenter, 1857)",,,163759
NEOPILINIDAE,"Laevipilina hyalina","(McLean, 1979)",,,3071
NEOTANAIDAE,"Neotanais armiger","Wolff, 1956",,,58026
NEPHROPIDAE,"Homarus americanus","H. Milne Edwards, 1837","American lobster",,80040
NEPHTYIDAE,"Aglaophamus dicirris",,,,85652
NEPHTYIDAE,"Aglaophamus paucilamellata","Fauchald, 1972",,,172339
NEPHTYIDAE,"Aglaophamus verrilli",,,,85649
NEPHTYIDAE,"Nephtys assignis",,,,85635
NEPHTYIDAE,"Nephtys assimilis",,,,85613
NEPHTYIDAE,"Nephtys caeca",(Fabricius),,,85615
NEPHTYIDAE,"Nephtys caecoides",,,,85633
NEPHTYIDAE,"Nephtys californiensis",,,,85627
NEPHTYIDAE,"Nephtys cornuta",,,,85616
NEPHTYIDAE,"Nephtys cornuta franciscana",,,,92052
NEPHTYIDAE,"Nephtys discors",,,,85620
NEPHTYIDAE,"Nephtys ferruginea",,,,85625
NEPHTYIDAE,"Nephtys glabra",,,,85638
NEPHTYIDAE,"Nephtys parva",,,,85634
NEPHTYIDAE,"Nephtys punctata",,,,85617
NEREIDIDAE,"Alitta brandti","Malmgren, 1865",,,149666
NEREIDIDAE,"Alitta plenidentata","(Moore, 1909)",,,235111
NEREIDIDAE,"Alitta succinea","(Leuckart, 1847)",,,123143
NEREIDIDAE,"Ceratocephale pacifica",,,,85579
NEREIDIDAE,"Ceratonereis mirabilis",,,,85504
NEREIDIDAE,"Ceratonereis paucidentata",,,,85500
NEREIDIDAE,"Cheilonereis cyclurus","(Harrington, 1897)",,,85514
NEREIDIDAE,"Gymnonereis crosslandi",,,,85599
NEREIDIDAE,"Hediste diversicolor",,,,85601
NEREIDIDAE,"Hediste limnicola","(Johnson, 1903)",,,146241
NEREIDIDAE,"Micronereis nanaimoensis",,,,85581
NEREIDIDAE,"Neanthes acuminata",,,,85525
NEREIDIDAE,"Neanthes arenaceodentata","Moore, 1903",,,85521
NEREIDIDAE,"Neanthes brandti",,,,85515
NEREIDIDAE,"Neanthes succinea","Frey and Leuckart, 1847",,,85540
NEREIDIDAE,"Neanthes virens","(Sars, 1835)",,,85517
NEREIDIDAE,"Nereis acuminata",,,,85548
NEREIDIDAE,"Nereis eakini","Hartman, 1936",,,156195
NEREIDIDAE,"Nereis grubei",,,,85535
NEREIDIDAE,"Nereis latescens",,,,85552
NEREIDIDAE,"Nereis limnicola","Johnson, 1903",,,85527
NEREIDIDAE,"Nereis mediator",,,,85543
NEREIDIDAE,"Nereis neoneanthes","Hartman, 1948",,,162016
NEREIDIDAE,"Nereis pelagica",,,,85530
NEREIDIDAE,"Nereis pelagica neonigripes",Hartman,,,92050
NEREIDIDAE,"Nereis piscesae","Blake & Hilbig, 1990",,,165650
NEREIDIDAE,"Nereis procera",,,,85532
NEREIDIDAE,"Nereis sandersi","Blake, 1985",,,165651
NEREIDIDAE,"Nereis vexillosa",,,,85533
NEREIDIDAE,"Nereis zonata",,,,85534
NEREIDIDAE,"Platynereis agassizi",,,,85570
NEREIDIDAE,"Platynereis bicanaliculata","(Baird, 1863)",,,85569
NEREIDIDAE,"Platynereis dumerilii","Audouin and Milne-Edwards, 1833",,,85571
NERITIDAE,"Nerita albicilla","Linnaeus, 1758",,,115058
NERITIDAE,"Nerita funiculata","Menke, 1851",,,12307
NERITIDAE,"Nerita scabricosta","Lamarck, 1822",,,12306
NERITIDAE,"Puperita pupa","(Linnaeus, 1767)","zebra nerite",,12308
NERITIDAE,"Theodoxus luteofasciatus","Miller, 1879",,,19678
NERITIDAE,"Vitta luteofasciata","(Miller, 1879)",,,180973
NEXILIDAE,"Nexilis epichitonius",,,,106035
NIPHATIDAE,"Amphimedon trindanea","(Ristau, 1978)",,,115872
NIPHATIDAE,"Niphates lunisimilis","(De Laubenfels, 1930)",,,162024
NOCTUIDAE,"Plesiophysa pilsbryi","Aguayo, 1935",,,165819
NODOSARIIDAE,"Frondicularia gigas","Church, 1929",,,139540
NOETIIDAE,"Arcopsis solida","(G. B. Sowerby I, 1833)","solid ark",,11344
NOETIIDAE,"Noetia reversa","(G. B. Sowerby I, 1833)",,,139587
NOLELLIDAE,"Anguinella palmata","Van Beneden, 1845",,,112883
NOLELLIDAE,"Nolella blakei","Rogick, 1949",,,167263
NOTOBRANCHAEIDAE,"Notobranchaea macdonaldi","Pelseneer, 1886",,,14839
NOTOCOMPLANIDAE,"Notocomplana acticola","(Boone, 1929)",,,147752
NOTOCOMPLANIDAE,"Notocomplana litoricola","(Heath & McGregor, 1912)",,,162496
NOTOCOMPLANIDAE,"Notocomplana saxicola","(Heath & McGregor, 1912)",,,147758
NOTOCOMPLANIDAE,"Notocomplana sciophila","(Boone, 1929)",,,147760
NOTOCOTYLIDAE,"Notocotylus pacifera","(Noble, 1933) Harwood, 1939",,,242029
NOTOCOTYLIDAE,"Ogmogaster trilineatus",,,,109341
NOTODELPHYIDAE,"Doropygus bayeri","Illg, 1958",,,51488
NOTODELPHYIDAE,"Doropygus profundus","Illg, 1958",,,51495
NOTODELPHYIDAE,"Notodelphyopsis perplexa","Illg, 1958",,,51501
NOTODELPHYIDAE,"Notodelphys affinis","Illg, 1958",,,51502
NOTODELPHYIDAE,"Pachypygus gibber","(Thorell, 1859)",,,248447
NOTODELPHYIDAE,"Pygodelphys aquilonaris","Illg, 1958",,,51507
NOTODELPHYIDAE,"Pythodelphys acruris","Dudley and Solomon, 1966",,,51508
NOTOPLANIDAE,"Notoplana inquieta",,,,105872
NOTOPLANIDAE,"Notoplana rupicola",,,,105871
NOTOPLANIDAE,"Notoplana saxicola","(Heath and Mcgregor, 1912)",,,105879
NOTOTANAIDAE,"Typhlotanais crassus","Dojiri and Sieg, 1997",,,65631
NOTOTANAIDAE,"Typhlotanais williamsae","Dojiri and Sieg, 1997",,,65632
NUCINELLIDAE,"Huxleyia munita","(Dall, 1898)","minute nucinellid",,15594
NUCULANIDAE,"Ledella fiascona","(Dall, 1916)","Baja miniature nutclam",,11572
NUCULANIDAE,"Ledella ultima","(E. A. Smith, 1885)",,,10961
NUCULANIDAE,"Nuculana acuta","(Conrad, 1832)","pointed nutclam",,15398
NUCULANIDAE,"Nuculana cellulita","(Dall, 1896)","fine-lined nutclam",,15428
NUCULANIDAE,"Nuculana conceptionis","(Dall, 1896)",,,15400
NUCULANIDAE,"Nuculana costellata","(G. B. Sowerby I, 1833)",,,139782
NUCULANIDAE,"Nuculana cuneata","(G. B. Sowerby I, 1833)",,,139787
NUCULANIDAE,"Nuculana hamata","(Carpenter, 1864)","hooked nutclam",,15407
NUCULANIDAE,"Nuculana leonina","(Dall, 1896)",,,15410
NUCULANIDAE,"Nuculana minuta","(Muller, 1776)","minute nutclam",,15396
NUCULANIDAE,"Nuculana navisa","(Dall, 1916)","ship nutclam",,11633
NUCULANIDAE,"Nuculana oxia","(Dall, 1916)",,,15422
NUCULANIDAE,"Nuculana penderi","(Dall and Bartsch, 1910)",,,15424
NUCULANIDAE,"Nuculana pernula","(Müller, 1779)","northern nutclam",,15395
NUCULANIDAE,"Nuculana taphria","(Dall, 1896)","furrowed nutclam",,15423
NUCULANIDAE,"Propeleda conceptionis","(Dall, 1896)",,,275595
NUCULANIDAE,"Saccella acuta","(Conrad, 1831)",,,163779
NUCULANIDAE,"Saccella cellulita","(Dall, 1896)",,,275672
NUCULANIDAE,"Saccella hindsii","(Hanley, 1860)",,,156361
NUCULANIDAE,"Saccella impar","(Pilsbry & H. N. Lowe, 1932)",,,156363
NUCULANIDAE,"Saccella penderi","(Dall & Bartsch, 1910)",,,147594
NUCULANIDAE,"Saccella pontonia","(Dall, 1890)",,,135260
NUCULANIDAE,"Saccella taphria","(Dall, 1897)",,,142593
NUCULIDAE,"Acila castrensis","(Hinds, 1843)","divaricate nutclam",,15348
NUCULIDAE,"Ennucula cardara","(Dall, 1916)",,,162071
NUCULIDAE,"Ennucula linki","(Dall, 1916)","Link nutclam",,11483
NUCULIDAE,"Ennucula tenuis","(Montagu, 1808)","Belloti nutclam",,11484
NUCULIDAE,"Nucula cardara","Dall, 1916",,,15355
NUCULIDAE,"Nucula carlottensis","Dall, 1897","Charlotte nutclam",,15358
NUCULIDAE,"Nucula darella","Dall, 1916",,,15357
NUCULIDAE,"Nucula exigua","G. B. Sowerby I, 1833","short nutclam",,15373
NYMPHONIDAE,"Nymphon heterodenticulatum",,,,92519
NYMPHONIDAE,"Nymphon pixellae",,,,92511
OBTORTIONIDAE,"Alabina barbarensis","Bartsch, 1911",,,234973
OBTORTIONIDAE,"Alabina californica","(Dall & Bartsch, 1901)",,,234975
OBTORTIONIDAE,"Alabina effusa","(Carpenter, 1857)",,,172358
OBTORTIONIDAE,"Alabina hamlini","Bartsch, 1911",,,234977
OBTORTIONIDAE,"Finella hamlini","(Bartsch, 1911)",,,2986
OBTORTIONIDAE,"Finella phanea","(Bartsch, 1911)",,,2988
OBTORTIONIDAE,"Finella tenuisculpta","(Carpenter, 1864)","fine-sculpted cerith",,5156
OCEANIDAE,"Cordylophora caspia","(Pallas, 1771)",,,34033
OCEANIDAE,"Turritopsis nutricula","(McCrady, 1857)",,,34036
OCHETOSOMATIDAE,"Dasymetra conferta",,,,109417
OCHETOSOMATIDAE,"Ochetosoma aniarum",,,,109409
OCHETOSOMATIDAE,"Paralechriorchis syntomentera",,,,109414
OCNERODRILIDAE,"Ocnerodrilus occidentalis","Eisen, 1878",,,162106
OCTOPODIDAE,"Benthoctopus yaquinae","Voss and Pearcy, 1990",,,24187
OCTOPODIDAE,"Octopus bimaculatus","Verrill, 1883","california two-spot octopus",,24474
OCTOPODIDAE,"Octopus bimaculoides","Pickford and McConnaughey, 1949","California two-spot octopus",,24475
OCTOPODIDAE,"Octopus californicus","(Berry, 1911)","orange bigeye octopus",,24476
OCTOPODIDAE,"Octopus fitchi","Berry, 1953","lilliput octopus",,24480
OCTOPODIDAE,"Octopus hongkongensis","Hoyle, 1885",,,24481
OCTOPODIDAE,"Octopus horridus","D'Orbigny, 1826",,,24219
OCTOPODIDAE,"Octopus micropyrsus","Berry, 1953",,,24485
OCTOPODIDAE,"Octopus rubescens","Berry, 1953","East Pacific red octopus",,24465
OCTOPOTEUTHIDAE,"Octopoteuthis deletron","Young, 1972",,,23298
OCULINIDAE,"Madrepora oculata","Linnaeus, 1758",,,32267
OCULINIDAE,"Oculina diffusa","Lamarck, 1816",,,32261
OCULINIDAE,"Oculina profunda","Cairns, 1991",,,33140
OCYPODIDAE,"Leptuca crenulata","(Lockington, 1877)",,,152799
OCYPODIDAE,"Uca crenulata","(Lockington, 1877)","Mexican fiddler",,77442
OCYPODIDAE,"Uca longisignalis","Salmon and Atsaides, 1968",,,77438
OCYPODIDAE,"Uca princeps","(Smith, 1870)",,,140161
OCYTHOIDAE,"Ocythoe tuberculata","Rafinesque, 1814",,,23866
ODONTASTERIDAE,"Odontaster crassus","Fisher, 1905",,,25877
ODONTASTERIDAE,"Odontaster penicillatus","(Philippi, 1870)",,,149452
OEDICEROTIDAE,"Aceroides callida",,,,46183
OEDICEROTIDAE,"Bathymedon caino",,,,46193
OEDICEROTIDAE,"Bathymedon covilhani","J. L. Barnard, 1961",,,59562
OEDICEROTIDAE,"Bathymedon flebilis","J. L. Barnard, 1967",,,46195
OEDICEROTIDAE,"Bathymedon kassities","J. L. Barnard, 1966",,,59564
OEDICEROTIDAE,"Bathymedon longimanus","(Boeck, 1871)",,,59556
OEDICEROTIDAE,"Bathymedon pumilus","J. L. Barnard, 1962",,,59561
OEDICEROTIDAE,"Bathymedon roquedo","J. L. Barnard, 1962",,,59563
OEDICEROTIDAE,"Bathymedon saussurei","(Boeck, 1871)",,,46200
OEDICEROTIDAE,"Bathymedon vulpeculus","J. L. Barnard, 1971",,,59565
OEDICEROTIDAE,"Finoculodes omnifera","J. L. Barnard, 1971",,,50896
OEDICEROTIDAE,"Monoculodes emarginatus","J. L. Barnard, 1962",,,59595
OEDICEROTIDAE,"Monoculodes glyconica","J. L. Barnard, 1962",,,59594
OEDICEROTIDAE,"Monoculodes hartmanae","J. L. Barnard, 1962",,,59593
OEDICEROTIDAE,"Monoculodes latissimanus","(Stephensen, 1931)",,,59596
OEDICEROTIDAE,"Monoculodes necopinus","J. L. Barnard, 1967",,,50904
OEDICEROTIDAE,"Monoculodes norvegicus","Boeck, 1876",,,59591
OEDICEROTIDAE,"Monoculodes packardi","Boeck, 1871",,,59577
OEDICEROTIDAE,"Monoculodes recandesco","J. L. Barnard, 1967",,,50906
OEDICEROTIDAE,"Monoculodes spinipes","Mills, 1962",,,59589
OEDICEROTIDAE,"Synchelidium rectipalmum","Mills, 1962",,,59610
OEDICEROTIDAE,"Synchelidium shoemakeri","Mills, 1962",,,59609
OEDICEROTIDAE,"Westwoodilla caecula","(Bate, 1857)",,,59612
OEDICEROTIDAE,"Westwoodilla tone","Jansen, 2002",,,253467
OENONIDAE,"Arabella geniculata",,,,85966
OENONIDAE,"Arabella iricolor","(Montagu, 1804)",,,85961
OENONIDAE,"Arabella mimetica",,,,85967
OENONIDAE,"Arabella pectinata","Fauchald, 1970",,,116115
OENONIDAE,"Arabella semimaculata",,,,85963
OENONIDAE,"Biborin ecbola",,,,85975
OENONIDAE,"Drilonereis falcata",,,,85950
OENONIDAE,"Drilonereis filum","(Claparede, 1870)",,,85947
OENONIDAE,"Drilonereis longa",Webster,,,85949
OENONIDAE,"Drilonereis magna","Webster and Benedic",,,85952
