Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	modified	bibliographicCitation	references	identifier	title	datasetID.y	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI	subtree_identifier_taxIDs	subtree_accepted_taxIDs	linear_noClaim_verified_directHits	circular_complete_verified_directHits	linear_noClaim_unverified_directHits	linear_complete_verified_directHits	circular_noClaim_unverified_directHits	circular_noClaim_verified_directHits	circular_claimComplete_verified_directHits	linear_claimComplete_verified_directHits	circular_complete_unverified_directHits	linear_complete_unverified_directHits	linear_noClaim_verified_subTreeHits	circular_complete_verified_subTreeHits	linear_noClaim_unverified_subTreeHits	linear_complete_verified_subTreeHits	circular_noClaim_unverified_subTreeHits	circular_noClaim_verified_subTreeHits	circular_claimComplete_verified_subTreeHits	linear_claimComplete_verified_subTreeHits	circular_complete_unverified_subTreeHits	linear_complete_unverified_subTreeHits	high_potential_sra_directHits	high_potential_sra_subTreeHits	other_potential_sra_directHits	other_potential_sra_subTreeHits	NCBI_identifier_kingdom	NCBI_identifier_phylum	NCBI_identifier_class	NCBI_identifier_order	NCBI_identifier_family	NCBI_identifier_genus	NCBI_identifier_species	NCBI_accepted_kingdom	NCBI_accepted_phylum	NCBI_accepted_class	NCBI_accepted_order	NCBI_accepted_family	NCBI_accepted_genus	NCBI_accepted_species
CALIDRIS PTILOCNEMIS	R17173	366589	urn:lsid:marinespecies.org:taxname:366589	urn:lsid:marinespecies.org:taxname:366589	urn:lsid:marinespecies.org:taxname:366589	urn:lsid:marinespecies.org:taxname:147432	Calidris ptilocnemis	Calidris ptilocnemis	Calidris	NA	NA	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	NA	ptilocnemis	NA	Species	(Coues, 1873)	accepted	2011-04-08	WoRMS (2024). Calidris ptilocnemis (Coues, 1873). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=366589	https://www.marinespecies.org/aphia.php?p=taxdetails&id=366589	NCBI:txid217132	To GenBank (112 nucleotides; 103 proteins)	ncbi	366589	147432	Calidris ptilocnemis	NCBI:txid8918	NCBI:txid217132	NCBI:txid217132	NCBI:txid217132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris ptilocnemis	Eukaryota	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris ptilocnemis
CALIDRIS PUSILLA	R17172	159055	urn:lsid:marinespecies.org:taxname:159055	urn:lsid:marinespecies.org:taxname:159055	urn:lsid:marinespecies.org:taxname:159055	urn:lsid:marinespecies.org:taxname:147432	Calidris pusilla	Calidris pusilla	Calidris	NA	NA	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	NA	pusilla	NA	Species	(Linnaeus, 1766)	accepted	2011-04-27	WoRMS (2024). Calidris pusilla (Linnaeus, 1766). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159055	https://www.marinespecies.org/aphia.php?p=taxdetails&id=159055	NCBI:txid279961	To GenBank (69 nucleotides; 57 proteins)	ncbi	159055	147432	Calidris pusilla	NCBI:txid8918	NCBI:txid279961	NCBI:txid279961	NCBI:txid279961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris pusilla	Eukaryota	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris pusilla
CALIFANTHURA SQUAMOSISSIMA	R01028;R11930;R12322;R16314	259635	urn:lsid:marinespecies.org:taxname:259635	urn:lsid:marinespecies.org:taxname:259635	urn:lsid:marinespecies.org:taxname:259635	urn:lsid:marinespecies.org:taxname:248570	Califanthura squamosissima	Califanthura squamosissima	Califanthura	NA	NA	Animalia	Arthropoda	Malacostraca	Isopoda	Paranthuridae	Califanthura	NA	squamosissima	NA	Species	(Menzies, 1951)	accepted	2009-02-20	Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2024). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Califanthura squamosissima (Menzies, 1951). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=259635	https://www.marinespecies.org/aphia.php?p=taxdetails&id=259635	NA	NA	NA	259635	248570	Califanthura squamosissima	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CALIFARCTURUS TANNERENSIS	R12045	853087	urn:lsid:marinespecies.org:taxname:853087	urn:lsid:marinespecies.org:taxname:853087	urn:lsid:marinespecies.org:taxname:853087	urn:lsid:marinespecies.org:taxname:853086	Califarcturus tannerensis	Califarcturus tannerensis	Califarcturus	NA	NA	Animalia	Arthropoda	Malacostraca	Isopoda	Thermoarcturidae	Califarcturus	NA	tannerensis	NA	Species	(Schultz, 1966)	accepted	2015-09-17	Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2024). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Califarcturus tannerensis (Schultz, 1966). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=853087	https://www.marinespecies.org/aphia.php?p=taxdetails&id=853087	NA	NA	NA	853087	853086	Califarcturus tannerensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CALIFIA CALIDA	R01029;R16904	327326	urn:lsid:marinespecies.org:taxname:327326	urn:lsid:marinespecies.org:taxname:327326	urn:lsid:marinespecies.org:taxname:327326	urn:lsid:marinespecies.org:taxname:324777	Califia calida	Califia calida	Califia	Hartman, Olga. (1957). Orbiniidae, Apistobranchidae, Paraonidae and Longosomidae. <em>Allan Hancock Pacific Expeditions.</em> 15(3): 211-393.	1957	Animalia	Annelida	Polychaeta	NA	Orbiniidae	Califia	NA	calida	NA	Species	Hartman, 1957	accepted	2008-03-26	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Califia calida Hartman, 1957. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=327326	https://www.marinespecies.org/aphia.php?p=taxdetails&id=327326	NA	NA	NA	327326	324777	Califia calida	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CALIFORNICONUS CALIFORNICUS	R01030;R11525;R12323;R14548	581058	urn:lsid:marinespecies.org:taxname:581058	urn:lsid:marinespecies.org:taxname:581058	urn:lsid:marinespecies.org:taxname:581058	urn:lsid:marinespecies.org:taxname:581057	Californiconus californicus	Californiconus californicus	Californiconus	NA	NA	Animalia	Mollusca	Gastropoda	Neogastropoda	Conidae	Californiconus	NA	californicus	NA	Species	(Reeve, 1844)	accepted	2015-02-04	MolluscaBase eds. (2024). MolluscaBase. Californiconus californicus (Reeve, 1844). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=581058	https://www.marinespecies.org/aphia.php?p=taxdetails&id=581058	NCBI:txid1736779	To GenBank (222 nucleotides; 396 proteins)	ncbi	581058	581057	Californiconus californicus	NCBI:txid1340065	NCBI:txid1736779	NCBI:txid1736779	NCBI:txid1736779	NA	2___15444-15444___NC_032377.1;KX263249.1___Californiconus californicus (NCBI:txid1736779)	NA	NA	NA	NA	NA	NA	NA	NA	NA	2___15444-15444___NC_032377.1;KX263249.1___Californiconus californicus (NCBI:txid1736779)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Mollusca	Gastropoda	Neogastropoda	Conidae	Californiconus	Californiconus californicus	Eukaryota	Mollusca	Gastropoda	Neogastropoda	Conidae	Californiconus	Californiconus californicus
CALIGUS CLEMENSI	R00182;R15688	349592	urn:lsid:marinespecies.org:taxname:349592	urn:lsid:marinespecies.org:taxname:349592	urn:lsid:marinespecies.org:taxname:349592	urn:lsid:marinespecies.org:taxname:135566	Caligus clemensi	Caligus clemensi	Caligus	Parker, R.R. & L. Margolis. (1964). A new species of parasitic copepod, Caligus clemensi sp. nov. (Caligoida, Caligidae) from pelagic fishes in the coastal waters of British Columbia. Journal of the Fisheries Research Board of Canada 21(5):873-889, figs. 1-12.	1964	Animalia	Arthropoda	Copepoda	Siphonostomatoida	Caligidae	Caligus	NA	clemensi	NA	Species	Parker & Margolis, 1964	accepted	2008-07-15	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Caligus clemensi Parker & Margolis, 1964. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=349592	https://www.marinespecies.org/aphia.php?p=taxdetails&id=349592	NCBI:txid344056	To GenBank (16046 nucleotides; 1235 proteins)	ncbi	349592	135566	Caligus clemensi	NCBI:txid217164	NCBI:txid344056	NCBI:txid344056	NCBI:txid344056	1___13440-13440___HQ157566.1___Caligus clemensi (NCBI:txid344056)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1___13440-13440___HQ157566.1___Caligus clemensi (NCBI:txid344056)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Hexanauplia	Siphonostomatoida	Caligidae	Caligus	Caligus clemensi	Eukaryota	Arthropoda	Hexanauplia	Siphonostomatoida	Caligidae	Caligus	Caligus clemensi
CALIGUS ELONGATUS	R15689	135754	urn:lsid:marinespecies.org:taxname:135754	urn:lsid:marinespecies.org:taxname:135754	urn:lsid:marinespecies.org:taxname:135754	urn:lsid:marinespecies.org:taxname:135566	Caligus elongatus	Caligus elongatus	Caligus	Nordmann, A. von. (1832). Mikrographische Beiträge zur Naturgeschichte der wirbellosen Thiere. <em>Zweites Heft. Mit zehn Kupfertafeln, G. Reimer,  Berlin.</em> XVIII:1-150, plates I-X.	1832	Animalia	Arthropoda	Copepoda	Siphonostomatoida	Caligidae	Caligus	NA	elongatus	NA	Species	Nordmann, 1832	accepted	2024-01-12	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Caligus elongatus Nordmann, 1832. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=135754	https://www.marinespecies.org/aphia.php?p=taxdetails&id=135754	NCBI:txid257370	NA	NA	135754	135566	Caligus elongatus	NCBI:txid217164	NCBI:txid257370	NCBI:txid257370	NCBI:txid257370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Hexanauplia	Siphonostomatoida	Caligidae	Caligus	Caligus elongatus	Eukaryota	Arthropoda	Hexanauplia	Siphonostomatoida	Caligidae	Caligus	Caligus elongatus
CALIGUS HOBSONI	R15690	357620	urn:lsid:marinespecies.org:taxname:357620	urn:lsid:marinespecies.org:taxname:357620	urn:lsid:marinespecies.org:taxname:357620	urn:lsid:marinespecies.org:taxname:135566	Caligus hobsoni	Caligus hobsoni	Caligus	Cressey, R.F. (1969). Caligus hobsoni, a new species of parasitic copepod from California. Journal of Parasitology 55(2):431-434, figs. 1-17. (iv-1969)	1969	Animalia	Arthropoda	Copepoda	Siphonostomatoida	Caligidae	Caligus	NA	hobsoni	NA	Species	Cressey, 1969	accepted	2010-05-17	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Caligus hobsoni Cressey, 1969. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=357620	https://www.marinespecies.org/aphia.php?p=taxdetails&id=357620	NA	NA	NA	357620	135566	Caligus hobsoni	NCBI:txid217164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CALIGUS KLAWEI	R12324;R15691	349655	urn:lsid:marinespecies.org:taxname:349655	urn:lsid:marinespecies.org:taxname:349655	urn:lsid:marinespecies.org:taxname:349655	urn:lsid:marinespecies.org:taxname:135566	Caligus klawei	Caligus klawei	Caligus	Shiino, S.M. (1959). On a new species of Caligus (Copepoda Parasitica) from the coast of California. Pacific Science 13:351-356, figs. 1-3, tabs. 1-2. (x-1959)	1959	Animalia	Arthropoda	Copepoda	Siphonostomatoida	Caligidae	Caligus	NA	klawei	NA	Species	Shiino, 1959	accepted	2008-07-15	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Caligus klawei Shiino, 1959. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=349655	https://www.marinespecies.org/aphia.php?p=taxdetails&id=349655	NA	NA	NA	349655	135566	Caligus klawei	NCBI:txid217164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CALIGUS MACAROVI	R00183	349676	urn:lsid:marinespecies.org:taxname:349676	urn:lsid:marinespecies.org:taxname:349676	urn:lsid:marinespecies.org:taxname:349676	urn:lsid:marinespecies.org:taxname:135566	Caligus macarovi	Caligus macarovi	Caligus	Gusev, A.V. (1951). Paraziticheskie Copepoda s nekotorykh morskikh ryb. Parasitic Copepoda of some marine fishes. <em>Parazitologica Papers of the Zoological Institute, Academia Nauk, USSR.</em> 13: 394-463, figs. 1-37. (Russian).	1951	Animalia	Arthropoda	Copepoda	Siphonostomatoida	Caligidae	Caligus	NA	macarovi	NA	Species	Gusev, 1951	accepted	2008-07-15	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Caligus macarovi Gusev, 1951. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=349676	https://www.marinespecies.org/aphia.php?p=taxdetails&id=349676	NA	NA	NA	349676	135566	Caligus macarovi	NCBI:txid217164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CALIGUS OLSONI	R12325	349693	urn:lsid:marinespecies.org:taxname:349693	urn:lsid:marinespecies.org:taxname:349693	urn:lsid:marinespecies.org:taxname:349693	urn:lsid:marinespecies.org:taxname:135566	Caligus olsoni	Caligus olsoni	Caligus	Pearse, A.S. (1953). A new copepod parasite from the grunion. Journal of Parasitology 39(3):332-333, figs. 1-16.	1953	Animalia	Arthropoda	Copepoda	Siphonostomatoida	Caligidae	Caligus	NA	olsoni	NA	Species	Pearse, 1953	accepted	2008-07-15	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Caligus olsoni Pearse, 1953. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=349693	https://www.marinespecies.org/aphia.php?p=taxdetails&id=349693	NCBI:txid2700091	To GenBank (6 nucleotides; 0 proteins)	ncbi	349693	135566	Caligus olsoni	NCBI:txid217164	NCBI:txid2700091	NCBI:txid2700091	NCBI:txid2700091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Hexanauplia	Siphonostomatoida	Caligidae	Caligus	Caligus olsoni	Eukaryota	Arthropoda	Hexanauplia	Siphonostomatoida	Caligidae	Caligus	Caligus olsoni
CALINATICINA OLDROYDII	R03031;R12326	580690	urn:lsid:marinespecies.org:taxname:580690	urn:lsid:marinespecies.org:taxname:580690	urn:lsid:marinespecies.org:taxname:580690	urn:lsid:marinespecies.org:taxname:580689	Calinaticina oldroydii	Calinaticina oldroydii	Calinaticina	NA	NA	Animalia	Mollusca	Gastropoda	Littorinimorpha	Naticidae	Calinaticina	NA	oldroydii	NA	Species	(Dall, 1897)	accepted	2011-09-25	MolluscaBase eds. (2024). MolluscaBase. Calinaticina oldroydii (Dall, 1897). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=580690	https://www.marinespecies.org/aphia.php?p=taxdetails&id=580690	NA	NA	NA	580690	580689	Calinaticina oldroydii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CALLIANASSA CALIFORNIENSIS	R09741	465346	urn:lsid:marinespecies.org:taxname:465346	urn:lsid:marinespecies.org:taxname:465346	urn:lsid:marinespecies.org:taxname:465347	urn:lsid:marinespecies.org:taxname:107072	Callianassa californiensis	Neotrypaea californiensis	Callianassa	Dana, J.D. (1854). Catalogue and descriptions of Crustacea collected in California by Dr. John L. Le Conte. <em>Proceedings of the Academy of Natural Sciences of Philadelphia.</em> 7: 175-177.	1854	Animalia	Arthropoda	Malacostraca	Decapoda	Callianassidae	Callianassa	NA	californiensis	NA	Species	Dana, 1854	superseded combination	2022-07-07	DecaNet eds. (2024). DecaNet. Callianassa californiensis Dana, 1854. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=465346	https://www.marinespecies.org/aphia.php?p=taxdetails&id=465346	NA	NA	NA	465347	107072	Callianassa californiensis	NCBI:txid338195	NCBI:txid177238	NA	NCBI:txid177238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Malacostraca	Decapoda	Callianassidae	Neotrypaea	Neotrypaea californiensis
CALLIANASSA SUBTERRANEA	R03883	107729	urn:lsid:marinespecies.org:taxname:107729	urn:lsid:marinespecies.org:taxname:107729	urn:lsid:marinespecies.org:taxname:107729	urn:lsid:marinespecies.org:taxname:107072	Callianassa subterranea	Callianassa subterranea	Callianassa	NA	NA	Animalia	Arthropoda	Malacostraca	Decapoda	Callianassidae	Callianassa	NA	subterranea	NA	Species	(Montagu, 1808)	accepted	2024-01-03	DecaNet eds. (2024). DecaNet. Callianassa subterranea (Montagu, 1808). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=107729	https://www.marinespecies.org/aphia.php?p=taxdetails&id=107729	NCBI:txid338196	To GenBank (19 nucleotides; 9 proteins)	ncbi	107729	107072	Callianassa subterranea	NCBI:txid338195	NCBI:txid338196	NCBI:txid338196	NCBI:txid338196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Malacostraca	Decapoda	Callianassidae	Callianassa	Callianassa subterranea	Eukaryota	Arthropoda	Malacostraca	Decapoda	Callianassidae	Callianassa	Callianassa subterranea
CALLIANAX ALECTONA	R12327	1424885	urn:lsid:marinespecies.org:taxname:1424885	urn:lsid:marinespecies.org:taxname:1424885	urn:lsid:marinespecies.org:taxname:1424885	urn:lsid:marinespecies.org:taxname:1424881	Callianax alectona	Callianax alectona	Callianax	NA	NA	Animalia	Mollusca	Gastropoda	Neogastropoda	Olividae	Callianax	NA	alectona	NA	Species	(Duclos, 1835)	accepted	2020-03-16	MolluscaBase eds. (2024). MolluscaBase. Callianax alectona (Duclos, 1835). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1424885	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1424885	NA	NA	NA	1424885	1424881	Callianax alectona	NCBI:txid2856457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CALLIANAX BAETICA	R01032;R14550	1674301	urn:lsid:marinespecies.org:taxname:1674301	urn:lsid:marinespecies.org:taxname:1674301	urn:lsid:marinespecies.org:taxname:1424885	urn:lsid:marinespecies.org:taxname:1424881	Callianax baetica	Callianax alectona	Callianax	NA	NA	Animalia	Mollusca	Gastropoda	Neogastropoda	Olividae	Callianax	NA	baetica	NA	Species	(P. P. Carpenter, 1864)	junior subjective synonym	2023-08-24	MolluscaBase eds. (2024). MolluscaBase. Callianax baetica (P. P. Carpenter, 1864). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1674301	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1674301	NA	NA	NA	1424885	1424881	Callianax baetica	NCBI:txid2856457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CALLIANAX BIPLICATA	R01033;R12328;R14549	1424883	urn:lsid:marinespecies.org:taxname:1424883	urn:lsid:marinespecies.org:taxname:1424883	urn:lsid:marinespecies.org:taxname:1424883	urn:lsid:marinespecies.org:taxname:1424881	Callianax biplicata	Callianax biplicata	Callianax	NA	NA	Animalia	Mollusca	Gastropoda	Neogastropoda	Olividae	Callianax	NA	biplicata	NA	Species	(G. B. Sowerby I, 1825)	accepted	2020-03-16	MolluscaBase eds. (2024). MolluscaBase. Callianax biplicata (G. B. Sowerby I, 1825). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1424883	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1424883	NCBI:txid707973	To GenBank (88 nucleotides; 73 proteins)	ncbi	1424883	1424881	Callianax biplicata	NCBI:txid2856457	NCBI:txid707973	NCBI:txid707973	NCBI:txid707973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Mollusca	Gastropoda	Neogastropoda	Olividae	Callianax	Callianax biplicata	Eukaryota	Mollusca	Gastropoda	Neogastropoda	Olividae	Callianax	Callianax biplicata
CALLIANOPSIS GONIOPHTHALMA	R01034	477653	urn:lsid:marinespecies.org:taxname:477653	urn:lsid:marinespecies.org:taxname:477653	urn:lsid:marinespecies.org:taxname:477653	urn:lsid:marinespecies.org:taxname:477398	Callianopsis goniophthalma	Callianopsis goniophthalma	Callianopsis	NA	NA	Animalia	Arthropoda	Malacostraca	Decapoda	Callianopsidae	Callianopsis	NA	goniophthalma	NA	Species	(Rathbun, 1902)	accepted	2022-07-13	DecaNet eds. (2024). DecaNet. Callianopsis goniophthalma (Rathbun, 1902). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=477653	https://www.marinespecies.org/aphia.php?p=taxdetails&id=477653	NCBI:txid2734744	To GenBank (4 nucleotides; 1 proteins)	ncbi	477653	477398	Callianopsis goniophthalma	NCBI:txid2734743	NCBI:txid2734744	NCBI:txid2734744	NCBI:txid2734744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Malacostraca	Decapoda	Callianopsidae	Callianopsis	Callianopsis goniophthalma	Eukaryota	Arthropoda	Malacostraca	Decapoda	Callianopsidae	Callianopsis	Callianopsis goniophthalma
CALLINECTES ARCUATUS	R15998	442766	urn:lsid:marinespecies.org:taxname:442766	urn:lsid:marinespecies.org:taxname:442766	urn:lsid:marinespecies.org:taxname:442766	urn:lsid:marinespecies.org:taxname:106921	Callinectes arcuatus	Callinectes arcuatus	Callinectes	Ordway, A. (1863). Monograph of the genus <i>Callinectes</i>. <em>Boston Journal of Natural History, Containing Papers and Communications, Read to the Boston Society of Natural History, 1859–1863.</em> 7(4): 567-583.	1863	Animalia	Arthropoda	Malacostraca	Decapoda	Portunidae	Callinectes	NA	arcuatus	NA	Species	Ordway, 1863	accepted	2022-04-17	DecaNet eds. (2024). DecaNet. Callinectes arcuatus Ordway, 1863. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=442766	https://www.marinespecies.org/aphia.php?p=taxdetails&id=442766	NCBI:txid257891	To GenBank (131 nucleotides; 121 proteins)	ncbi	442766	106921	Callinectes arcuatus	NCBI:txid6762	NCBI:txid257891	NCBI:txid257891	NCBI:txid257891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Malacostraca	Decapoda	Portunidae	Callinectes	Callinectes arcuatus	Eukaryota	Arthropoda	Malacostraca	Decapoda	Portunidae	Callinectes	Callinectes arcuatus
CALLINECTES BELLICOSUS	R15999	442767	urn:lsid:marinespecies.org:taxname:442767	urn:lsid:marinespecies.org:taxname:442767	urn:lsid:marinespecies.org:taxname:442767	urn:lsid:marinespecies.org:taxname:106921	Callinectes bellicosus	Callinectes bellicosus	Callinectes	NA	NA	Animalia	Arthropoda	Malacostraca	Decapoda	Portunidae	Callinectes	NA	bellicosus	NA	Species	(Stimpson, 1859)	accepted	2024-01-12	DecaNet eds. (2024). DecaNet. Callinectes bellicosus (Stimpson, 1859). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=442767	https://www.marinespecies.org/aphia.php?p=taxdetails&id=442767	NCBI:txid257890	To GenBank (24 nucleotides; 9 proteins)	ncbi	442767	106921	Callinectes bellicosus	NCBI:txid6762	NCBI:txid257890	NCBI:txid257890	NCBI:txid257890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Malacostraca	Decapoda	Portunidae	Callinectes	Callinectes bellicosus	Eukaryota	Arthropoda	Malacostraca	Decapoda	Portunidae	Callinectes	Callinectes bellicosus
